父任务ID,合集ID,父任务组,任务类型,启用模式,Lua脚本路径,推荐等级,可重复,任务奖励RewardID,章节ID,事件ID,关联活动ID,活动类型,VideoKey
72714,,,7,1,Actor/Quest/WQ72714,,,,,,,,
72715,,,7,1,Actor/Quest/WQ72715,,,,,,,,
72716,,,7,1,Actor/Quest/WQ72716,,,,,,,,
72717,,,7,1,Actor/Quest/WQ72717,,,,,,,,
72718,,,7,1,Actor/Quest/WQ72718,,,,,,,,
72719,,,7,1,Actor/Quest/WQ72719,,,,,,,,
72720,,,7,1,Actor/Quest/WQ72720,,,,,,2012,2600,
72721,,,7,1,Actor/Quest/WQ72721,,,,,,2012,2600,
72722,,,7,,Actor/Quest/WQ72722,,,172722,,,2012,2600,
72723,,,7,,Actor/Quest/WQ72722,,,172723,,,2012,2600,
72724,,,7,1,,,,,,,5068,2603,
72725,,,7,,Actor/Quest/WQ72725,,,172725,,,2012,2600,
72726,,,7,,Actor/Quest/WQ72726,,,172726,,,5080,2703,
72727,,,7,1,Actor/Quest/WQ72727,,,172727,,,5094,2102,
72800,,,7,,Actor/Quest/WQ72800,,,172800,,,,,
72801,,,7,1,Actor/Quest/WQ72801,,,172801,,,,,
72802,,,7,1,Actor/Quest/WQ72802,,,172802,,,,,
72803,,,7,1,Actor/Quest/WQ72803,,,172803,,,,,
72804,,,7,1,Actor/Quest/WQ72804,,,172804,,,,,
72805,,,7,1,Actor/Quest/WQ72805,,,,,,,,
72806,,,7,1,Actor/Quest/WQ72806,,,172806,,,,,
72807,,,7,1,Actor/Quest/WQ72807,,,172807,10061,,,,
72808,,,7,1,,,,172808,,,,,
72809,,,7,1,Actor/Quest/WQ72809,,,172809,,,,,
72810,,,7,1,Actor/Quest/WQ72810,,,,,,,,
72811,,,7,1,Actor/Quest/WQ72811,,,,,,,,
72812,,,7,1,Actor/Quest/WQ72812,,,172812,,,,,
72813,,,7,1,Actor/Quest/WQ72813,,,172813,,,,,
72902,,,7,1,,,,553001,,,,,
72903,,,7,1,,,,553002,,,,,
72904,,,7,1,,,,553003,,,,,
72905,,,7,1,,,,553004,,,,,
72906,,,7,1,,,,553005,,,,,
72907,,,7,1,,,,553006,,,,,
72908,,,7,1,,,,553007,,,,,
72909,,,7,1,,,,553008,,,,,
72910,,,7,1,,,,553009,,,,,
72911,,,7,1,,,,553011,,,,,
72912,,,7,1,,,,553014,,,,,
72913,,,7,1,,,,553015,,,,,
72914,,,7,1,,,,553016,,,,,
72915,,,7,1,,,,553017,,,,,
72916,,,7,1,,,,553018,,,,,
72917,,,7,1,,,,553019,,,,,
72918,,,7,1,,,,553020,,,,,
72919,,,7,1,,,,553021,,,,,
72920,,,7,1,,,,553022,,,,,
72921,,,7,1,,,,553023,,,,,
72922,,,7,1,,,,553029,,,,,
72923,,,7,1,,,,553024,,,,,
72924,,,7,1,,,,553025,,,,,
72925,,,7,1,,,,553026,,,,,
72926,,,7,1,,,,553030,,,,,
72927,,,7,1,,,,553032,,,,,
72928,,,7,1,,,,553036,,,,,
72929,,,7,1,,,,553034,,,,,
72930,,,7,1,,,,553012,,,,,
72932,,,7,1,,,,553027,,,,,
72933,,,7,1,,,,553010,,,,,
72934,,,7,1,,,,553028,,,,,
72935,,,7,1,,,,553031,,,,,
72937,,,7,1,,,,553037,,,,,
72938,,,7,1,,,,553038,,,,,
72939,,,7,1,,,,553039,,,,,
72940,,,7,1,,,,553040,,,,,
72941,,,7,1,,,,553041,,,,,
72942,,,7,1,,,,553033,,,,,
72943,,,7,1,,,,553035,,,,,
72945,,,7,1,,,,553042,,,,,
72946,,,7,1,,,,553043,,,,,
72948,,,7,1,,,,553044,,,,,
73000,,,7,,Actor/Quest/WQ73000,,,173000,10070,,,,
73001,,73001,7,,Actor/Quest/WQ73001,,,173001,10073,,,,
73002,,73001,7,,Actor/Quest/WQ73002,,,173002,10073,,,,
73003,,73009,7,,Actor/Quest/WQ73003,,,173003,10073,,,,
73004,,,7,,Actor/Quest/WQ73004,,,,,,,,
73005,,,7,1,Actor/Quest/WQ73005,,,,10083,,,,
73006,,,7,1,Actor/Quest/WQ73006,,,,10083,,,,
73007,,,7,1,Actor/Quest/WQ73007,,,,10083,,,,
73008,,,7,1,Actor/Quest/WQ73008,,,,10083,,,,
73009,,73009,7,,Actor/Quest/WQ73009,,,,,,,,
73010,,,7,,Actor/Quest/WQ73010,,,,,,,,
73011,,,7,,Actor/Quest/WQ73011,,,,,,,,
73012,,,7,,Actor/Quest/WQ73012,,,,,,,,
73013,,,7,,Actor/Quest/WQ73013,,,173013,10069,,,,
73014,,73014,7,,Actor/Quest/WQ73014,,,173014,10072,,,,
73015,,73014,7,,Actor/Quest/WQ73015,,,173015,10072,,,,
73016,,73014,7,,Actor/Quest/WQ73016,,,173016,10072,,,,
73017,,73014,7,,Actor/Quest/WQ73017,,,173017,10072,,,,
73018,,73014,7,,Actor/Quest/WQ73018,,,173018,10072,,,,
73019,,,7,,Actor/Quest/WQ73019,,,173019,10069,,,,
73020,,,7,,Actor/Quest/WQ73020,,,173020,10069,,,,
73021,,,7,,Actor/Quest/WQ73021,,,173021,10069,,,,
73022,,,7,,Actor/Quest/WQ73022,,,173022,10069,,,,
73023,,,7,,Actor/Quest/WQ73023,,,173023,,,,,
73024,,73001,7,,Actor/Quest/WQ73024,,,,,,,,
73025,,,7,,Actor/Quest/WQ73025,,,173025,10076,,,,
73026,,73026,7,1,Actor/Quest/WQ73026,,,173026,10070,,,,
73027,,73026,7,,Actor/Quest/WQ73027,,,173027,10070,,,,
73028,,,7,,Actor/Quest/WQ73028,,,173028,10070,,,,
73029,,,7,,Actor/Quest/WQ73029,,,173029,10070,,,,
73030,,,7,,Actor/Quest/WQ73030,,,,,,,,
73031,,,7,,Actor/Quest/WQ73031,,,173031,10076,,,,
73032,,73032,7,,Actor/Quest/WQ73032,,,173032,10076,,,,
73033,,,7,,Actor/Quest/WQ73033,,,173033,10076,,,,
73034,,,7,1,Actor/Quest/WQ73034,,,173034,,,,,
73035,,,7,,Actor/Quest/WQ73035,,,173035,10079,,,,
73036,,,7,,Actor/Quest/WQ73036,,,173036,10079,,,,
73037,,73037,7,1,Actor/Quest/WQ73037,,,173037,10079,,,,
73038,,73037,7,,Actor/Quest/WQ73038,,,173038,10082,,,,
73039,,73032,7,,Actor/Quest/WQ73039,,,173039,10076,,,,
73040,,73032,7,,Actor/Quest/WQ73040,,,173040,10076,,,,
73041,,73032,7,,Actor/Quest/WQ73041,,,173041,10076,,,,
73042,,73032,7,,Actor/Quest/WQ73042,,,173042,10076,,,,
73043,,,7,,Actor/Quest/WQ73043,,,173043,,,,,
73044,,,7,1,Actor/Quest/WQ73044,,,,,,,,
73045,,,7,1,Actor/Quest/WQ73045,,,,10083,,,,
73046,,,7,,Actor/Quest/WQ73044,,,,,,,,
73047,,73032,7,,Actor/Quest/WQ73047,,,,10076,,,,
73048,,73032,7,,Actor/Quest/WQ73048,,,,10076,,,,
73049,,,7,,Actor/Quest/WQ73049,,,173049,,,,,
73050,,73032,7,,Actor/Quest/WQ73050,,,,10076,,,,
73051,,,7,,Actor/Quest/WQ73051,,,,,,,,
73052,,,7,,Actor/Quest/WQ73052,,,173052,10087,,,,
73053,,,7,,Actor/Quest/WQ73053,,,173053,10087,,,,
73054,,,7,,Actor/Quest/WQ73054,,,173054,10087,,,,
73055,,,7,,Actor/Quest/WQ73055,,,173055,10087,,,,
73056,,,7,,Actor/Quest/WQ73056,,,173056,,,,,
73057,,,7,,Actor/Quest/WQ73057,,,173057,,,,,
73058,,,7,,Actor/Quest/WQ73058,,,173058,,,,,
73059,,,7,,Actor/Quest/WQ73059,,,173059,,,,,
73060,,73014,7,,Actor/Quest/WQ73060,,,,10072,,,,
73061,,,7,,Actor/Quest/WQ73061,,,173061,10083,,,,
73062,,,7,,Actor/Quest/WQ73062,,,173062,,,,,
73063,,,7,,Actor/Quest/WQ73063,,,173063,10083,,,,
73064,,,7,,Actor/Quest/WQ73064,,,,,,,,
73065,,,7,,Actor/Quest/WQ73065,,,,,,,,
73066,,,7,,Actor/Quest/WQ73066,,,173066,10083,,,,
73067,,,7,,Actor/Quest/WQ73067,,,173067,,,,,
73068,,,7,,Actor/Quest/WQ73068,,,,,,,,
73069,,,7,1,Actor/Quest/WQ73069,,,173069,10076,,,,
73070,,,7,1,Actor/Quest/WQ73070,,,173070,10076,,,,
73071,,,7,,Actor/Quest/WQ73071,,,173071,,,,,
73072,,,7,,Actor/Quest/WQ73072,,,210008,,,,,
73073,,,7,,Actor/Quest/WQ73073,,,173073,10070,,,,
73074,,,7,1,Actor/Quest/WQ73074,,,173074,10076,,,,
73075,,,7,,Actor/Quest/WQ73075,,,173075,,,,,
73076,,,7,,Actor/Quest/WQ73076,,,173076,,,,,
73077,,,7,,Actor/Quest/WQ73077,,,173077,,,,,
73078,,,7,,Actor/Quest/WQ73078,,,210005,,,,,
73079,,,7,,Actor/Quest/WQ73079,,,210008,,,,,
73080,,,7,,Actor/Quest/WQ73080,,,173080,,,,,
73081,,73081,7,1,Actor/Quest/WQ73081,,,,10076,,,,
73082,,,7,,Actor/Quest/WQ73082,,,210005,,,,,
73083,,,7,,Actor/Quest/WQ73083,,,173083,10107,,,,
73084,,,7,,Actor/Quest/WQ73084,,,173084,,,,,
73085,,,7,,Actor/Quest/WQ73085,,,,,,,,
73086,,,7,,Actor/Quest/WQ73086,,,,,,,,
73087,,,7,,Actor/Quest/WQ73087,,,,,,,,
73088,,,7,,Actor/Quest/WQ73088,,,173088,,,,,
73089,,,7,,Actor/Quest/WQ73089,,,,,,,,
73090,,,7,,Actor/Quest/WQ73090,,,,,,,,
73091,,,7,,Actor/Quest/WQ73091,,,,,,,,
73092,,,7,,Actor/Quest/WQ73092,,,,,,,,
73093,,,7,,Actor/Quest/WQ73093,,,,,,,,
73094,,,7,,Actor/Quest/WQ73094,,,,,,,,
73095,,,7,,Actor/Quest/WQ73095,,,,,,,,
73096,,,7,,Actor/Quest/WQ73096,,,,,,,,
73097,,,7,,Actor/Quest/WQ73097,,,,,,,,
73098,,,7,,Actor/Quest/WQ73098,,,,,,,,
73099,,73100,7,,Actor/Quest/WQ73099,,,,,,,,
73100,,73100,7,,Actor/Quest/WQ73100,,,,,,,,
73101,,,7,,Actor/Quest/WQ73101,,,,,,,,
73102,,,7,,Actor/Quest/WQ73102,,,,,,,,
73104,,,7,1,Actor/Quest/WQ73104,,,173104,,,,,
73105,,,7,1,Actor/Quest/WQ73105,,,173105,,,,,
73106,,,7,,Actor/Quest/WQ73106,,,,,,,,
73107,,,7,,Actor/Quest/WQ73107,,,,,,,,
73108,,,7,1,Actor/Quest/WQ73108,,,,,,,,
73109,,,7,1,Actor/Quest/WQ73109,,,173109,,,,,
73110,,,7,,Actor/Quest/WQ73110,,,173110,10107,,,,
73111,,,7,,Actor/Quest/WQ73111,,,,,,,,
73112,,,7,,Actor/Quest/WQ73112,,,,,,,,
73113,,,7,,Actor/Quest/WQ73113,,,,,,,,
73114,,,7,,Actor/Quest/WQ73114,,,,,,,,
73115,,,7,,Actor/Quest/WQ73115,,,,,,,,
73116,,,7,,Actor/Quest/WQ73116,,,,,,,,
73117,,,7,,Actor/Quest/WQ73117,,,,,,,,
73118,,,7,,Actor/Quest/WQ73118,,,210006,,,,,
73119,,,7,,Actor/Quest/WQ73119,,,210007,,,,,
73120,,,7,,Actor/Quest/WQ73120,,,,,,,,
73121,,,7,,Actor/Quest/WQ73121,,,210005,,,,,
73122,,,7,,Actor/Quest/WQ73122,,,210006,,,,,
73123,,,7,,Actor/Quest/WQ73123,,,210007,,,,,
73124,,,7,,Actor/Quest/WQ73124,,,210005,,,,,
73125,,,7,,Actor/Quest/WQ73125,,,210006,,,,,
73126,,,7,,Actor/Quest/WQ73126,,,210007,,,,,
73127,,,7,,Actor/Quest/WQ73127,,,210005,,,,,
73128,,,7,,Actor/Quest/WQ73128,,,210006,,,,,
73129,,,7,,Actor/Quest/WQ73129,,,210007,,,,,
73130,,,7,,Actor/Quest/WQ73130,,,210004,,,,,
73131,,,7,,Actor/Quest/WQ73131,,,210004,,,,,
73132,,,7,,Actor/Quest/WQ73132,,,210009,,,,,
73133,,,7,,Actor/Quest/WQ73133,,,210010,,,,,
73134,,,7,,Actor/Quest/WQ73134,,,210011,,,,,
73135,,,7,,Actor/Quest/WQ73135,,,210012,,,,,
73136,,,7,,Actor/Quest/WQ73136,,,210013,,,,,
73137,,,7,,Actor/Quest/WQ73137,,,210008,,,,,
73138,,,7,,Actor/Quest/WQ73138,,,210009,,,,,
73139,,,7,,Actor/Quest/WQ73139,,,210010,,,,,
73140,,,7,,Actor/Quest/WQ73140,,,210011,,,,,
73141,,,7,,Actor/Quest/WQ73141,,,210012,,,,,
73142,,,7,,Actor/Quest/WQ73142,,,210013,,,,,
73143,,,7,,Actor/Quest/WQ73143,,,210003,,,,,
73144,,,7,,Actor/Quest/WQ73144,,,210003,,,,,
73145,,,7,,Actor/Quest/WQ73145,,,,,,,,
73146,,,7,,Actor/Quest/WQ73146,,,,,,,,
73147,,,7,,Actor/Quest/WQ73147,,,,,,,,
73148,,,7,,Actor/Quest/WQ73148,,,,,,,,
73149,,,7,,Actor/Quest/WQ73149,,,,,,,,
73150,,,7,,Actor/Quest/WQ73150,,,,,,,,
73151,,,7,,Actor/Quest/WQ73151,,,,,,,,
73152,,,7,,Actor/Quest/WQ73152,,,,,,,,
73153,,,7,,Actor/Quest/WQ73153,,,,,,,,
73154,,,7,,Actor/Quest/WQ73154,,,,,,,,
73155,,,7,,Actor/Quest/WQ73155,,,,,,,,
73156,,,7,,Actor/Quest/WQ73156,,,,,,,,
73157,,,7,,Actor/Quest/WQ73157,,,,,,,,
73158,,,7,,Actor/Quest/WQ73158,,,,,,,,
73159,,,7,,Actor/Quest/WQ73159,,,210006,,,,,
73160,,,7,,Actor/Quest/WQ73160,,,210007,,,,,
73161,,,7,,Actor/Quest/WQ73161,,,210005,,,,,
73162,,,7,,Actor/Quest/WQ73162,,,210006,,,,,
73163,,,7,,Actor/Quest/WQ73163,,,210007,,,,,
73164,,,7,,Actor/Quest/WQ73164,,,210005,,,,,
73165,,,7,,Actor/Quest/WQ73165,,,210006,,,,,
73166,,,7,,Actor/Quest/WQ73166,,,210007,,,,,
73167,,,7,,Actor/Quest/WQ73167,,,210005,,,,,
73168,,,7,,Actor/Quest/WQ73168,,,210006,,,,,
73169,,,7,,Actor/Quest/WQ73169,,,210007,,,,,
73170,,,7,,Actor/Quest/WQ73170,,,210004,,,,,
73171,,,7,,Actor/Quest/WQ73171,,,210004,,,,,
73172,,,7,,Actor/Quest/WQ73172,,,210009,,,,,
73173,,,7,,Actor/Quest/WQ73173,,,210010,,,,,
73174,,,7,,Actor/Quest/WQ73174,,,210011,,,,,
73175,,,7,,Actor/Quest/WQ73175,,,210012,,,,,
73176,,,7,,Actor/Quest/WQ73176,,,210013,,,,,
73177,,,7,,Actor/Quest/WQ73177,,,210008,,,,,
73178,,,7,,Actor/Quest/WQ73178,,,210009,,,,,
73179,,,7,,Actor/Quest/WQ73179,,,210010,,,,,
73180,,,7,,Actor/Quest/WQ73180,,,210011,,,,,
73181,,,7,,Actor/Quest/WQ73181,,,210012,,,,,
73182,,,7,,Actor/Quest/WQ73182,,,210013,,,,,
73183,,,7,,Actor/Quest/WQ73183,,,210003,,,,,
73184,,,7,,Actor/Quest/WQ73184,,,210003,,,,,
73185,,,7,,Actor/Quest/WQ73185,,,173185,,,,,
73188,,,7,,Actor/Quest/WQ73188,,,,,,,,
73189,,,7,,Actor/Quest/WQ73189,,,173189,10107,,,,
73190,,,7,,Actor/Quest/WQ73190,,,173190,10107,,,,
73191,,,7,,Actor/Quest/WQ73191,,,173191,10107,,,,
73192,,,7,,Actor/Quest/WQ73192,,,173192,,,,,
73193,,73193,7,,Actor/Quest/WQ73193,,,173193,,,,,
73194,,,7,1,Actor/Quest/WQ73194,,1,,,,,,
73195,,,7,1,Actor/Quest/WQ73195,,1,,,,,,
73196,,,7,1,Actor/Quest/WQ73196,,1,,,,,,
73197,,,7,1,Actor/Quest/WQ73197,,1,,,,,,
73198,,,7,1,Actor/Quest/WQ73198,,1,,,,,,
73199,,,7,1,Actor/Quest/WQ73199,,1,,,,,,
73200,,,7,1,Actor/Quest/WQ73200,,1,,,,,,
73201,,,7,1,Actor/Quest/WQ73201,,1,,,,,,
73202,,,7,1,Actor/Quest/WQ73202,,1,,,,,,
73203,,73193,7,,Actor/Quest/WQ73203,,,173203,,,,,
73204,,73193,7,,Actor/Quest/WQ73204,,,173204,,,,,
73205,,73193,7,,Actor/Quest/WQ73205,,,173205,,,,,
73206,,73193,7,,Actor/Quest/WQ73206,,,173206,,,,,
73207,,73193,7,,Actor/Quest/WQ73207,,,173207,,,,,
73208,,,7,,Actor/Quest/WQ73208,,,,,,,,
73209,,73193,7,,Actor/Quest/WQ73209,,,173209,,,,,
73210,,,7,,Actor/Quest/WQ73210,,,,,,,,
73211,,,7,,Actor/Quest/WQ73211,,,,,,,,
73213,,,7,,Actor/Quest/WQ73213,,,,,,,,
73214,,,7,,Actor/Quest/WQ73214,,,173214,,,,,
73215,,,7,,Actor/Quest/WQ73215,,,,,,,,
73216,,,7,,Actor/Quest/WQ73216,,,,,,,,
73217,,,7,1,Actor/Quest/WQ73217,,1,,,,,,
73218,,,7,1,Actor/Quest/WQ73218,,1,,,,,,
73221,,,7,,Actor/Quest/WQ73221,,,,,,,,
73222,,,7,,Actor/Quest/WQ73222,,,,,,,,
73223,,73223,7,,Actor/Quest/WQ73223,,,,,,,,
73224,,73223,7,,Actor/Quest/WQ73224,,,173224,,,,,
73226,,,7,,Actor/Quest/WQ73226,,,,,,,,
73227,,,7,,Actor/Quest/WQ73227,,,,,,,,
73228,,,7,,Actor/Quest/WQ73228,,,,,,,,
73229,,,7,,Actor/Quest/WQ73229,,,173229,,,,,
73230,,,7,,Actor/Quest/WQ73230,,,,,,,,
73233,,,7,,Actor/Quest/WQ73233,,,173233,,,,,
73234,,,7,,Actor/Quest/WQ73234,,,,,,,,
73236,,,7,,Actor/Quest/WQ73236,,,,,,,,
73237,,,7,,Actor/Quest/WQ73237,,,173237,,,,,
73239,,,7,,Actor/Quest/WQ73239,,,173239,10076,,,,
73240,,,7,,Actor/Quest/WQ73240,,,,,,,,
73241,,,7,,Actor/Quest/WQ73241,,,,,,,,
73242,,,7,,Actor/Quest/WQ73242,,,,,,,,
73243,,,7,1,Actor/Quest/WQ73243,,1,,,,,,
73245,,,7,,Actor/Quest/WQ73245,,,,,,,,
73246,,,7,,Actor/Quest/WQ73246,,,,,,,,
73247,,,7,,Actor/Quest/WQ73247,,,,,,,,
73248,,,7,,Actor/Quest/WQ73248,,,,,,,,
73249,,,7,,Actor/Quest/WQ73249,,,,,,,,
73250,,,7,,Actor/Quest/WQ73250,,,,,,,,
73258,,,7,,Actor/Quest/WQ73258,,,,,,,,
73259,,,7,,Actor/Quest/WQ73259,,,,,,,,
73260,,,7,,Actor/Quest/WQ73260,,,,,,,,
73261,,,7,,Actor/Quest/WQ73261,,,,,,,,
73262,,,7,,Actor/Quest/WQ73262,,,,,,,,
73263,,73081,7,1,Actor/Quest/WQ73263,,,173263,,,,,
73265,,,7,,Actor/Quest/WQ73265,,,173265,,,,,
73267,,,7,1,Actor/Quest/WQ73267,,,173267,,,,,
73268,,,7,,Actor/Quest/WQ73268,,,,,,,,
73269,,,7,,Actor/Quest/WQ73269,,,,,,,,
73270,,,7,,Actor/Quest/WQ73270,,,,,,,,
73271,,73223,7,,Actor/Quest/WQ73271,,,,,,,,
73272,,73223,7,,Actor/Quest/WQ73272,,,173272,,,,,
73273,,73223,7,,Actor/Quest/WQ73273,,,,,,,,
73274,,73223,7,,Actor/Quest/WQ73274,,,173274,,,,,
73275,,73223,7,,Actor/Quest/WQ73275,,,173275,,,,,
73276,,,7,,Actor/Quest/WQ73276,,,,,,,,
73277,,,7,,Actor/Quest/WQ73277,,,,,,,,
73278,,,7,,Actor/Quest/WQ73278,,,173278,,,,,
73280,,,7,,Actor/Quest/WQ73280,,,,,,,,
73283,,,7,,Actor/Quest/WQ73283,,,,,,,,
73284,,,7,,Actor/Quest/WQ73284,,,,,,,,
73286,,,7,,Actor/Quest/WQ73286,,,,,,,,
73288,,,7,,Actor/Quest/WQ73288,,,,,,,,
73290,,73193,7,,Actor/Quest/WQ73290,,,,,,,,
73291,,,7,,Actor/Quest/WQ73291,,,,,,,,
73292,,,7,,Actor/Quest/WQ73292,,,,,,,,
73293,,,7,,Actor/Quest/WQ73293,,,,,,,,
73299,,,7,,Actor/Quest/WQ73299,,,,,,,,
73300,,,7,,Actor/Quest/WQ73300,,,,,,,,
73301,,73223,7,,Actor/Quest/WQ73301,,,,,,,,
73302,,73223,7,,Actor/Quest/WQ73302,,,,,,,,
73303,,73223,7,,Actor/Quest/WQ73303,,,,,,,,
73304,,,7,,Actor/Quest/WQ73304,,,,,,,,
73306,,,7,,Actor/Quest/WQ73306,,,,,,,,
73500,4017,,7,1,Actor/Quest/WQ73500,,,173500,,,2015,3000,
73501,4017,,7,1,Actor/Quest/WQ73501,,,173501,,,2015,3000,
73502,,,7,,Actor/Quest/WQ73502,,,173502,,,,,
73503,,,7,,Actor/Quest/WQ73503,,,173503,,,,,
73504,4017,,7,,,,,173504,,,2015,3000,
73505,4017,,7,,Actor/Quest/WQ73505,,,,,,2015,3000,
73650,,,7,1,Actor/Quest/WQ73650,,,173650,,,5090,3002,
73651,,5087,7,1,Actor/Quest/WQ73651,,,173651,,,5087,3001,
73652,,5087,7,,Actor/Quest/WQ73652,,,173652,,,5087,3001,
73653,,,7,1,Actor/Quest/WQ73653,,,,,,,,
73654,,,7,1,Actor/Quest/WQ73654,,,,,,,,
73655,,,7,1,Actor/Quest/WQ73655,,,,,,,,
73656,,,7,1,Actor/Quest/WQ73656,,,,,,,,
73657,,,7,1,Actor/Quest/WQ73657,,,,,,,,
73658,,,7,1,Actor/Quest/WQ73658,,,,,,,,
73659,,,7,1,Actor/Quest/WQ73659,,,,,,,,
73660,,,7,1,Actor/Quest/WQ73660,,,,,,,,
73661,,,7,1,Actor/Quest/WQ73661,,,,,,,,
73662,,,7,1,Actor/Quest/WQ73662,,,,,,,,
73663,,,7,1,Actor/Quest/WQ73663,,,,,,,,
73664,,,7,1,Actor/Quest/WQ73664,,,,,,,,
73665,,,7,1,Actor/Quest/WQ73665,,,,,,,,
73666,,,7,1,Actor/Quest/WQ73666,,,,,,,,
73667,,,7,1,Actor/Quest/WQ73667,,,,,,,,
73668,,,7,1,Actor/Quest/WQ73668,,,,,,,,
73669,,,7,1,Actor/Quest/WQ73669,,,,,,,,
73670,,,7,1,Actor/Quest/WQ73670,,,,,,,,
73671,,,7,1,Actor/Quest/WQ73671,,,,,,,,
73672,,,7,1,Actor/Quest/WQ73672,,,,,,,,
73673,,,7,1,Actor/Quest/WQ73673,,,173673,,,,,
73674,,,7,1,Actor/Quest/WQ73674,,,173674,,,5091,3003,
73675,,,7,1,Actor/Quest/WQ73675,,,173675,,,5096,3102,
73676,,,7,1,Actor/Quest/WQ73676,,,173676,,,5096,3102,
73677,,,7,1,Actor/Quest/WQ73677,,,173677,,,2016,3103,
73678,,,7,1,Actor/Quest/WQ73678,,,173678,,,2016,3103,
73679,,,7,1,Actor/Quest/WQ73679,,,173679,,,2016,3103,
73680,,,7,,Actor/Quest/WQ73680,,,173680,,,2016,3103,
73681,,,7,,Actor/Quest/WQ73681,,,173681,,,2016,3103,
73682,,,7,,Actor/Quest/WQ73682,,,173682,,,2016,3103,
73683,,,7,1,,,,,,,,,
73685,,,7,1,,,,,,,5096,3102,
73800,,,7,,Actor/Quest/WQ73800,,,173800,,,,,
73801,,,7,,Actor/Quest/WQ73801,,,173801,,,,,
73802,,,7,,Actor/Quest/WQ73802,,,173802,,,,,
73803,,,7,1,Actor/Quest/WQ73803,,,173803,,,,,
73804,,,7,,Actor/Quest/WQ73804,,,,,,,,
73805,,,7,,Actor/Quest/WQ73805,,,173805,,,,,
73900,,,7,1,,,,554043,,,,,
73901,,,7,1,,,,554044,,,,,
73902,,,7,1,,,,554045,,,,,
73903,,,7,1,,,,554046,,,,,
73904,,,7,1,,,,554047,,,,,
73905,,,7,1,,,,554029,,,,,
73906,,,7,1,,,,554030,,,,,
73907,,,7,1,,,,554031,,,,,
73908,,,7,1,,,,554032,,,,,
73909,,,7,1,,,,554033,,,,,
73910,,,7,1,,,,554034,,,,,
73911,,,7,1,,,,554035,,,,,
73912,,,7,1,,,,554036,,,,,
73913,,,7,1,,,,554037,,,,,
73914,,,7,1,,,,554038,,,,,
73915,,,7,1,,,,554039,,,,,
73916,,,7,1,,,,554040,,,,,
73917,,,7,1,,,,554041,,,,,
73918,,,7,1,,,,554042,,,,,
73919,,,7,1,,,,554001,,,,,
73920,,,7,1,,,,554002,,,,,
73921,,,7,1,,,,554003,,,,,
73922,,,7,1,,,,554004,,,,,
73923,,,7,1,,,,554005,,,,,
73924,,,7,1,,,,554006,,,,,
73925,,,7,1,,,,554007,,,,,
73926,,,7,1,,,,554008,,,,,
73927,,,7,1,,,,554009,,,,,
73928,,,7,1,,,,554010,,,,,
73929,,,7,1,,,,554011,,,,,
73930,,,7,1,,,,554012,,,,,
73931,,,7,1,,,,554013,,,,,
73932,,,7,1,,,,554014,,,,,
73933,,,7,1,,,,554015,,,,,
73934,,,7,1,,,,554016,,,,,
73935,,,7,1,,,,554017,,,,,
73936,,,7,1,,,,554018,,,,,
73937,,,7,1,,,,554019,,,,,
73938,,,7,1,,,,554020,,,,,
73939,,,7,1,,,,554021,,,,,
73940,,,7,1,,,,554022,,,,,
73941,,,7,1,,,,554023,,,,,
73942,,,7,1,,,,554024,,,,,
73943,,,7,1,,,,554025,,,,,
73944,,,7,1,,,,554026,,,,,
73945,,,7,1,,,,554027,,,,,
73946,,,7,1,,,,554028,,,,,
73947,,,7,1,,,,554048,,,,,
73948,,,7,1,,,,554049,,,,,
73949,,,7,1,,,,554050,,,,,
73950,,,7,1,,,,554051,,,,,
73951,,,7,1,,,,554052,,,,,
73952,,,7,1,,,,554053,,,,,
73953,,,7,1,,,,554054,,,,,
73954,,,7,1,,,,554055,,,,,
73955,,,7,1,,,,554056,,,,,
73956,,,7,1,,,,554057,,,,,
73957,,,7,1,,,,554058,,,,,
73958,,,7,1,,,,554059,,,,,
73959,,,7,1,,,,554060,,,,,
73960,,,7,1,,,,554061,,,,,
73961,,,7,1,,,,554062,,,,,
73962,,,7,1,,,,554063,,,,,
73963,,,7,1,,,,554064,,,,,
73964,,,7,1,,,,554065,,,,,
73965,,,7,1,,,,554066,,,,,
73966,,,7,1,,,,554073,,,,,
73967,,,7,1,,,,554074,,,,,
73968,,,7,1,,,,554067,,,,,
73969,,,7,1,,,,554068,,,,,
73972,,,7,1,,,,554069,,,,,
73973,,,7,1,,,,554070,,,,,
73974,,,7,1,,,,554071,,,,,
73975,,,7,1,,,,554072,,,,,
79000,,,7,,Actor/Quest/WQ79000,,,179000,,,,1602,
79001,,,7,,Actor/Quest/WQ79001,,,179001,,,,1602,
79002,,,7,,Actor/Quest/WQ79002,,,179002,,,,1602,
79003,,,7,,Actor/Quest/WQ79003,,,179003,,,,1602,
79004,,,7,1,Actor/Quest/WQ79004,,,179004,,,,1602,
79005,,,7,1,Actor/Quest/WQ79005,,,179005,,,,1602,
79006,,,7,1,Actor/Quest/WQ79006,,,,,,,1602,
79007,,,7,1,Actor/Quest/WQ79007,,,,,,,1603,
79008,,,7,1,Actor/Quest/WQ79008,,,179008,,,,1602,
79009,,,7,,Actor/Quest/WQ79009,,,,,,,1602,
79010,,,7,,Actor/Quest/WQ79010,,,,,,,1602,
