ID,类型,重量,排序权重,物件ID,可丢弃,使用等级,全局产出上限,数值用类型,圣遗物类别,阶数,主属性库ID,追加属性库ID,追加属性初始条数,套装ID,属性加成等级,基础转化经验,强化等级上限,摧毁规则,摧毁返还道具,摧毁返还数量,是否初始锁定
23306,3,1,10,70600041,1,,,圣遗物,3,1,4000,982,1,,,420,1,,,,0
23307,3,1,10,70600041,1,,,圣遗物,3,1,4000,981,1,,,420,1,,,,0
23308,3,1,10,70600041,1,,,圣遗物,3,1,4000,980,1,,,420,1,,,,0
23309,3,1,10,70600041,1,,,圣遗物,2,1,4000,979,1,,,420,1,,,,0
23310,3,1,10,70600041,1,,,圣遗物,2,1,4000,978,1,,,420,1,,,,0
23311,3,1,10,70600041,1,,,圣遗物,2,1,4000,977,1,,,420,1,,,,0
23312,3,1,10,70600041,1,,,圣遗物,2,1,4000,976,1,,,420,1,,,,0
23313,3,1,10,70600041,1,,,圣遗物,2,1,4000,975,1,,,420,1,,,,0
23314,3,1,10,70600041,1,,,圣遗物,2,1,4000,974,1,,,420,1,,,,0
23315,3,1,10,70600041,1,,,圣遗物,2,1,4000,973,1,,,420,1,,,,0
23316,3,1,10,70600041,1,,,圣遗物,2,1,4000,972,1,,,420,1,,,,0
23317,3,1,10,70600041,1,,,圣遗物,3,1,4000,971,1,,,420,1,,,,0
23318,3,1,10,70600041,1,,,圣遗物,4,1,4000,970,1,,,420,1,,,,0
23331,3,1,10,70600041,1,,,圣遗物,3,1,4000,969,1,,,420,1,,,,0
23332,3,1,10,70600041,1,,,圣遗物,4,1,4000,968,1,,,420,1,,,,0
23335,3,1,10,70600041,1,,,圣遗物,4,1,4000,994,1,,,420,1,,,,0
23336,3,1,10,70600041,1,,,圣遗物,2,1,4000,993,1,,,420,1,,,,0
23337,3,1,10,70600041,1,,,圣遗物,5,1,4000,992,1,,,420,1,,,,0
23338,3,1,10,70600041,1,,,圣遗物,1,1,4000,991,1,,,420,1,,,,0
23339,3,1,10,70600041,1,,,圣遗物,3,1,4000,990,1,,,420,1,,,,0
23340,3,1,10,70600041,1,,,圣遗物,3,1,4000,989,1,,,420,1,,,,0
23341,3,1,10,70600045,1,,,圣遗物,4,5,5089,964,4,15008,5#9#13#17#21,3780,21,0,,,0
23342,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15008,5#9#13#17#21,3780,21,0,,,0
23343,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15008,5#9#13#17#21,3780,21,0,,,0
23344,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15008,5#9#13#17#21,3780,21,0,,,0
23345,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15008,5#9#13#17#21,3780,21,0,,,0
23346,3,1,10,70600044,1,,,圣遗物,4,4,5089,964,4,15008,5#9#13#17#21,2520,17,0,,,0
23347,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15008,5#9#13#17#21,2520,17,0,,,0
23348,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,15008,5#9#13#17#21,3780,21,0,,,0
23349,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15008,5#9#13#17#21,2520,17,0,,,0
23350,3,1,10,70600045,1,,,圣遗物,3,5,1097,963,4,15008,5#9#13#17#21,3780,21,0,,,0
23351,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,15007,5#9#13#17#21,3780,21,0,,,0
23352,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15007,5#9#13#17#21,3780,21,0,,,0
23353,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15007,5#9#13#17#21,3780,21,0,,,0
23354,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15007,5#9#13#17#21,3780,21,0,,,0
23355,3,1,10,70600045,1,,,圣遗物,3,5,1096,963,4,15007,5#9#13#17#21,3780,21,0,,,0
23356,3,1,10,70600045,1,,,圣遗物,4,5,5098,964,4,15007,5#9#13#17#21,3780,21,0,,,0
23357,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15007,5#9#13#17#21,2520,17,0,,,0
23358,3,1,10,70600045,1,,,圣遗物,5,5,3098,965,4,15007,5#9#13#17#21,3780,21,0,,,0
23359,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15007,5#9#13#17#21,2520,17,0,,,0
23360,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15007,5#9#13#17#21,3780,21,0,,,0
23361,3,1,10,70600045,1,,,圣遗物,4,5,5096,964,4,15006,5#9#13#17#21,3780,21,0,,,0
23362,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15006,5#9#13#17#21,3780,21,0,,,0
23363,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15006,5#9#13#17#21,3780,21,0,,,0
23364,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15006,5#9#13#17#21,3780,21,0,,,0
23365,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15006,5#9#13#17#21,3780,21,0,,,0
23366,3,1,10,70600044,1,,,圣遗物,4,4,5096,964,4,15006,5#9#13#17#21,2520,17,0,,,0
23367,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15006,5#9#13#17#21,2520,17,0,,,0
23368,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,15006,5#9#13#17#21,3780,21,0,,,0
23369,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15006,5#9#13#17#21,2520,17,0,,,0
23370,3,1,10,70600045,1,,,圣遗物,3,5,1098,963,4,15006,5#9#13#17#21,3780,21,0,,,0
23371,3,1,10,70600045,1,,,圣遗物,4,5,5095,964,4,15005,5#9#13#17#21,3780,21,0,,,0
23372,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15005,5#9#13#17#21,3780,21,0,,,0
23373,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15005,5#9#13#17#21,3780,21,0,,,0
23374,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15005,5#9#13#17#21,3780,21,0,,,0
23375,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15005,5#9#13#17#21,3780,21,0,,,0
23376,3,1,10,70600044,1,,,圣遗物,4,4,5095,964,4,15005,5#9#13#17#21,2520,17,0,,,0
23377,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15005,5#9#13#17#21,2520,17,0,,,0
23378,3,1,10,70600044,1,,,圣遗物,5,4,3096,965,4,15005,5#9#13#17#21,2520,17,0,,,0
23379,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15005,5#9#13#17#21,2520,17,0,,,0
23380,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,15005,5#9#13#17#21,2520,17,0,,,0
23381,3,1,10,70600045,1,,,圣遗物,4,5,5094,964,4,15004,5#9#13#17#21,3780,21,0,,,0
23382,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15004,5#9#13#17#21,3780,21,0,,,0
23383,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15004,5#9#13#17#21,3780,21,0,,,0
23384,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15004,5#9#13#17#21,3780,21,0,,,0
23385,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15004,5#9#13#17#21,3780,21,0,,,0
23386,3,1,10,70600044,1,,,圣遗物,4,4,5094,964,4,15004,5#9#13#17#21,2520,17,0,,,0
23387,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15004,5#9#13#17#21,2520,17,0,,,0
23388,3,1,10,70600044,1,,,圣遗物,5,4,3096,965,4,15004,5#9#13#17#21,2520,17,0,,,0
23389,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15004,5#9#13#17#21,2520,17,0,,,0
23390,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,15004,5#9#13#17#21,2520,17,0,,,0
23391,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,15003,5#9#13#17#21,3780,21,0,,,0
23392,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15003,5#9#13#17#21,3780,21,0,,,0
23393,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15003,5#9#13#17#21,3780,21,0,,,0
23394,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15003,5#9#13#17#21,3780,21,0,,,0
23395,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15003,5#9#13#17#21,3780,21,0,,,0
23396,3,1,10,70600045,1,,,圣遗物,4,5,5090,964,4,15003,5#9#13#17#21,3780,21,0,,,0
23397,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15003,5#9#13#17#21,2520,17,0,,,0
23398,3,1,10,70600044,1,,,圣遗物,5,4,3096,965,4,15003,5#9#13#17#21,2520,17,0,,,0
23399,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15003,5#9#13#17#21,2520,17,0,,,0
23400,3,1,10,70600045,1,,,圣遗物,3,5,1095,963,4,15003,5#9#13#17#21,3780,21,0,,,0
23401,3,1,10,70600045,1,,,圣遗物,4,5,5092,964,4,15002,5#9#13#17#21,3780,21,0,,,0
23402,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15002,5#9#13#17#21,3780,21,0,,,0
23403,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15002,5#9#13#17#21,3780,21,0,,,0
23404,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15002,5#9#13#17#21,3780,21,0,,,0
23405,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15002,5#9#13#17#21,3780,21,0,,,0
23406,3,1,10,70600045,1,,,圣遗物,4,5,5088,964,4,15002,5#9#13#17#21,3780,21,0,,,0
23407,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15002,5#9#13#17#21,2520,17,0,,,0
23408,3,1,10,70600045,1,,,圣遗物,5,5,3093,965,4,15002,5#9#13#17#21,3780,21,0,,,0
23409,3,1,10,70600045,1,,,圣遗物,3,5,1095,963,4,15002,5#9#13#17#21,3780,21,0,,,0
23410,3,1,10,70600045,1,,,圣遗物,3,5,1096,963,4,15002,5#9#13#17#21,3780,21,0,,,0
23411,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,15001,5#9#13#17#21,3780,21,0,,,0
23412,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15001,5#9#13#17#21,3780,21,0,,,0
23413,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15001,5#9#13#17#21,3780,21,0,,,0
23414,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15001,5#9#13#17#21,3780,21,0,,,0
23415,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15001,5#9#13#17#21,3780,21,0,,,0
23416,3,1,10,70600045,1,,,圣遗物,4,5,5089,964,4,15001,5#9#13#17#21,3780,21,0,,,0
23417,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15001,5#9#13#17#21,2520,17,0,,,0
23418,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,15001,5#9#13#17#21,3780,21,0,,,0
23419,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15001,5#9#13#17#21,2520,17,0,,,0
23420,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,15001,5#9#13#17#21,2520,17,0,,,0
23421,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,14004,5#9#13#17#21,3780,21,0,,,0
23422,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,14004,5#9#13#17#21,3780,21,0,,,0
23423,3,1,10,70600045,1,,,圣遗物,5,5,3094,965,4,14004,5#9#13#17#21,3780,21,0,,,0
23424,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,14004,5#9#13#17#21,3780,21,0,,,0
23425,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,14004,5#9#13#17#21,3780,21,0,,,0
23426,3,1,10,70600045,1,,,圣遗物,4,5,5098,964,4,14004,5#9#13#17#21,3780,21,0,,,0
23427,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,14004,5#9#13#17#21,2520,17,0,,,0
23428,3,1,10,70600044,1,,,圣遗物,5,4,3094,965,4,14004,5#9#13#17#21,2520,17,0,,,0
23429,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,14004,5#9#13#17#21,2520,17,0,,,0
23430,3,1,10,70600045,1,,,圣遗物,3,5,1098,963,4,14004,5#9#13#17#21,3780,21,0,,,0
23431,3,1,10,70600045,1,,,圣遗物,4,5,5096,964,4,14003,5#9#13#17#21,3780,21,0,,,0
23432,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,14003,5#9#13#17#21,3780,21,0,,,0
23433,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,14003,5#9#13#17#21,3780,21,0,,,0
23434,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,14003,5#9#13#17#21,3780,21,0,,,0
23435,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,14003,5#9#13#17#21,3780,21,0,,,0
23436,3,1,10,70600044,1,,,圣遗物,4,4,5096,964,4,14003,5#9#13#17#21,2520,17,0,,,0
23437,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,14003,5#9#13#17#21,2520,17,0,,,0
23438,3,1,10,70600044,1,,,圣遗物,5,4,3096,965,4,14003,5#9#13#17#21,2520,17,0,,,0
23439,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,14003,5#9#13#17#21,2520,17,0,,,0
23440,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,14003,5#9#13#17#21,2520,17,0,,,0
23441,3,1,10,70600045,1,,,圣遗物,4,5,5095,964,4,14002,5#9#13#17#21,3780,21,0,,,0
23442,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,14002,5#9#13#17#21,3780,21,0,,,0
23443,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,14002,5#9#13#17#21,3780,21,0,,,0
23444,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,14002,5#9#13#17#21,3780,21,0,,,0
23445,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,14002,5#9#13#17#21,3780,21,0,,,0
23446,3,1,10,70600044,1,,,圣遗物,4,4,5095,964,4,14002,5#9#13#17#21,2520,17,0,,,0
23447,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,14002,5#9#13#17#21,2520,17,0,,,0
23448,3,1,10,70600044,1,,,圣遗物,5,4,3096,965,4,14002,5#9#13#17#21,2520,17,0,,,0
23449,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,14002,5#9#13#17#21,2520,17,0,,,0
23450,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,14002,5#9#13#17#21,2520,17,0,,,0
23451,3,1,10,70600045,1,,,圣遗物,4,5,5094,964,4,14001,5#9#13#17#21,3780,21,0,,,0
23452,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,14001,5#9#13#17#21,3780,21,0,,,0
23453,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,14001,5#9#13#17#21,3780,21,0,,,0
23454,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,14001,5#9#13#17#21,3780,21,0,,,0
23455,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,14001,5#9#13#17#21,3780,21,0,,,0
23456,3,1,10,70600044,1,,,圣遗物,4,4,5094,964,4,14001,5#9#13#17#21,2520,17,0,,,0
23457,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,14001,5#9#13#17#21,2520,17,0,,,0
23458,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,14001,5#9#13#17#21,3780,21,0,,,0
23459,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,14001,5#9#13#17#21,2520,17,0,,,0
23460,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,14001,5#9#13#17#21,2520,17,0,,,0
23461,3,1,10,70600045,1,,,圣遗物,4,5,5098,964,4,14004,5#9#13#17#21,3780,21,0,,,0
23462,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,14004,5#9#13#17#21,3780,21,0,,,0
23463,3,1,10,70600045,1,,,圣遗物,5,5,3094,965,4,14004,5#9#13#17#21,3780,21,0,,,0
23464,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,14004,5#9#13#17#21,3780,21,0,,,0
23465,3,1,10,70600045,1,,,圣遗物,3,5,1098,963,4,14004,5#9#13#17#21,3780,21,0,,,0
23466,3,1,10,70600044,1,,,圣遗物,4,4,5098,964,4,14004,5#9#13#17#21,2520,17,0,,,0
23467,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,14004,5#9#13#17#21,2520,17,0,,,0
23468,3,1,10,70600044,1,,,圣遗物,5,4,3094,965,4,14004,5#9#13#17#21,2520,17,0,,,0
23469,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,14004,5#9#13#17#21,2520,17,0,,,0
23470,3,1,10,70600044,1,,,圣遗物,3,4,1098,963,4,14004,5#9#13#17#21,2520,17,0,,,0
23471,3,1,10,70600045,1,,,圣遗物,4,5,5097,964,4,14004,5#9#13#17#21,3780,21,0,,,0
23472,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,14004,5#9#13#17#21,3780,21,0,,,0
23473,3,1,10,70600045,1,,,圣遗物,5,5,3094,965,4,14004,5#9#13#17#21,3780,21,0,,,0
23474,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,14004,5#9#13#17#21,3780,21,0,,,0
23475,3,1,10,70600045,1,,,圣遗物,3,5,1097,963,4,14004,5#9#13#17#21,3780,21,0,,,0
23476,3,1,10,70600044,1,,,圣遗物,4,4,5097,964,4,14004,5#9#13#17#21,2520,17,0,,,0
23477,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,14004,5#9#13#17#21,2520,17,0,,,0
23478,3,1,10,70600044,1,,,圣遗物,5,4,3094,965,4,14004,5#9#13#17#21,2520,17,0,,,0
23479,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,14004,5#9#13#17#21,2520,17,0,,,0
23480,3,1,10,70600044,1,,,圣遗物,3,4,1097,963,4,14004,5#9#13#17#21,2520,17,0,,,0
23481,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,10003,5#9#13#17#21,3780,21,0,,,0
23482,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,10003,5#9#13#17#21,3780,21,0,,,0
23483,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,10003,5#9#13#17#21,3780,21,0,,,0
23484,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,10003,5#9#13#17#21,3780,21,0,,,0
23485,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,10003,5#9#13#17#21,3780,21,0,,,0
23486,3,1,10,70600044,1,,,圣遗物,4,4,5099,941,4,10003,5#9#13#17#21,2520,17,0,,,0
23487,3,1,10,70600044,1,,,圣遗物,2,4,2000,942,4,10003,5#9#13#17#21,2520,17,0,,,0
23488,3,1,10,70600044,1,,,圣遗物,5,4,3096,946,4,10003,5#9#13#17#21,2520,17,0,,,0
23489,3,1,10,70600044,1,,,圣遗物,1,4,4000,943,4,10003,5#9#13#17#21,2520,17,0,,,0
23490,3,1,10,70600044,1,,,圣遗物,3,4,1099,946,4,10003,5#9#13#17#21,2520,17,0,,,0
23491,3,1,10,70600045,1,,,圣遗物,4,5,5091,964,4,15014,5#9#13#17#21,3780,21,0,,,0
23492,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15014,5#9#13#17#21,3780,21,0,,,0
23493,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15014,5#9#13#17#21,3780,21,0,,,0
23494,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15014,5#9#13#17#21,3780,21,0,,,0
23495,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15014,5#9#13#17#21,3780,21,0,,,0
23496,3,1,10,70600044,1,,,圣遗物,4,4,5091,964,4,15014,5#9#13#17#21,2520,17,0,,,0
23497,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15014,5#9#13#17#21,2520,17,0,,,0
23498,3,1,10,70600044,1,,,圣遗物,5,4,3096,965,4,15014,5#9#13#17#21,2520,17,0,,,0
23499,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15014,5#9#13#17#21,2520,17,0,,,0
23500,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,15014,5#9#13#17#21,2520,17,0,,,0
23501,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,15015,5#9#13#17#21,3780,21,0,,,0
23502,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15015,5#9#13#17#21,3780,21,0,,,0
23503,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15015,5#9#13#17#21,3780,21,0,,,0
23504,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15015,5#9#13#17#21,3780,21,0,,,0
23505,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15015,5#9#13#17#21,3780,21,0,,,0
23506,3,1,10,70600045,1,,,圣遗物,4,5,5091,964,4,15015,5#9#13#17#21,3780,21,0,,,0
23507,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15015,5#9#13#17#21,2520,17,0,,,0
23508,3,1,10,70600044,1,,,圣遗物,5,4,3096,965,4,15015,5#9#13#17#21,2520,17,0,,,0
23509,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15015,5#9#13#17#21,2520,17,0,,,0
23510,3,1,10,70600045,1,,,圣遗物,3,5,1097,963,4,15015,5#9#13#17#21,3780,21,0,,,0
23511,3,1,10,70600045,1,,,圣遗物,4,5,5088,964,4,10007,5#9#13#17#21,3780,21,0,,,0
23512,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,10007,5#9#13#17#21,3780,21,0,,,0
23513,3,1,10,70600045,1,,,圣遗物,5,5,3093,965,4,10007,5#9#13#17#21,3780,21,0,,,0
23514,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,10007,5#9#13#17#21,3780,21,0,,,0
23515,3,1,10,70600045,1,,,圣遗物,3,5,1095,963,4,10007,5#9#13#17#21,3780,21,0,,,0
23516,3,1,10,70600044,1,,,圣遗物,4,4,5088,941,4,10007,5#9#13#17#21,2520,17,0,,,0
23517,3,1,10,70600044,1,,,圣遗物,2,4,2000,942,4,10007,5#9#13#17#21,2520,17,0,,,0
23518,3,1,10,70600044,1,,,圣遗物,5,4,3093,946,4,10007,5#9#13#17#21,2520,17,0,,,0
23519,3,1,10,70600044,1,,,圣遗物,1,4,4000,943,4,10007,5#9#13#17#21,2520,17,0,,,0
23520,3,1,10,70600044,1,,,圣遗物,3,4,1095,946,4,10007,5#9#13#17#21,2520,17,0,,,0
23521,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,10005,5#9#13#17#21,3780,21,0,,,0
23522,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,10005,5#9#13#17#21,3780,21,0,,,0
23523,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,10005,5#9#13#17#21,3780,21,0,,,0
23524,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,10005,5#9#13#17#21,3780,21,0,,,0
23525,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,10005,5#9#13#17#21,3780,21,0,,,0
23526,3,1,10,70600044,1,,,圣遗物,4,4,5099,941,4,10005,5#9#13#17#21,2520,17,0,,,0
23527,3,1,10,70600044,1,,,圣遗物,2,4,2000,942,4,10005,5#9#13#17#21,2520,17,0,,,0
23528,3,1,10,70600044,1,,,圣遗物,5,4,3095,946,4,10005,5#9#13#17#21,2520,17,0,,,0
23529,3,1,10,70600044,1,,,圣遗物,1,4,4000,943,4,10005,5#9#13#17#21,2520,17,0,,,0
23530,3,1,10,70600044,1,,,圣遗物,3,4,1099,946,4,10005,5#9#13#17#21,2520,17,0,,,0
23531,3,1,10,70600045,1,,,圣遗物,4,5,5093,964,4,15016,5#9#13#17#21,3780,21,0,,,0
23532,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15016,5#9#13#17#21,3780,21,0,,,0
23533,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15016,5#9#13#17#21,3780,21,0,,,0
23534,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15016,5#9#13#17#21,3780,21,0,,,0
23535,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15016,5#9#13#17#21,3780,21,0,,,0
23536,3,1,10,70600044,1,,,圣遗物,4,4,5093,964,4,15016,5#9#13#17#21,2520,17,0,,,0
23537,3,1,10,70600045,1,,,圣遗物,5,5,3094,965,4,15016,5#9#13#17#21,3780,21,0,,,0
23538,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,15016,5#9#13#17#21,3780,21,0,,,0
23539,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15016,5#9#13#17#21,2520,17,0,,,0
23540,3,1,10,70600045,1,,,圣遗物,3,5,1098,963,4,15016,5#9#13#17#21,3780,21,0,,,0
23541,3,1,10,70600045,1,,,圣遗物,4,5,5098,964,4,15017,5#9#13#17#21,3780,21,0,,,0
23542,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15017,5#9#13#17#21,3780,21,0,,,0
23543,3,1,10,70600045,1,,,圣遗物,5,5,3098,965,4,15017,5#9#13#17#21,3780,21,0,,,0
23544,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15017,5#9#13#17#21,3780,21,0,,,0
23545,3,1,10,70600045,1,,,圣遗物,3,5,1096,963,4,15017,5#9#13#17#21,3780,21,0,,,0
23546,3,1,10,70600045,1,,,圣遗物,4,5,5091,964,4,15017,5#9#13#17#21,3780,21,0,,,0
23547,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15017,5#9#13#17#21,2520,17,0,,,0
23548,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15017,5#9#13#17#21,3780,21,0,,,0
23549,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15017,5#9#13#17#21,2520,17,0,,,0
23550,3,1,10,70600045,1,,,圣遗物,3,5,1098,963,4,15017,5#9#13#17#21,3780,21,0,,,0
23551,3,1,10,70600045,1,,,圣遗物,4,5,5089,964,4,15018,5#9#13#17#21,3780,21,0,,,0
23552,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15018,5#9#13#17#21,3780,21,0,,,0
23553,3,1,10,70600045,1,,,圣遗物,5,5,3096,965,4,15018,5#9#13#17#21,3780,21,0,,,0
23554,3,1,10,70600045,1,,,圣遗物,1,5,4000,962,4,15018,5#9#13#17#21,3780,21,0,,,0
23555,3,1,10,70600045,1,,,圣遗物,3,5,1099,963,4,15018,5#9#13#17#21,3780,21,0,,,0
23556,3,1,10,70600044,1,,,圣遗物,4,4,5089,964,4,15018,5#9#13#17#21,2520,17,0,,,0
23557,3,1,10,70600044,1,,,圣遗物,2,4,2000,961,4,15018,5#9#13#17#21,2520,17,0,,,0
23558,3,1,10,70600045,1,,,圣遗物,5,5,3095,965,4,15018,5#9#13#17#21,3780,21,0,,,0
23559,3,1,10,70600044,1,,,圣遗物,1,4,4000,962,4,15018,5#9#13#17#21,2520,17,0,,,0
23560,3,1,10,70600044,1,,,圣遗物,3,4,1099,963,4,15018,5#9#13#17#21,2520,17,0,,,0
23561,3,1,10,70600045,1,,,圣遗物,4,5,5099,964,4,15019,5#9#13#17#21,3780,21,0,,,0
23562,3,1,10,70600045,1,,,圣遗物,2,5,2000,961,4,15019,5#9#13#17#21,3780,21,0,,,0
