掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
541618			0	0	528068	1	1000	528018	1	1000	520918	1	1000	520968	1	1000																																																																0					
541619			0	0	528069	1	1000	528019	1	1000	520919	1	1000	520969	1	1000																																																																0					
541620			0	0	528070	1	1000	528020	1	1000																																																																						0					
541621			0	0	528071	1	1000	528021	1	1000																																																																						0					
541622			0	0	528072	1	1000	528022	1	1000																																																																						0					
541623			0	0	528073	1	1000	528023	1	1000																																																																						0					
541624			0	0	528074	1	1000	528024	1	1000																																																																						0					
541650			0	0	520100	1	1000																																																																									0					
541651			0	0	520101	1	1000																																																																									0					
541652			0	0	520102	1	1000																																																																									0					
541653			0	0	520103	1	1000																																																																									0					
541654			0	0	520104	1	1000																																																																									0					
541655			0	0	520105	1	1000																																																																									0					
541656			0	0	520106	1	1000																																																																									0					
541657			0	0	520107	1	1000																																																																									0					
541658			0	0	520108	1	1000																																																																									0					
541659			0	0	520109	1	1000																																																																									0					
541660			0	0	520610	1	1000	520660	1	1000	520710	1	1000	520110	1	1000																																																																0					
541661			0	0	520611	1	1000	520661	1	1000	520711	1	1000	520111	1	1000																																																																0					
541662			0	0	520612	1	1000	520662	1	1000	520712	1	1000	520112	1	1000																																																																0					
541663			0	0	520613	1	1000	520663	1	1000	520713	1	1000	520113	1	1000																																																																0					
541664			0	0	520614	1	1000	520664	1	1000	520714	1	1000	520114	1	1000																																																																0					
541665			0	0	520615	1	1000	520665	1	1000	520715	1	1000																																																																			0					
541666			0	0	520616	1	1000	520666	1	1000	520716	1	1000																																																																			0					
541667			0	0	520617	1	1000	520667	1	1000	520717	1	1000																																																																			0					
541668			0	0	520618	1	1000	520668	1	1000	520718	1	1000																																																																			0					
541669			0	0	520619	1	1000	520669	1	1000	520719	1	1000																																																																			0					
541670			0	0																																																																												0					
541671			0	0																																																																												0					
541672			0	0																																																																												0					
541673			0	0																																																																												0					
541674			0	0																																																																												0					
541700			0	0	520050	1	1000	520100	1	1000																																																																						0					
541701			0	0	520051	1	1000	520101	1	1000																																																																						0					
541702			0	0	520052	1	1000	520102	1	1000																																																																						0					
541703			0	0	520053	1	1000	520103	1	1000																																																																						0					
541704			0	0	520054	1	1000	520104	1	1000																																																																						0					
541705			0	0	520055	1	1000	520105	1	1000																																																																						0					
541706			0	0	520056	1	1000	520106	1	1000																																																																						0					
541707			0	0	520057	1	1000	520107	1	1000																																																																						0					
541708			0	0	520058	1	1000	520108	1	1000																																																																						0					
541709			0	0	520059	1	1000	520109	1	1000																																																																						0					
541710			0	0	520610	1	1000	520710	1	1000	520060	1	1000	520110	1	1000																																																																0					
541711			0	0	520611	1	1000	520711	1	1000	520061	1	1000	520111	1	1000																																																																0					
541712			0	0	520612	1	1000	520712	1	1000	520062	1	1000	520112	1	1000																																																																0					
541713			0	0	520613	1	1000	520713	1	1000	520063	1	1000	520113	1	1000																																																																0					
541714			0	0	520614	1	1000	520714	1	1000	520064	1	1000	520114	1	1000																																																																0					
541715			0	0	520615	1	1000	520715	1	1000																																																																						0					
541716			0	0	520616	1	1000	520716	1	1000																																																																						0					
541717			0	0	520617	1	1000	520717	1	1000																																																																						0					
541718			0	0	520618	1	1000	520718	1	1000																																																																						0					
541719			0	0	520619	1	1000	520719	1	1000																																																																						0					
541720			0	0																																																																												0					
541721			0	0																																																																												0					
541722			0	0																																																																												0					
541723			0	0																																																																												0					
541724			0	0																																																																												0					
542000			0	0																																																																												0					
542001			0	0																																																																												0					
542002			0	0																																																																												0					
542003			0	0																																																																												0					
542004			0	0																																																																												0					
542005			0	0																																																																												0					
542006			0	0																																																																												0					
542007			0	0																																																																												0					
542008			0	0																																																																												0					
542009			0	0																																																																												0					
542010			0	0	520510	1	1000	520560	1	1000																																																																						0					
542011			0	0	520511	1	1000	520561	1	1000																																																																						0					
542012			0	0	520512	1	1000	520562	1	1000																																																																						0					
542013			0	0	520513	1	1000	520563	1	1000																																																																						0					
542014			0	0	520514	1	1000	520564	1	1000																																																																						0					
542015			0	0	528365	1	1000	528415	1	1000	520515	1	1000	520565	1	1000																																																																0					
542016			0	0	528366	1	1000	528416	1	1000	520516	1	1000	520566	1	1000																																																																0					
542017			0	0	528367	1	1000	528417	1	1000	520517	1	1000	520567	1	1000																																																																0					
542018			0	0	528368	1	1000	528418	1	1000	520518	1	1000	520568	1	1000																																																																0					
542019			0	0	528369	1	1000	528419	1	1000	520519	1	1000	520569	1	1000																																																																0					
542020			0	0	528370	1	1000	528420	1	1000																																																																						0					
542021			0	0	528371	1	1000	528421	1	1000																																																																						0					
542022			0	0	528372	1	1000	528422	1	1000																																																																						0					
542023			0	0	528373	1	1000	528423	1	1000																																																																						0					
542024			0	0	528374	1	1000	528424	1	1000																																																																						0					
542050			0	0																																																																												0					
542051			0	0																																																																												0					
542052			0	0																																																																												0					
542053			0	0																																																																												0					
542054			0	0																																																																												0					
542055			0	0																																																																												0					
542056			0	0																																																																												0					
542057			0	0																																																																												0					
542058			0	0																																																																												0					
542059			0	0																																																																												0					
542060			0	0	520760	1	1000	520810	1	1000																																																																						0					
542061			0	0	520761	1	1000	520811	1	1000																																																																						0					
542062			0	0	520762	1	1000	520812	1	1000																																																																						0					
542063			0	0	520763	1	1000	520813	1	1000																																																																						0					
542064			0	0	520764	1	1000	520814	1	1000																																																																						0					
542065			0	0	528465	1	1000	528515	1	1000	520765	1	1000	520815	1	1000																																																																0					
542066			0	0	528466	1	1000	528516	1	1000	520766	1	1000	520816	1	1000																																																																0					
542067			0	0	528467	1	1000	528517	1	1000	520767	1	1000	520817	1	1000																																																																0					
542068			0	0	528468	1	1000	528518	1	1000	520768	1	1000	520818	1	1000																																																																0					
542069			0	0	528469	1	1000	528519	1	1000	520769	1	1000	520819	1	1000																																																																0					
542070			0	0	528470	1	1000	528520	1	1000																																																																						0					
542071			0	0	528471	1	1000	528521	1	1000																																																																						0					
542072			0	0	528472	1	1000	528522	1	1000																																																																						0					
542073			0	0	528473	1	1000	528523	1	1000																																																																						0					
542074			0	0	528474	1	1000	528524	1	1000																																																																						0					
542100			0	0																																																																												0					
542101			0	0																																																																												0					
542102			0	0																																																																												0					
542103			0	0																																																																												0					
542104			0	0																																																																												0					
542105			0	0																																																																												0					
542106			0	0																																																																												0					
542107			0	0																																																																												0					
542108			0	0																																																																												0					
542109			0	0																																																																												0					
542110			0	0	520860	1	1000	520910	1	1000																																																																						0					
542111			0	0	520861	1	1000	520911	1	1000																																																																						0					
542112			0	0	520862	1	1000	520912	1	1000																																																																						0					
542113			0	0	520863	1	1000	520913	1	1000																																																																						0					
542114			0	0	520864	1	1000	520914	1	1000																																																																						0					
542115			0	0	528565	1	1000	528615	1	1000	520865	1	1000	520915	1	1000																																																																0					
542116			0	0	528566	1	1000	528616	1	1000	520866	1	1000	520916	1	1000																																																																0					
542117			0	0	528567	1	1000	528617	1	1000	520867	1	1000	520917	1	1000																																																																0					
542118			0	0	528568	1	1000	528618	1	1000	520868	1	1000	520918	1	1000																																																																0					
542119			0	0	528569	1	1000	528619	1	1000	520869	1	1000	520919	1	1000																																																																0					
542120			0	0	528570	1	1000	528620	1	1000																																																																						0					
542121			0	0	528571	1	1000	528621	1	1000																																																																						0					
542122			0	0	528572	1	1000	528622	1	1000																																																																						0					
542123			0	0	528573	1	1000	528623	1	1000																																																																						0					
542124			0	0	528574	1	1000	528624	1	1000																																																																						0					
542150			0	0	520100	1	1000																																																																									0					
542151			0	0	520101	1	1000																																																																									0					
542152			0	0	520102	1	1000																																																																									0					
542153			0	0	520103	1	1000																																																																									0					
542154			0	0	520104	1	1000																																																																									0					
542155			0	0	520105	1	1000																																																																									0					
542156			0	0	520106	1	1000																																																																									0					
542157			0	0	520107	1	1000																																																																									0					
542158			0	0	520108	1	1000																																																																									0					
542159			0	0	520109	1	1000																																																																									0					
542160			0	0	520610	1	1000	520660	1	1000	520710	1	1000	520110	1	1000																																																																0					
542161			0	0	520611	1	1000	520661	1	1000	520711	1	1000	520111	1	1000																																																																0					
542162			0	0	520612	1	1000	520662	1	1000	520712	1	1000	520112	1	1000																																																																0					
542163			0	0	520613	1	1000	520663	1	1000	520713	1	1000	520113	1	1000																																																																0					
542164			0	0	520614	1	1000	520664	1	1000	520714	1	1000	520114	1	1000																																																																0					
542165			0	0	520615	1	1000	520665	1	1000	520715	1	1000																																																																			0					
542166			0	0	520616	1	1000	520666	1	1000	520716	1	1000																																																																			0					
542167			0	0	520617	1	1000	520667	1	1000	520717	1	1000																																																																			0					
542168			0	0	520618	1	1000	520668	1	1000	520718	1	1000																																																																			0					
542169			0	0	520619	1	1000	520669	1	1000	520719	1	1000																																																																			0					
542170			0	0																																																																												0					
542171			0	0																																																																												0					
542172			0	0																																																																												0					
542173			0	0																																																																												0					
542174			0	0																																																																												0					
542200			0	0	520050	1	1000	520100	1	1000																																																																						0					
542201			0	0	520051	1	1000	520101	1	1000																																																																						0					
542202			0	0	520052	1	1000	520102	1	1000																																																																						0					
542203			0	0	520053	1	1000	520103	1	1000																																																																						0					
542204			0	0	520054	1	1000	520104	1	1000																																																																						0					
542205			0	0	520055	1	1000	520105	1	1000																																																																						0					
542206			0	0	520056	1	1000	520106	1	1000																																																																						0					
542207			0	0	520057	1	1000	520107	1	1000																																																																						0					
542208			0	0	520058	1	1000	520108	1	1000																																																																						0					
542209			0	0	520059	1	1000	520109	1	1000																																																																						0					
542210			0	0	520610	1	1000	520710	1	1000	520060	1	1000	520110	1	1000																																																																0					
542211			0	0	520611	1	1000	520711	1	1000	520061	1	1000	520111	1	1000																																																																0					
542212			0	0	520612	1	1000	520712	1	1000	520062	1	1000	520112	1	1000																																																																0					
542213			0	0	520613	1	1000	520713	1	1000	520063	1	1000	520113	1	1000																																																																0					
542214			0	0	520614	1	1000	520714	1	1000	520064	1	1000	520114	1	1000																																																																0					
542215			0	0	520615	1	1000	520715	1	1000																																																																						0					
542216			0	0	520616	1	1000	520716	1	1000																																																																						0					
542217			0	0	520617	1	1000	520717	1	1000																																																																						0					
542218			0	0	520618	1	1000	520718	1	1000																																																																						0					
542219			0	0	520619	1	1000	520719	1	1000																																																																						0					
542220			0	0																																																																												0					
542221			0	0																																																																												0					
542222			0	0																																																																												0					
542223			0	0																																																																												0					
542224			0	0																																																																												0					
542250			0	0																																																																												0					
542251			0	0																																																																												0					
542252			0	0																																																																												0					
542253			0	0																																																																												0					
542254			0	0																																																																												0					
542255			0	0																																																																												0					
542256			0	0																																																																												0					
542257			0	0																																																																												0					
542258			0	0																																																																												0					
542259			0	0																																																																												0					
542260			0	0	520610	1	1000	520660	1	1000	520710	1	1000																																																																			0					
542261			0	0	520611	1	1000	520661	1	1000	520711	1	1000																																																																			0					
542262			0	0	520612	1	1000	520662	1	1000	520712	1	1000																																																																			0					
542263			0	0	520613	1	1000	520663	1	1000	520713	1	1000																																																																			0					
542264			0	0	520614	1	1000	520664	1	1000	520714	1	1000																																																																			0					
542265			0	0	528565	1	1000	528615	1	1000	520615	1	1000	520665	1	1000	520715	1	1000																																																													0					
542266			0	0	528566	1	1000	528616	1	1000	520616	1	1000	520666	1	1000	520716	1	1000																																																													0					
542267			0	0	528567	1	1000	528617	1	1000	520617	1	1000	520667	1	1000	520717	1	1000																																																													0					
542268			0	0	528568	1	1000	528618	1	1000	520618	1	1000	520668	1	1000	520718	1	1000																																																													0					
542269			0	0	528569	1	1000	528619	1	1000	520619	1	1000	520669	1	1000	520719	1	1000																																																													0					
542270			0	0	528570	1	1000	528620	1	1000																																																																						0					
542271			0	0	528571	1	1000	528621	1	1000																																																																						0					
542272			0	0	528572	1	1000	528622	1	1000																																																																						0					
542273			0	0	528573	1	1000	528623	1	1000																																																																						0					
542274			0	0	528574	1	1000	528624	1	1000																																																																						0					
542500			0	0																																																																												0					
542501			0	0																																																																												0					
542502			0	0																																																																												0					
542503			0	0																																																																												0					
542504			0	0																																																																												0					
542505			0	0																																																																												0					
542506			0	0																																																																												0					
542507			0	0																																																																												0					
542508			0	0																																																																												0					
542509			0	0																																																																												0					
542510			0	0	520560	1	1000	520910	1	1000																																																																						0					
542511			0	0	520561	1	1000	520911	1	1000																																																																						0					
542512			0	0	520562	1	1000	520912	1	1000																																																																						0					
542513			0	0	520563	1	1000	520913	1	1000																																																																						0					
542514			0	0	520564	1	1000	520914	1	1000																																																																						0					
542515			0	0	528665	1	1000	528715	1	1000	520565	1	1000	520915	1	1000																																																																0					
542516			0	0	528666	1	1000	528716	1	1000	520566	1	1000	520916	1	1000																																																																0					
542517			0	0	528667	1	1000	528717	1	1000	520567	1	1000	520917	1	1000																																																																0					
542518			0	0	528668	1	1000	528718	1	1000	520568	1	1000	520918	1	1000																																																																0					
542519			0	0	528669	1	1000	528719	1	1000	520569	1	1000	520919	1	1000																																																																0					
542520			0	0	528670	1	1000	528720	1	1000																																																																						0					
542521			0	0	528671	1	1000	528721	1	1000																																																																						0					
542522			0	0	528672	1	1000	528722	1	1000																																																																						0					
542523			0	0	528673	1	1000	528723	1	1000																																																																						0					
542524			0	0	528674	1	1000	528724	1	1000																																																																						0					
542550			0	0																																																																												0					
542551			0	0																																																																												0					
542552			0	0																																																																												0					
542553			0	0																																																																												0					
542554			0	0																																																																												0					
542555			0	0																																																																												0					
542556			0	0																																																																												0					
542557			0	0																																																																												0					
542558			0	0																																																																												0					
542559			0	0																																																																												0					
542560			0	0	520510	1	1000	520810	1	1000																																																																						0					
542561			0	0	520511	1	1000	520811	1	1000																																																																						0					
542562			0	0	520512	1	1000	520812	1	1000																																																																						0					
542563			0	0	520513	1	1000	520813	1	1000																																																																						0					
542564			0	0	520514	1	1000	520814	1	1000																																																																						0					
542565			0	0	528465	1	1000	528515	1	1000	520515	1	1000	520815	1	1000																																																																0					
542566			0	0	528466	1	1000	528516	1	1000	520516	1	1000	520816	1	1000																																																																0					
542567			0	0	528467	1	1000	528517	1	1000	520517	1	1000	520817	1	1000																																																																0					
542568			0	0	528468	1	1000	528518	1	1000	520518	1	1000	520818	1	1000																																																																0					
542569			0	0	528469	1	1000	528519	1	1000	520519	1	1000	520819	1	1000																																																																0					
542570			0	0	528470	1	1000	528520	1	1000																																																																						0					
542571			0	0	528471	1	1000	528521	1	1000																																																																						0					
542572			0	0	528472	1	1000	528522	1	1000																																																																						0					
542573			0	0	528473	1	1000	528523	1	1000																																																																						0					
542574			0	0	528474	1	1000	528524	1	1000																																																																						0					
542600			0	0																																																																												0					
542601			0	0																																																																												0					
542602			0	0																																																																												0					
542603			0	0																																																																												0					
542604			0	0																																																																												0					
542605			0	0																																																																												0					
542606			0	0																																																																												0					
542607			0	0																																																																												0					
542608			0	0																																																																												0					
542609			0	0																																																																												0					
542610			0	0	520860	1	1000	520960	1	1000																																																																						0					
542611			0	0	520861	1	1000	520961	1	1000																																																																						0					
542612			0	0	520862	1	1000	520962	1	1000																																																																						0					
542613			0	0	520863	1	1000	520963	1	1000																																																																						0					
542614			0	0	520864	1	1000	520964	1	1000																																																																						0					
542615			0	0	528365	1	1000	528415	1	1000	520865	1	1000	520965	1	1000																																																																0					
542616			0	0	528366	1	1000	528416	1	1000	520866	1	1000	520966	1	1000																																																																0					
542617			0	0	528367	1	1000	528417	1	1000	520867	1	1000	520967	1	1000																																																																0					
542618			0	0	528368	1	1000	528418	1	1000	520868	1	1000	520968	1	1000																																																																0					
542619			0	0	528369	1	1000	528419	1	1000	520869	1	1000	520969	1	1000																																																																0					
542620			0	0	528370	1	1000	528420	1	1000																																																																						0					
542621			0	0	528371	1	1000	528421	1	1000																																																																						0					
542622			0	0	528372	1	1000	528422	1	1000																																																																						0					
542623			0	0	528373	1	1000	528423	1	1000																																																																						0					
542624			0	0	528374	1	1000	528424	1	1000																																																																						0					
542650			0	0	520100	1	1000																																																																									0					
542651			0	0	520101	1	1000																																																																									0					
542652			0	0	520102	1	1000																																																																									0					
542653			0	0	520103	1	1000																																																																									0					
542654			0	0	520104	1	1000																																																																									0					
542655			0	0	520105	1	1000																																																																									0					
542656			0	0	520106	1	1000																																																																									0					
542657			0	0	520107	1	1000																																																																									0					
542658			0	0	520108	1	1000																																																																									0					
542659			0	0	520109	1	1000																																																																									0					
542660			0	0	520610	1	1000	520660	1	1000	520710	1	1000	520110	1	1000																																																																0					
542661			0	0	520611	1	1000	520661	1	1000	520711	1	1000	520111	1	1000																																																																0					
542662			0	0	520612	1	1000	520662	1	1000	520712	1	1000	520112	1	1000																																																																0					
542663			0	0	520613	1	1000	520663	1	1000	520713	1	1000	520113	1	1000																																																																0					
542664			0	0	520614	1	1000	520664	1	1000	520714	1	1000	520114	1	1000																																																																0					
542665			0	0	520615	1	1000	520665	1	1000	520715	1	1000																																																																			0					
542666			0	0	520616	1	1000	520666	1	1000	520716	1	1000																																																																			0					
542667			0	0	520617	1	1000	520667	1	1000	520717	1	1000																																																																			0					
542668			0	0	520618	1	1000	520668	1	1000	520718	1	1000																																																																			0					
542669			0	0	520619	1	1000	520669	1	1000	520719	1	1000																																																																			0					
542670			0	0																																																																												0					
542671			0	0																																																																												0					
542672			0	0																																																																												0					
542673			0	0																																																																												0					
542674			0	0																																																																												0					
542700			0	0	520000	1	1000	520050	1	1000																																																																						0					
542701			0	0	520001	1	1000	520051	1	1000																																																																						0					
542702			0	0	520002	1	1000	520052	1	1000																																																																						0					
542703			0	0	520003	1	1000	520053	1	1000																																																																						0					
542704			0	0	520004	1	1000	520054	1	1000																																																																						0					
542705			0	0	520005	1	1000	520055	1	1000																																																																						0					
542706			0	0	520006	1	1000	520056	1	1000																																																																						0					
542707			0	0	520007	1	1000	520057	1	1000																																																																						0					
542708			0	0	520008	1	1000	520058	1	1000																																																																						0					
542709			0	0	520009	1	1000	520059	1	1000																																																																						0					
542710			0	0	520660	1	1000	520710	1	1000	520010	1	1000	520060	1	1000																																																																0					
542711			0	0	520661	1	1000	520711	1	1000	520011	1	1000	520061	1	1000																																																																0					
542712			0	0	520662	1	1000	520712	1	1000	520012	1	1000	520062	1	1000																																																																0					
542713			0	0	520663	1	1000	520713	1	1000	520013	1	1000	520063	1	1000																																																																0					
542714			0	0	520664	1	1000	520714	1	1000	520014	1	1000	520064	1	1000																																																																0					
542715			0	0	520665	1	1000	520715	1	1000																																																																						0					
542716			0	0	520666	1	1000	520716	1	1000																																																																						0					
542717			0	0	520667	1	1000	520717	1	1000																																																																						0					
542718			0	0	520668	1	1000	520718	1	1000																																																																						0					
542719			0	0	520669	1	1000	520719	1	1000																																																																						0					
542720			0	0																																																																												0					
542721			0	0																																																																												0					
542722			0	0																																																																												0					
542723			0	0																																																																												0					
542724			0	0																																																																												0					
542750			0	0																																																																												0					
542751			0	0																																																																												0					
542752			0	0																																																																												0					
542753			0	0																																																																												0					
542754			0	0																																																																												0					
542755			0	0																																																																												0					
542756			0	0																																																																												0					
542757			0	0																																																																												0					
542758			0	0																																																																												0					
542759			0	0																																																																												0					
542760			0	0	520610	1	1000	520660	1	1000	520710	1	1000																																																																			0					
542761			0	0	520611	1	1000	520661	1	1000	520711	1	1000																																																																			0					
542762			0	0	520612	1	1000	520662	1	1000	520712	1	1000																																																																			0					
542763			0	0	520613	1	1000	520663	1	1000	520713	1	1000																																																																			0					
542764			0	0	520614	1	1000	520664	1	1000	520714	1	1000																																																																			0					
542765			0	0	528665	1	1000	528715	1	1000	520615	1	1000	520665	1	1000	520715	1	1000																																																													0					
542766			0	0	528666	1	1000	528716	1	1000	520616	1	1000	520666	1	1000	520716	1	1000																																																													0					
542767			0	0	528667	1	1000	528717	1	1000	520617	1	1000	520667	1	1000	520717	1	1000																																																													0					
542768			0	0	528668	1	1000	528718	1	1000	520618	1	1000	520668	1	1000	520718	1	1000																																																													0					
542769			0	0	528669	1	1000	528719	1	1000	520619	1	1000	520669	1	1000	520719	1	1000																																																													0					
542770			0	0	528670	1	1000	528720	1	1000																																																																						0					
542771			0	0	528671	1	1000	528721	1	1000																																																																						0					
542772			0	0	528672	1	1000	528722	1	1000																																																																						0					
542773			0	0	528673	1	1000	528723	1	1000																																																																						0					
542774			0	0	528674	1	1000	528724	1	1000																																																																						0					
542800			0	0																																																																												0					
542801			0	0																																																																												0					
542802			0	0																																																																												0					
542803			0	0																																																																												0					
542804			0	0																																																																												0					
542805			0	0																																																																												0					
542806			0	0																																																																												0					
542807			0	0																																																																												0					
542808			0	0																																																																												0					
542809			0	0																																																																												0					
542810			0	0	520610	1	1000	520660	1	1000	520710	1	1000																																																																			0					
542811			0	0	520611	1	1000	520661	1	1000	520711	1	1000																																																																			0					
542812			0	0	520612	1	1000	520662	1	1000	520712	1	1000																																																																			0					
542813			0	0	520613	1	1000	520663	1	1000	520713	1	1000																																																																			0					
542814			0	0	520614	1	1000	520664	1	1000	520714	1	1000																																																																			0					
542815			0	0	528365	1	1000	528415	1	1000	520615	1	1000	520665	1	1000	520715	1	1000																																																													0					
542816			0	0	528366	1	1000	528416	1	1000	520616	1	1000	520666	1	1000	520716	1	1000																																																													0					
542817			0	0	528367	1	1000	528417	1	1000	520617	1	1000	520667	1	1000	520717	1	1000																																																													0					
542818			0	0	528368	1	1000	528418	1	1000	520618	1	1000	520668	1	1000	520718	1	1000																																																													0					
542819			0	0	528369	1	1000	528419	1	1000	520619	1	1000	520669	1	1000	520719	1	1000																																																													0					
542820			0	0	528370	1	1000	528420	1	1000																																																																						0					
542821			0	0	528371	1	1000	528421	1	1000																																																																						0					
542822			0	0	528372	1	1000	528422	1	1000																																																																						0					
542823			0	0	528373	1	1000	528423	1	1000																																																																						0					
542824			0	0	528374	1	1000	528424	1	1000																																																																						0					
542850			0	0																																																																												0					
542851			0	0																																																																												0					
542852			0	0																																																																												0					
542853			0	0																																																																												0					
542854			0	0																																																																												0					
542855			0	0																																																																												0					
542856			0	0																																																																												0					
542857			0	0																																																																												0					
542858			0	0																																																																												0					
542859			0	0																																																																												0					
542860			0	0	520610	1	1000	520660	1	1000	520710	1	1000																																																																			0					
542861			0	0	520611	1	1000	520661	1	1000	520711	1	1000																																																																			0					
