ID,JSON天气区域ID,最大高度,描述,GadgetID,默认是否开启,TemplateName,Priority,区域环境配置,DefaultWeather,是否固定使用DefaultWeather,场景ID
3318,3318,,稻妻-鹤观-劫难日二级天气-祭祀,,0,Weather_Dq_HeGuan_Doom_Cloudy,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,2,0,3
3319,3319,195,稻妻-鹤观-地下区域下层,,0,Weather_Dq_HeGuan_General,550,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Relic,2,0,3
3419,3319,,稻妻-鹤观-地下区域上层-劫难-无雷,,0,Weather_Dq_HeGuan_Foggy,550,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,6,0,3
3320,3320,275,稻妻-鹤观-祭场天气-下层,,1,Weather_Dq_HeGuan_General,90,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy_Jitan,2,0,3
3420,3320,,稻妻-鹤观-祭场天气,,1,Weather_Dq_HeGuan_Foggy,90,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy,6,0,3
3321,3321,,稻妻-鹤观-boss放晴后常驻天气,,0,Weather_Dq_HeGuan_General,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_General_Boss,2,0,3
3322,3322,250,稻妻-鹤观-雷灵山天气外环下层,,0,Weather_Dq_HeGuan_General,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_General_Nest,2,0,3
3422,3322,,稻妻-鹤观-雷灵山天气外环上层-放晴,,0,Weather_Dq_HeGuan_General,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_General,2,0,3
3323,3323,210,稻妻-鹤观-居民区下层,,1,Weather_Dq_HeGuan_General,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy_Qiantan,2,0,3
3423,3323,,稻妻-鹤观-居民区上层,,1,Weather_Dq_HeGuan_Foggy,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy,2,0,3
3324,3324,280,稻妻-鹤观-雷灵山天气内环下层,,1,Weather_Dq_HeGuan_General,150,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Nest ,2,0,3
3424,3324,,稻妻-鹤观-雷灵山天气内环上层-二级雾,,1,Weather_Dq_HeGuan_Foggy,150,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy,6,0,3
3325,3325,250,稻妻-鹤观-雷灵山天气外环下层,,1,Weather_Dq_HeGuan_General,150,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Nest ,2,0,3
3425,3325,,稻妻-鹤观-雷灵山天气外环上层-二级雾,,1,Weather_Dq_HeGuan_Foggy,150,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_FoggyHeavy,6,0,3
3326,3326,280,稻妻-鹤观-雷灵山天气内环下层,,0,Weather_Dq_HeGuan_General,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Nest ,2,0,3
3426,3326,,稻妻-鹤观-雷灵山天气内环上层-劫难二,,0,Weather_Dq_HeGuan_Doom_Cloudy,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,2,0,3
3327,3327,250,稻妻-鹤观-雷灵山天气外环下层,,0,Weather_Dq_HeGuan_General,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Nest ,2,0,3
3427,3327,,稻妻-鹤观-雷灵山天气外环上层-劫难二,,0,Weather_Dq_HeGuan_Doom_Cloudy,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,2,0,3
3328,3328,,稻妻-鹤观-劫难日二级天气-无雷-羽毛AB,,0,Weather_Dq_HeGuan_Foggy,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,6,0,3
3329,3329,,稻妻-鹤观-劫难日三级天气-无雷-羽毛C,,0,Weather_Dq_HeGuan_Foggy,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavyest,6,0,3
3330,3330,280,稻妻-鹤观-雷灵山天气内环下层,,0,Weather_Dq_HeGuan_General,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Nest ,2,0,3
3430,3330,,稻妻-鹤观-雷灵山天气内环上层-劫难二-无雷,,0,Weather_Dq_HeGuan_Foggy,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,6,0,3
3331,3331,250,稻妻-鹤观-雷灵山天气外环下层,,0,Weather_Dq_HeGuan_General,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Foggy_Nest ,2,0,3
3431,3331,,稻妻-鹤观-雷灵山天气外环上层-劫难二-无雷,,0,Weather_Dq_HeGuan_Foggy,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_DoomHeavy,6,0,3
3332,3332,,稻妻-鹤观-外围过度天气,,1,Weather_Dq_HeGuan_General,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_HeGuan_Transition01,6,0,3
3333,3333,300,渊下宫-Boss区域_下层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari_Boss,1,0,5
3433,3333,,渊下宫-Boss区域_上层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari,1,0,5
3334,3334,,渊下宫-大日岛屿,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari,1,0,5
3335,3335,,渊下宫-狭间岛屿,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_XiaJian,1,0,5
3336,3336,160,渊下宫-常夜霊川_下层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM_LingChuan,1,0,5
3436,3336,,渊下宫-常夜霊川_上层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM,1,0,5
3337,3337,,渊下宫-霊廟岛屿,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM,1,0,5
3338,3338,235,渊下宫-大社洞窟_下层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dashe_Relic,1,0,5
3438,3338,,渊下宫-大社洞窟_上层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe,1,0,5
3339,3339,,渊下宫-大社岛屿,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe,1,0,5
3342,3342,,稻妻-渊下宫-基础环境-2.5,,1,Weather_DQ_AbyssalPalace_Day,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_General,1,0,7
3343,3343,,稻妻-渊下宫-通道-2.5,,1,Weather_DQ_AbyssalPalace_Tunnel,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Tunnel,1,0,7
3344,3344,,稻妻-渊下宫-通道入口-2.5,,1,Weather_DQ_AbyssalPalace_Gate,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Tunnel_Entrance,1,0,7
3345,3345,290,渊下宫-Boss区域_下层-2.5,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari_Boss,1,0,7
3445,3345,,渊下宫-Boss区域_上层-2.5,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari_25Night,1,0,7
3347,3347,,渊下宫-大日岛屿-2.5,,1,Weather_DQ_AbyssalPalace_Day,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari_25Night,1,0,7
3348,3348,,渊下宫-狭间岛屿-2.5-拆塔前,,1,Weather_DQ_AbyssalPalace_Day,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_XiaJian_25Night_Dark,1,0,7
3351,3351,,渊下宫-霊廟岛屿-2.5-拆塔前,,1,Weather_DQ_AbyssalPalace_Day,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM_25Night_Dark,1,0,7
3354,3354,,渊下宫-大社岛屿-2.5-拆塔前,,1,Weather_DQ_AbyssalPalace_Day,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe_25Night_Dark,1,0,7
3363,3363,,渊下宫-狭间试炼岛屿-2.5-拆塔前,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_XiaJian_Seal_25Night_Dark,1,0,7
3364,3364,,渊下宫-灵庙试炼岛屿-2.5-拆塔前,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM_Seal_25Night_Dark,1,0,7
3365,3365,,渊下宫-大社试炼岛屿-2.5-拆塔前,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe_Seal_25Night_Dark,1,0,7
3368,3368,,渊下宫-狭间岛屿-2.5-拆塔后,,0,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_XiaJian_25Night,1,0,7
3369,3369,,渊下宫-霊廟岛屿-2.5-拆塔后,,0,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM_25Night,1,0,7
3370,3370,,渊下宫-大社岛屿-2.5-拆塔后,,0,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe_25Night,1,0,7
3371,3371,,渊下宫-狭间试炼岛屿-2.5-拆塔后,,0,Weather_DQ_AbyssalPalace_Day,80,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_XiaJian_Seal_25Night,1,0,7
3372,3372,,渊下宫-灵庙试炼岛屿-2.5-拆塔后,,0,Weather_DQ_AbyssalPalace_Day,80,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM_Seal_25Night,1,0,7
3373,3373,,渊下宫-大社试炼岛屿-2.5-拆塔后,,0,Weather_DQ_AbyssalPalace_Day,80,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe_Seal_25Night,1,0,7
3374,3374,235,渊下宫-大社洞窟_下层-2.5拆塔前,,1,Weather_DQ_AbyssalPalace_Day,55,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dashe_Relic_25Night,1,0,7
3474,3374,,渊下宫-大社洞窟_上层拆塔前,,1,Weather_DQ_AbyssalPalace_Day,55,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe_25Night_Dark,1,0,7
3375,3375,235,渊下宫-大社洞窟_下层-2.5拆塔后,,0,Weather_DQ_AbyssalPalace_Day,65,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dashe_Relic_25Night,1,0,7
3475,3375,,渊下宫-大社洞窟_上层拆塔后,,0,Weather_DQ_AbyssalPalace_Day,65,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe_25Night,1,0,7
3500,3500,,稻妻-离岛-2.6剑道挑战活动期间晴天,,0,Weather_Sunny,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_LiDao_General,1,0,3
3355,3355,,渊下宫-狭间试炼岛屿,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_XiaJian_Seal,1,0,5
3356,3356,,渊下宫-灵庙试炼岛屿,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM_Seal,1,0,5
3357,3357,,渊下宫-大社试炼岛屿,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe_Seal,1,0,5
3358,3358,290,渊下宫-珊瑚通道下层,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari_Coral,1,0,5
3458,3358,,渊下宫-珊瑚通道上层,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Dari,1,0,5
3359,3359,,渊下宫-狭间光瀑,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_XiaJian_Waterfall,1,0,5
3360,3360,,渊下宫-霊廟光瀑,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_LM_Waterfall   ,1,0,5
3361,3361,245,渊下宫-大社光瀑下层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_Waterfall    ,1,0,5
3461,3361,,渊下宫-大社光瀑上层,,1,Weather_DQ_AbyssalPalace_Day,70,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_DaShe,1,0,5
3362,3362,,渊下宫-主视角,,1,Weather_DQ_AbyssalPalace_Day,60,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_AbyssalPalace_KeyView,1,0,5
2165,2165,,层岩巨渊-上层主环境,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm,1,1,3
2166,2166,,层岩巨渊-上层洞穴环境A-下,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_AboveGround_Cave,2,1,3
2167,2167,,层岩巨渊-上层中心区域环境,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_AboveGround_Central,1,1,3
2168,2168,,层岩巨渊-下层中心起始基地,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_QSJD,2,1,6
2169,2169,,层岩巨渊-下层中心开采矿区,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_KCKQ,2,1,6
2170,2170,,层岩巨渊-下层中心前线矿道,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_QXKD,2,1,6
2171,2171,,层岩巨渊-下层中心遗迹巨蛇,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_YJJS,2,1,6
2172,2172,,层岩巨渊-下层中心蘑菇坑,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_MGK,2,1,6
2173,2173,,层岩巨渊-下层中心夹层盐湖,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_JCYH,2,1,6
2174,2174,,层岩巨渊-下层中心须弥树根,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_XMSG,2,1,6
2275,2175,,层岩巨渊-下层中心天空岛小碎片前-上,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_TKDXSP,2,1,6
2175,2175,550,层岩巨渊-下层中心天空岛小碎片前-下,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_HAZD,2,1,6
2176,2176,130,层岩巨渊-上层洞穴环境B-下,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_AboveGround_Cave,2,1,3
2276,2176,,层岩巨渊-上层洞穴环境B-上,,1,Weather_Standard,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm,1,1,3
2277,2177,,层岩巨渊-下层中心天空岛小碎片后-上,,0,Weather_Sunny,40,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_TKDXSP_After,2,0,6
2177,2177,550,层岩巨渊-下层中心天空岛小碎片后-下,,0,Weather_Sunny,40,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_HAZD,2,0,6
2178,2178,,层岩巨渊-下层晦暗之地,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_HAZD,2,1,6
2179,2179,,层岩巨渊-下层水没遗迹,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_SMYJ,2,1,6
2180,2180,,层岩巨渊-下层下层遗迹,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_XCYJ,2,1,6
2181,2181,,层岩巨渊-下层荧光曲径,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_YGQJ,2,1,6
2182,2182,,层岩巨渊-下层天空岛大碎片-前,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_TKDDSP,2,1,6
2183,2183,,层岩巨渊-下层天空岛大碎片-后,,0,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_TKDDSP_After,2,0,6
2284,2184,,层岩巨渊-起始基地-过渡-开采矿区-上,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_QSJDtoKCKQ,2,1,6
2184,2184,1015,层岩巨渊-起始基地-过渡-开采矿区-下,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_QSJDtoKCKQ,2,1,6
2285,2185,,层岩巨渊-夹层岩湖-过渡-水没遗迹-上,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_JCYH,2,1,6
2185,2185,305,层岩巨渊-夹层岩湖-过渡-水没遗迹-下,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_SMYJ,2,1,6
2286,2186,,层岩巨渊-晦暗之地-过渡-荧光曲径-上,,1,Weather_Sunny,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_YGQJ_Mushroom,2,1,6
2186,2186,280,层岩巨渊-晦暗之地-过渡-荧光曲径-下,,1,Weather_Sunny,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_YGQJ_Mushroom,2,1,6
2187,2187,,层岩巨渊-地脉树区域,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_DMS,2,1,6
2188,2188,,层岩巨渊-大碎片前通道,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_TKDDSP_Tunnel,2,1,6
2289,2189,,层岩巨渊-冒险家营地B-垂直通道-上,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_HAZD_Tunnel,2,1,6
2189,2189,280,层岩巨渊-冒险家营地B-垂直通道-下,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_YGQJ_Mushroom,2,1,6
2290,2190,,层岩巨渊-夹层岩湖-水没遗迹-上,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_JCYH,2,1,6
2190,2190,510,层岩巨渊-夹层岩湖-水没遗迹-下,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_SMYJ,2,1,6
2191,2191,,璃月公海2.5补充,,1,Weather_Sunny,1,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_General,1,1,3
2192,2192,,层岩巨渊-晦暗之地-倒吊城-中心顶层房间区域,,1,Weather_Sunny,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_Gemini,2,1,6
2193,2193,,层岩巨渊-荧光曲径-大蘑菇,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_YGQJ_Mushroom,2,1,6
2194,2194,,层岩巨渊-起始基地-巨蛇洞窟,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_QSJDtoYJJS,2,1,6
2195,2195,,层岩巨渊-上层最后的天气,,0,Weather_Standard,25,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_After,1,1,3
2196,2196,,层岩巨渊-下层中心前线矿道,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_QXKD,2,1,6
2197,2197,,层岩巨渊-起始基地-过渡-开采矿区修补,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_QSJDtoKCKQ,2,1,6
2198,2198,,层岩巨渊-开采矿区修补,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_KCKQ,2,1,6
2199,2199,,层岩巨渊-开采矿区修补2,,1,Weather_Sunny,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_TheChasm_KCKQ,2,1,6
4000,4000,,须弥地区默认天气,,1,Weather_Standard,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_General,1,1,3
4001,4001,,（测试）须弥高度天气,,0,Weather_Standard,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GuardForest_General,1,0,3
4002,4002,,无郁稠林外部任务后正常天气,,0,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_Theme,1,0,3
4003,4003,,无郁稠林外部任务前侵蚀天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_Theme_Dark,1,0,3
4004,4004,,无郁夷摩内部洞穴天气死域解除前,,1,Weather_Standard,800,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_Cave,1,1,3
4005,4005,,失落之森大机器人天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Robot_General,1,0,3
4006,4006,,失落之森小草神殿天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Cave_XCSD,1,0,3
4007,4007,,失落之森根噬洞窟天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Devil_Cave,1,0,3
4008,4008,,失落之森深渊之口天气前,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Abyss_Cave01,1,0,3
4009,4009,,失落之森深渊之口天气后,,0,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Abyss_Cave02,1,0,3
4010,4010,,凋零之森 蘑菇洞上层洞穴,,1,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_MushroomCave_Relic01,1,0,3
4011,4011,,凋零之森 森之里山顶秘境,,1,Weather_Standard,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_SecretPeak,1,0,3
4012,4012,,凋零之森 无光水室天气,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_Hole_After,1,0,3
4013,4013,,回流之柱天气变化前晴天,,1,Weather_Cloudy,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_HYZS_Before_ClearSky,1,0,3
4014,4014,,回流之柱天气变化前雨天,,1,Weather_Rainy,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_HYZS_Before_Rain,1,0,3
4015,4015,,回流之柱天气变化后晴天,,0,Weather_Sunny,300,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_HYZS_After_ClearSky,1,0,3
4016,4016,,回流之柱天气变化后雨天,,0,Weather_Rainy,400,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_HYZS_After_Rain,1,0,3
4017,4017,,纪念之森天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Memory_Forest,1,0,3
4018,4018,,唤雨之森沙漠森林过渡地带,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_DesertTransition,1,0,3
4019,4019,,森底秘境天气任务前,,1,Weather_Cloudy,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_DiDiMiJing,2,1,3
4020,4020,,森底秘境天气任务后,,0,Weather_Sunny,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_DiDiMiJing,1,1,3
4021,4021,,须弥水顶遗迹天气雨,,0,Weather_Rainy,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_GientCup_MushroomRuin.asset,3,1,3
4022,4022,,须弥水顶遗迹天气晴,,0,Weather_Rainy,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralVestiges,3,1,3
4023,4023,,须弥化成郭自然洞穴初始天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GuardForest_General,1,0,3
4024,4024,,须弥化成郭自然洞穴任务完成后天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GuardForest_General,1,0,3
4025,4025,,唤雨之森地下死域-过道-清除前,,1,Weather_Standard,210,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Marana_WaterCave_Before_Tunnel,1,0,3
4026,4026,,唤雨之森地下死域-过道-清除后,,0,Weather_Standard,220,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_Marana_WaterCave_After,1,0,3
4027,4027,,须弥主城天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_City_General,1,0,3
4028,4028,,化城郭185m以下天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_HCG_General,1,0,3
4029,4029,,失落之森渔村天气,,1,Weather_Sunny,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_YuCun,1,1,3
4030,4030,,失落之森奥摩斯港天气,,1,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_AMSG,1,0,3
4031,4031,,凋零之森大草神殿环境,,1,Weather_Standard,600,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Xm_WitheredForest_GreatgrassTemple,1,0,3
