对话ID	触发方式	启用模式	[触发条件]组合	[触发条件]1类型	[触发条件]1参数1	[触发条件]1参数2	[触发条件]1参数3	[触发条件]1参数4	[触发条件]1参数5	[触发条件]2类型	[触发条件]2参数1	[触发条件]2参数2	[触发条件]2参数3	[触发条件]2参数4	[触发条件]2参数5	[触发条件]3类型	[触发条件]3参数1	[触发条件]3参数2	[触发条件]3参数3	[触发条件]3参数4	[触发条件]3参数5	[触发条件]4类型	[触发条件]4参数1	[触发条件]4参数2	[触发条件]4参数3	[触发条件]4参数4	[触发条件]4参数5	[触发条件]5类型	[触发条件]5参数1	[触发条件]5参数2	[触发条件]5参数3	[触发条件]5参数4	[触发条件]5参数5	[触发条件]6类型	[触发条件]6参数1	[触发条件]6参数2	[触发条件]6参数3	[触发条件]6参数4	[触发条件]6参数5	优先级	后续对话ID	初始台词ID	台词装饰ID	演员NpcID	专属父任务ID	额外加载标识ID	标识屏蔽NpcID	[完成执行]1类型	[完成执行]1参数1	[完成执行]1参数2	[完成执行]1参数3	[完成执行]1参数4	[完成执行]1参数5	[完成执行]2类型	[完成执行]2参数1	[完成执行]2参数2	[完成执行]2参数3	[完成执行]2参数4	[完成执行]2参数5	[完成执行]3类型	[完成执行]3参数1	[完成执行]3参数2	[完成执行]3参数3	[完成执行]3参数4	[完成执行]3参数5	[完成执行]4类型	[完成执行]4参数1	[完成执行]4参数2	[完成执行]4参数3	[完成执行]4参数4	[完成执行]4参数5	[完成执行]5类型	[完成执行]5参数1	[完成执行]5参数2	[完成执行]5参数3	[完成执行]5参数4	[完成执行]5参数5
7223902	2	3		1	7223903	2																																		5		722390201		20344	72239																																
7223903	2	3		1	7223904	2																																		5		722390301		20344,1005	72239																																
7223904	2	3		1	7223906	2																																		5	7223918,7223919	722390401		20352	72239																																
7223906	2	3		1	7223910	2																																		5		722390601		1005	72239																																
7223907	2	3		1	7223914	2																																		5		722390701		1005	72239																																
7223908	2	3		41	7223906	1																																		5		722390801		20352	72239																																
7223913	2	3		1	7223920	2																																		5		722391301		1005	72239																																
7223918		3																																						5		722391801		20352	72239																																
7223919		3																																						5		722391901		20352,1005	72239																																
7223924	2	3																																						5		722392401		20489	72239																																
7224001	2	3	1	42	7224001					3	100941	1																												5		722400101		20481																																	
7224002	2	3		1	7224004	2																																		5		722400201		20481																																	
7224003	2	3		1	7224002	2																																		5		722400301		20481																																	
7224004	2	3		1	7224004	3																																		3		722400401		20481																																	
7224102	2	3		1	7224114	2																																		5		722410201		20342,1005	72241																																
7224103																																								5		722410301		20342	72241																																
7224104																																								5		722410401		1005	72241																																
7224105	2	3		1	7224117	2																																		5		722410501		1005	72241																																
7224106	2	3		1	7224108	2																																		5		722410601		20342,1005	72241																																
7224107	2	3		1	7224112	2																																		5		722410701		20342	72241																																
7224108																																								5		722410801		20342,1005	72241																																
7224109																																								5		722410901		20342	72241																																
7224201	2	3		1	7224203	2																																		5		722420101		1005	72242																																
7224202	2	3		1	7224205	2																																		5		722420201		1005	72242																																
7224204	2	3		1	7224214	2																																		5		722420401		1005	72242																																
7224205	2																																									722420501		20558																																	
7224301		3	1	1	7224301	2				24	1	0	72243																											5		722430102		1435	72243																																
7224302		3	1	1	7224301	2				24	1	1	72243																											5		722430201		1435	72243																																
7224401	2	3		1	7224401	2																																		5		722440101		20346,1005	72244																																
7224402	2	3		1	7224409	2																																		5		722440201		20346	72244																																
7224403	2	3		1	7224410	2																																		5		722440301		20346	72244																																
7224404	2	3		1	7224413	2																																		5		722440401		20346	72244																																
7224405	2	3		1	7224414	2				19	7224401																													5		722440501		20346	72244																																
7224406	2	3		1	7224415	2																																		5		722440601		20346	72244																																
7224411	2	3		1	7224423	2																																		5		722441101		1005	72244																																
7224412	2	3		1	7224425	2																																		5		722441201		20346	72244																																
7224413	2	3		1	7224416	2																																		5		722441303		20346	72244																																
7224501	2	3		1	7224501	2																																		5		722450101		20359,1005	72245																																
7224502	2	3		1	7224502	2																																		5		722450201		20360,1005	72245																																
7224503	2	3		1	7224503	2																																		5		722450301		20361,1005	72245																																
7224504	2	3		1	7224504	2																																		5		722450401		20362,1005	72245																																
7224505	2	3		1	7224505	2																																		5		722450501		20363,1005	72245																																
7224506	2	3		1	7224506	2																																		5		722450601		20417,1005	72245																																
7224507	2	3		1	7224507	2																																		5		722450701		20418,1005	72245																																
7224601	2	3		1	7224602	2																																		5		722460101		20321,20322	72246																																
7224602	2	3		1	7224603	2																																		5		722460201		20321,20322	72246																																
7224603	2	3		1	7224604	2																																		5		722460301		20322,20321	72246																																
7224604	2	3		1	7224603	3																																		5		722460401		20321,20322	72246																																
7224701	2	3		1	7224702	2																																		5	7224705,7224706	722470101		20355	72247																																
7224702	2	3		1	7224704	2																																		5		722470201		20355,1005	72247																																
7224703	2	3		1	7224705	2																																		5		722470301		1005,20355	72247																																
7224705		3		1	7224702	2																																		5		722470501		20355	72247																																
7224706		3		1	7224702	2																																		5		722470601		20355	72247																																
7224801	2	3		1	7224802	2																																		5	7224805,7224806	722480101		20356	72248																																
7224802	2	3		1	7224804	2																																		5		722480201		20356,1005	72248																																
7224803	2	3		1	7224805	2																																		5		722480301		1005,20356	72248																																
7224805		3		1	7224802	2																																		5		722480501		20356	72248																																
7224806		3		1	7224802	2																																		5		722480601		20356	72248																																
7224901	2	3		1	7224902	2																																		5	7224905,7224906	722490101		20357	72249																																
7224902	2	3		1	7224904	2																																		5		722490201		20357,1005	72249																																
7224903	2	3		1	7224905	2																																		5		722490301		20357,1005	72249																																
7224905		3		1	7224902	2																																		5		722490501		20357	72249																																
7224906		3		1	7224902	2																																		5		722490601		20357	72249																																
7225001	2			1	7225001	2																																		5		722500101		20358,1005	72250																																
7225101	2	3	1	1	7225101	3				1	7225103	2																														722510101		1005	72251																																
7225201	1	3	1	1	7225202	2																																				722520101		1005	72252																																
7225301	2	3	1	1	7225301	2				19	7224402																													5		722530101		20498	72253																																
7225302	2	3																																						3		722530201		20498																																	
7225401	2	3	1	1	7225401	2				19	7224403																													5		722540101		20499	72254																																
7225402	2	3																																						3		722540201		20499																																	
7225501	2	3	1	1	7225501	2				19	7224404																													5		722550101		20500	72255																																
7225502	2	3																																						3		722550201		20500																																	
7225601	2	3	1	1	7225601	2				19	7224405																													5		722560101		20501	72256																																
7225602	2	3																																						3		722560201		20501																																	
7225701	2	3	1	1	7225701	2				19	7224406																													5		722570101		20502	72257																																
7225702	2	3																																						3		722570201		20502																																	
7225801	2	3	1	1	7225801	2				19	7224407																													5		722580101		20503	72258																																
7225802	2	3																																						5		722580201		20503																																	
7225901	2	3	1	1	7225901	2				19	7224408																													5		722590101		20504	72259																																
7225902	2	3																																						3		722590201		20504																																	
7226101	1	1		1	7226102	2																																		5		722610101		1005,3160,12354	72261																																
7226102	2	1		1	7226104	2																																		5		722610201		1005,3160	72261																																
7226104	2	1		1	7226107	2																																		5		722610401		1005,3160	72261																																
7226105	2	1		1	7226103	2																																		5				12354	72261																																
7226201	1	1		1	7226202	2																																		5		722620101		3160,1005,12354	72262																																
7226202	2	1		1	7226204	2																																		5		722620201		1005,3160	72262																																
7226203	1	1		1	7226207	2																																		5		722620301		3160,1005	72262																																
7226204	1	1		1	7226208	2																																		5		722620401		1005,3160,12354	72262																																
7226205	2	1		1	7226209	2																																		5		722620501		3160	72262																																
7226206	2	1		1	7226210	2																																		5		722620601		3160,1005	72262																																
7226207	2	1		1	7226203	2																																		5				12354	72262																																
7226302	2	3	1	1	7226301	3				1	7226302	2																												5		722630202		1005	72263																																
7226303	2	3	1	1	7226302	3				1	7226303	2																												5		722630301		20482,1005	72263																																
7226305	2	3	1	1	7226319	3				1	7226305	2																												5	7226316,7226315	722630501		20520	72263																																
7226306	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226319	2				1	7226305	2				1	7226306	2				10	7226305,7226316,7226329,7226330	722630601		20520	72263																																
7226308	2	3	1	1	7226320	3				1	7226308	2																												5	7226318,7226317	722630801		20521	72263																																
7226309	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226320	2				1	7226308	2				1	7226309	2				10	7226308,7226318,7226331,7226332	722630901		20521	72263																																
7226311	2	3	2	1	7226321	2				1	7226311	2																												5	7226320,7226319	722631101		20522	72263																																
7226312	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226321	2				1	7226311	2				1	7226312	2				10	7226311,7226320,7226333,7226334	722631201		20522	72263																																
7226314	2	3	1	1	7226305	3				1	7226314	2				1	7226308	3				1	7226311	3																5		722631401		20482	72263																																
7226315		3		1	7226305	3																																		5		722631501		20520	72263																																
7226316		3		1	7226305	3																																		5		722631601		20520	72263																																
7226317		3		1	7226308	3																																		5		722631701		20521	72263																																
7226318		3		1	7226308	3																																		5		722631801		20521	72263																																
7226319		3		1	7226311	3																																		5		722631901		20522	72263																																
7226320		3		1	7226311	3																																		5		722632001		20522	72263																																
7226321	2	3	2	1	7226311	2				1	7226319	2				1	7226305	2				1	7226320	2				1	7226308	2				1	7226321	2				5		722632101		20482	72263																																
7226328	2	3	1	1	7226303	3				1	7226321	2																												5		722632801		3061,1005	72263																																
7226329	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226319	2				1	7226305	2										5		722632901		20520	72263																																
7226330	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226319	2				1	7226305	2				1	7226306	2				5		722633001		20520	72263																																
7226331	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226320	2				1	7226308	2										5		722633101		20521	72263																																
7226332	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226320	2				1	7226308	2				1	7226309	2				5		722633201		20521	72263																																
7226333	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226321	2				1	7226311	2										5		722633301		20522	72263																																
7226334	2	3	2	1	7226301	2				1	7226302	2				1	7226315	2				1	7226321	2				1	7226311	2				1	7226312	2				5		722633401		20522	72263																																
7226401	1	1	1	1	7226401	2				1	7014112	3																												5		722640101		12354	72264																																
7226402	1	1	4	1	7226401	2				1	7014112					1	7014112	1				1	7014112	2																5		722640201		12354	72264																																
7226403	1	1		1	7226404	2																																		5		722640301		3160,1005	72264																																
7226404	1	1		1	7226410	2																																		5		722640401		3160,1005	72264																																
7226405	2	1		1	7226408	2																																		5		722640501		3160,1005	72264																																
7226406	2	1		1	7226409	2																																		5		722640601		3159,1005,3160	72264																																
7226409	1	1		1	7226403	2																																		5		722640901		12354	72264																																
7226410	2	1		1	7226406	2																																		5				12354	72264																																
7226411	2	1	2	1	7226401	2				1	7226402	2				1	7226403	2				1	7226404	2				1	7226405	2				1	7226406	2				5		722641101		3159	72264																																
7226412	2	1	2	1	7226407	2				1	7226408	2				1	7226410	2				1	7226411	2				1	7226412	2										5		722641101		3159	72264																																
7226413	2	1		1	7267510	2																																		5		722640801		3159	72675																																
7226414	2	1		1	7267510	2																																		5		722641401		3160	72675																																
7226503	2	3	1	1	7226502	3				1	7226503	2																												5		722650301		1005,20223,20519	72265																																
7226505	2	3	1	1	7226504	3				1	7226505	2																												5		722650501		20486,20485,1005	72265																																
7226506	1	3	1	1	7226505	3				1	7226506	2																												5		722650601		20485	72265																																
7226508	1	3	1	1	7226507	3				1	7226508	2																												5		722650801		20485,1005	72265																																
7226509	2	3	1	19	7226509					1	7226509	2																												5		722650901		20482	72265																																
7226510	2	3	1	19	7226510					1	7226510	2																												5		722651001		20482	72265																																
7226511	2	3	2	1	7226512	2				1	7226511	2																												5		722651101		20482	72265																																
7226513	2	3	2	1	7226516	3				1	7226510	2				1	7226519	2				1	7226511	2				1	7226518	2				1	7226512	2				5		722651301		20485,1005,20519	72265																																
7226514	2	3	2	1	7226501	2				1	7226502	2				1	7226503	2				1	7226504	2				1	7226505	2				1	7226506	2				5		722651401		20482	72265																																
7226515	2	3	1	1	7226503	3				1	7226504	2																												5		722651501		3110	72265																																
7226516	1	3	1	1	7226517	3				1	7226516	2																												10		722651601		1005,20485,20519	72265																																
7226517	2	3	1	1	7226509	3				1	7226517	2																												5		722651701		20482,1005	72265																																
7226518	2	3	1	1	7226510	3				1	7226518	2																												5		722651801		20482,1005	72265																																
7226519	2	3	1	1	7226519	2				19	7226519																													5		722651901		20482	72265																																
7226520	2	3	2	1	7226516	2				1	7226515	2				1	7226514	2				1	7226513	2																5		722652001		20482	72265																																
7226521	2	3		1	7226520	2																																		5		722652101		20482	72265																																
7226603	1	3	1	1	7226602	3				1	7226603	2																												5		722660301		1005,20519	72266																																
7226606	1	3	1	1	7226616	3				1	7226606	2																												5		722660601		20484,1005	72266																																
7226607	1	3	1	1	7226606	3				1	7226607	2																												5		722660701		1005,20519	72266																																
7226608	2	3	1	1	7226607	3				1	7226608	2																												5		722660801		3030	72266																																
7226609	2	3	1	1	7226608	3				1	7226609	2																												5		722660901		20484,1005	72266																																
7226610	2	3	1	1	7226609	3				1	7226610	2																												5		722661001		1005,20223	72266																																
7226612	2	3	1	1	7226611	3				1	7226612	2																												5		722661201		20484,1005,20519	72266																																
7226616	2	3		1	7226616	2																																		5		722661601		20484,1005	72266																																
7226617	2	3	1	1	7226612	3				1	7226613	2																												5		722661701		20484,20519	72266																																
7226618	2	3	1	1	7226617	2				19	7226617																													5		722661801		20223	72266																																
7226620	2	3		1	7226610	2																																		5		722662001		20484	72266																																
7226621	2	3		1	7226618	2																																		5		722662101		20223	72266																																
7226702	2	3																																						3		722670201		20506																																	
7226703	2	3																																						3		722670301		20507																																	
7226801	2	3		1	7226801	2																																		5		722680101		20495	72268																																
7226802	2	3		1	7226806	2																																		5		722680201		20495	72268																																
7226803	2	3		1	7226807	2																																		5		722680301		20495,1005	72268																																
7226804	2	3		1	7226801	1																																		5		722680401		20495	72268																																
7226901	2	3		1	7226901	2																																		5		722690101		20494	72269																																
7226902	2	3		1	7226906	2																																		5		722690201		20494	72269																																
7226903	2	3		1	7226907	2																																		5		722690301		20494	72269																																
7226904	2	3		1	7226901	1																																		5		722690401		20494	72269																																
7227001	2	3		1	7227001	2																																		5		722700101		20496	72270																																
7227002	2	3		1	7227006	2																																		5		722700201		20496	72270																																
7227003	2	3		1	7227007	2																																		5		722700301		20496	72270																																
7227004	2	3		1	7227001	1																																		5		722700401		20496	72270																																
7227101		3	1	1	7227101	2				24	1	0	72271																											5		722710102		2023	72271																																
7227102		3	1	1	7227101	2				24	1	1	72271																											5		722710201		2023	72271																																
7227201		3	1	1	7227201	2				24	1	0	72272																											5		722720102		3003	72272																																
7227202		3	1	1	7227201	2				24	1	1	72272																											5		722720201		3003	72272																																
7227401	2			1	7227401	2																																		5		722740110		1005,10324,12212	72274																																
7227402	2		1	1	7227401	3				1	7227402	2																												5		722740201		10325	72274																																
7227501	2	3		1	7227501	2																																		5		722750101		20341,1005	72275																																
7227502	2	3		1	7227506	2																																		5		722750201		20341	72275																																
7227503	2	3		1	7227505	2																																		5		722750301		20341	72275																																
7227504	2	3		1	7227508	2																																		5		722750401		20341,1005	72275																																
7227601	2	1		1	7227601	2																																		5		722760101		30108	72276																																
7227602	2	1		1	7227601	3																																		5		722760201		30108	72276																																
7227603	2	1		1	7227618	2																																		5		722760301		1005	72276																																
7227604	2	1		1	7227603	2																																		5		722760401		1005	72276																																
7227605	2	1		1	7227620	2																																		5		722760501		30108	72276																																
7227606	2	1	1	1	7227603	2				3	101709	8																												6		722760601		1005	72276																																
7227607	2	1		1	7227623	2																																		5		722760701		1005	72276																																
7227608	2	1	2	1	7227607	2				1	7227627	2																												5		722760801		20548	72276			7	0	1	72276																										
7227609	2	1	1	24	0	1	72276			24	1	0	72276																											5		722760901		20548	72276																																
7227610	2	1		1	7227611	2																																		5		722761001		20548	72276			7	1	1	72276																										
7227611	2	1		24	1	1	72276																																	5		722761101		20548	72276																																
7227612	2	1		1	7227612	2																																		5		722761201		30108	72276																																
7227613	2	1		1	7227628	2																																		5		722761301		1005	72276																																
7227801	2	1		1	7227801	2																																		5		722780101		1018	72278																																
7227803	2	1		1	7227803	2																																		5		722780301		10090,12029	72278																																
7227805	2	1		1	7227805	2																																		5		722780501		12029,10090	72278																																
7227807	2	1		1	7227807	2																																		5		722780701		12027,1035,12028,12029,10090	72278																																
7227809	2	1		1	7227809	2																																		5		722780901		1035,10090,30065	72278																																
7227813	2	1	1	1	7227807	3				1	7227808	2																												5		722781301		12029,12028	72278																																
7227814	2	1	1	1	7227807	3				1	7227808	2																												5		722781401		12027	72278																																
7227816	2	1		1	7227816	2																																		5		722781601		10090,1035	72278																																
7227818	2	1		1	7227818	2																																		5		722781801		1035,10090	72278																																
7227820	2	1		1	7227820	2																																		5		722782001		1035,10090,30209	72278																																
7227822	2	1		1	7227821	2																																		5		722782201		1035,10090,3030,1034,1018	72278																																
7227824	2	1	1	1	7227825	2				68	1																													5		722782401		10090,1035,3030	72278																																
7227825	2	1	1	1	7227803	3				19	7227801					1	7227804	2																						5		722782501		10090	72278																																
7227826	2	1	1	1	7227801	3				1	7227802	2																												5		722782601		1018	72278																																
7227827	2	1	1	1	7227803	3				1	7227804	2																												5		722782701		12029	72278																																
7227828	2	1	1	1	7227825	2				68	0																													5		722782401		10090,1035,3030	72278																																
7227829	2	1	1	1	7227825	3				31	2012																													5		722782901		30211																																	
7227901	2	1		1	7227901	2																																		5		722790101		20567	72279																																
7227904	2	1		1	7227903	2																																		5		722790401		1044	72279																																
7227908	2	1		1	7227904	2																																		5		722790801		20568	72279																																
7227909	2	1		1	7227907	2																																		5		722790901		20565	72279																																
7227910	2	1		1	7227910	2																																		5		722791001		1044,12278,12276,12277,1033,3081	72279																																
7227911	2	1	2	1	7227905	2				1	7227918	2																												5		722791101		20568	72279																																
7227912	2	1		1	7227906	2																																		5		722791201		20568	72279																																
7227913	2	1		1	7227911	2																																		5		722791301		20565	72279																																
7227914	2	1	1	1	99902	3				19	7227901																													5		722791401		20565	72279																																
7227915	2	1		1	7227913	2																																		5		722791501		20565	72279																																
7227916	2	1		1	7227908	2																																		5		722791601		20566	72279																																
7227917	2	1	2	1	7227914	2				1	7227915	2				1	7227921	2																						5		722791701		20566	72279																																
7227918	2	1		1	7227915	2																																		5		722791801		20569	72279																																
7227919	2	1		1	7227916	2																																		5		722791901		1033	72279																																
7227920	2	1		1	7227912	2																																				722792001		1033	72279																																
7227921	2	1	4	1	7227906	3				1	7227921	2				1	7227914	2																						5		722791101		20568	72279																																
7227922	2	1	4	1	7227921	2				1	7227904	2				1	7227905	2				1	7227906	2				1	7227918	2										5		722791301		20565	72279																																
7227923	2	1	4	1	7227913	3				1	7227921	2				1	7227914	2																						5		722791501		20565	72279																																
7228001	2	1		1	7228001	2																																		5		722800101		1038,20570,1040	72280																																
7228003	2	1		1	7228003	2																																		5		722800301		1040	72280																																
7228004	2	1		1	7228004	2																																		5		722800401		20572	72280																																
7228005	2	1		1	7228005	2																																		5		722800501		20573	72280																																
7228006	2	1	2	1	7228006	2				1	7228007	2				1	7228017	2																						5		722800601		20574	72280																																
7228007	2	1		1	7228007	2																																		5		722800701		3082	72280																																
7228008	2	1		1	7228008	2																																		5		722800801		20574	72280																																
7228010	2	1		1	7228010	2																																		5		722801001		20575,1040	72280																																
7228011	2	1		1	7228017	2																																		5		722801101		1040	72280																																
7228012		1		1	7228012	2																																		5		722801201		20575,1038,1040	72280																																
7228013	2	1		1	7228013	2																																		5		722801301		3082,1040	72280																																
7228015	2	1		1	7228015	2																																		5		722801501		1038,12076	72280																																
7228022		1																																						5	7228012	722801011		20575	72280																																
7228023		1																																						5	7228012	722801014		20575	72280																																
7228024		1																																						5		722801017		20575	72280																																
7228025		1																																						5		722801018		20575	72280																																
7228026		1																																						5	7228012	722801019		20575	72280																																
7228027	2	1	4	1	7228004	3				1	7228005	2				1	7228006	2																						5		722800401		20572	72280																																
7228028	2	1	4	1	7228005	3				1	7228004	2				1	7228006	2																						5		722800501		20573	72280																																
7228029	2	1	4	1	7228006	3				1	7228004	2				1	7228005	2																						5		722800601		20574	72280																																
7228030	2	1	2	1	7228008	2				1	7228009	2				1	7228010	2				1	7228012	2																5		722800704		3082	72280																																
7228031	2	1		1	7228015	2																																		5		722801305		3082	72280																																
7228032	2	1		1	7228015	2																																		5		722803201		30210	72280																																
7228102	2	1		1	7228102	2																																		5		722810201		1037,1039	72281																																
7228104	2	1		1	7228104	2																																		5		722810401		1037,1039,1034	72281																																
7228105	2	1		1	7228105	2																																		5		722810501		1039	72281																																
7228107	2	1		1	7228107	2																																		5		722810701		1039,20562	72281																																
7228109	2	1		1	7228109	2																																		5		722810901		1039,30139	72281																																
7228111	2	1		1	7228111	2																																		5		722811101		30139,3190,1039,30156,30157	72281																																
7228113	2	1		1	7228113	2																																		5		722811301		1039,3190	72281																																
7228116	2	1		1	7228116	2																																		5		722811601		1037,1039,1034	72281																																
7228301	2	3		1	7228301	2																																		5		722830101		20345	72283																																
7228302	2	3		1	7228302	2																																		5		722830201		20345	72283																																
7228303	2	3		1	7228303	2																																		5		722830301		20345	72283																																
7228601	2	3		1	7228601	2																																		5		722860101		3101	72286																																
7228603	2	3		1	7228603	2																																		5		722860301		20625,20626,3162,1005	72286																																
7228604	2	3		1	7228604	2																																		5	7228605,7228606	722860401		3162	72286																																
7228605	2	3		1	7228604	2																																		4		722860501		3162	72286																																
7228606	2	3		1	7228604	2																																		4		722860601		3162	72286																																
7228607	1	3		1	7228607	2																																		5		722860701		3162,20625,20626,1005	72286																																
7228608	2	3		1	99902	3																																		5		722860801		3162,1005,3007	72286																																
7228609	2	3	1	1	7228603	3				41	7228605	1																												5		722869901		20625	72286																																
7228610	2	3	1	1	7228603	3				41	7228605	1																												5		722861001		20626	72286																																
7228611	2	3		1	7228605	2																																		5		722861101		20625,3162,20626	72286																																
7228612	2	3	1	1	7228604	2				1	7228612	3																												5		722861201		3162,20625,20626	72286																																
7228613	2	3	1	1	7228601	3				41	7228603	1																												5		722861301		3101																																	
7228614	1	3		1	7228613	2																																		5		722861401		3162,1005	72286																																
7228616	2	3		1	7228612	2																																		5		722861601		3007	72286																																
7228617	2	3		1	7228615	2																																		5		722861701		3162,1005,3007	72286																																
7228701	2	3		1	7228701	2																																		5		722870101		3073	72287																																
7228702	2	3		1	7228702	2																																		5		722870201		3102	72287																																
7228703	1	3		1	7228704	2																																		5		722870301		3162,20625,20626,1005	72287																																
7228704	2	3		1	7228705	2																																		5	7228705,7228706	722870401		3162	72287																																
7228705	2	3		1	7228705	2																																		4		722870501		3162	72287																																
7228706	2	3		1	7228705	2																																		4		722870601		3162	72287																																
7228707	2	3		1	7228706	2																																		5		722870701		20718,20763,20719,3162	72287																																
7228710	2	3		1	7228707	2																																		5		722871001		3162,20626	72287																																
7228711	1	3		1	7228710	2																																		5		722871101		20634,20636,20635,3162,20625,20626	72287																																
7228712	2	3		1	7228712	2																																		5		722871201		3162,20625,20626	72287																																
7228713	2	3		1	7228713	2																																		5	7228714,7228715	722871301		3162	72287																																
7228714	2	3		1	7228713	2																																		4		722871401		3162	72287																																
7228715	2	3		1	7228713	2																																		4		722871501		3162	72287																																
7228716	2	3		1	7228715	2																																		5		722871601		3162,20625,20626	72287																																
7228717	2	3		1	7228717	2																																		5	7228718	722871701		3162,20625,1005,20626	72287																																
7228718	2	3		1	7228718	2																																		5	7228719,7228720	722871801		3162	72287																																
7228719	2	3		1	7228718	2																																		4		722871901		3162	72287																																
7228720	2	3		1	7228718	2																																		4		722872001		3162	72287																																
7228721	2	3		1	7228719	2																																		5		722872101		20719,20642	72287																																
7228722	2	3		1	7228721	2																																		5		722872201		20728,20719,20763	72287																																
7228723	1	3		1	7228724	2																																		5		722872301		3162,20625,20626	72287																																
7228724	2	3	1	1	7228701	3				41	7228704	1																												5		722872401		3073	72287																																
7228725	2	3	1	1	7228702	3				41	7228704	1																												5		722872501		3102	72287																																
7228726	2	3	1	1	7228704	3				41	7228707	1																												5		722872601		20625	72287																																
7228727	2	3	1	1	7228704	3				41	7228707	1																												5		722872701		20626	72287																																
7228729	2	3	1	1	7228711	3				41	7228715	1																												5		722872901		20634,20635,20636	72287																																
7228730	2	3		1	7228718	2																																		5		722873001		20625	72287																																
7228731	2	3		1	7228718	2																																		5		722873101		20626	72287																																
7250001	2	1		1	7250001	2																																		5		725000101		30189,30190,30188	72500																																
7250101	2	1		1	7250102	3																																		1		725010101		30160	5108																																
7250102	2	1		1	7250102	2																																		10		725010201		30160	72501																																
7250103	2	1	1	43	5108	5108008	1			43	5108	5108002	0																											2		725010301		30160	5108																																
7250104	2	1	1	43	5108	5108009	1			43	5108	5108003	0																											3		725010401		30160	5108																																
7250105	2	1	1	43	5108	5108010	1			43	5108	5108004	0																											4		725010501		30160	5108																																
7250106	2	1	1	43	5108	5108011	1			43	5108	5108005	0																											5		725010601		30160	5108																																
7250107	2	1	1	43	5108	5108012	1			43	5108	5108006	0																											6		725010701		30160	5108																																
7250108	2	1	1	43	5108	5108013	1			43	5108	5108007	0																											7		725010801		30160	5108																																
7250109	2	1	1	43	5108	5108014	1																																	8		725010901		30160	5108																																
7250110	2	1		43	5108	5108017	1																																	4		725011001		30269	5108																																
7250111	2	1		43	5108	5108017	1																																	4		725011101		30271,30272,30270,30273	5108																																
7250112	2	1		43	5108	5108018	1																																	5		725011201		30269,30270	5108																																
7265001	2	1		1	7265001	2																																		5		726500101		30054	72650																																
7265101	1	1	1	1	7265102	2				1	7265101	3																												5		726510101		30038	72651																																
7265102	1	1	4	1	7265102	2				1	7265101	1				1	7265101	2				1	7265101	4				1	7265101											5		726510201		30038	72651																																
7265103	2	1	1	1	7265102	3				31	5035																													5		726510301		30038																																	
7265201	2	1		1	7265201	2																																		5		726520101		3005501	72652																																
7265202	2	1		43	2006	2006006	1																																	1		726520201		30055	2006																																
7265301	2	3		1	7265301	2																																		5		726530101		30055	72653																																
7265302	2	3		43	2006	2006007	1																																	2		726530201		30055	2006																																
7265401	2	3		1	7265401	2																																		5		726540101		30055	72654																																
7265402	2	3		43	2006	2006008	1																																	3		726540201		30055	2006																																
7265501	2	3		1	7265501	2																																		5		726550101		30055	72655																																
7265502	2	3		1	7265503	2																																		5		726550201		30055	72655																																
7265503	2	3		1	7265504	2																																		5		726550301		30055	72655																																
7265504	2	3		43	2006	2006009	1																																	4		726550401		30055	2006																																
7265601	2	3	2	1	7265601	2				1	7265602	2																												5		726560101		30064	72656																																
7265602	2	3		1	7265602	3																																		5		726560201		30064																																	
7265701	2	1		1	7265701	2																																		8		726570101		3098																																	
7265702	2	1		1	7265702	2																																		8		726570201		3098																																	
7265801	2	3		1	7265801	2																																		5		726580101		30083	72658																																
7265802	2		2	1	7265801	3				43	5047	5047005	1																											10	7265803,7265804,7265805,7265806,7265807,7265808,7265809	726580201		30083																																	
7265803			1	1	7265801	3				43	5047	5047004	1			43	5047	5047005	0																					7		726580301		30083																																	
7265804			1	1	7265801	3				43	5047	5047004	0			43	5047	5047005	0																					7		726580401		30083																																	
7265805				43	5047	5047005	1																																	7		726580501		30083																																	
7265806				1	7265801	3																																		7		726580601		30083																																	
7265807				1	7265801	3																																		7		726580701		30083																																	
7265808				43	5047	5047005	1																																	7		726580601		30083																																	
7265809				43	5047	5047005	1																																	7		726580701		30083																																	
7265901	2	1		1	7265901	2																																		5		726590101		3200,1005	72659																																
7265902	2	1		1	7265902	2																																		5		726590201		2615,1005	72659																																
7265903	2	1		1	7265902	2																																		5		726590301		3200	72659																																
7266001	2	1		1	7266001	2																																		5		726600101		30065	72660																																
7266002	2	1		1	7266002	2																																		5		726600201		30065	72660																																
7266003	2	1		43	5040	5040103	1																																	1		726600301		30065																																	
7266101	2	1		1	7266101	2																																		5		726610101		1673,1005	72661																																
7266102	2	1		1	7266110	2																																		5		726610201		1005	72661																																
7266103	2	1		1	7266111	2																																		5		726610301		1005	72661																																
