ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
200217	2							活动BUFF	28			1	1	1			40	17								2								1
200218	2							活动BUFF	28			1	1	1			40	18								4								1
200219	2							活动BUFF	28			1	1	1			40	19								3								1
200220	2							活动BUFF	28			1	1	1			40	20								3								1
200221	2							活动BUFF	28			1	1	1			40	21								2								1
200222	2							活动BUFF	28			1	1	1			40	22								4								1
200223	2							活动BUFF	28			1	1	1			40	23								3								1
200224	2							活动BUFF	28			1	1	1			40	24								2								1
200225	2							活动BUFF	28			1	1	1			40	25								4								1
200226	2							活动BUFF	28			1	1	1			40	26								3								1
200227	2							活动BUFF	28			1	1	1			40	27								2								1
200228	2							活动BUFF	28			1	1	1			40	28								4								1
200229	2							活动BUFF	28			1	1	1			40	29								3								1
200230	2							活动BUFF	28			1	1	1			40	30								3								1
200231	2							活动BUFF	28			1	1	1			40	31								2								1
200232	2							活动BUFF	28			1	1	1			40	32								4								1
200233	2							活动BUFF	28			1	1	1			40	33								3								1
200234	2							活动BUFF	28			1	1	1			40	34								2								1
200235	2							活动BUFF	28			1	1	1			40	35								3								1
200236	2							活动BUFF	28			1	1	1			40	36								3								1
200237	2							活动BUFF	28			1	1	1			40	37								3								1
200238	2							活动BUFF	28			1	1	1												2								1
200239	2							活动BUFF	28			1	1	1												3								1
200240	2							活动BUFF	28			1	1	1												4								1
200241	2							活动BUFF	28			1	1	1			40	38								4								1
200242	2							活动BUFF	28			1	1	1			40	39								4								1
200243	2							活动BUFF	28			1	1	1			40	40								4								1
200244	2							活动BUFF	28			1	1	1			40	41								4								1
200245	2							活动BUFF	28			1	1	1			40	42								4								1
200246	2							活动BUFF	28			1	1	1			40	43								3								1
200247	2							活动BUFF	28			1	1	1			40	44								3								1
200248	2							活动BUFF	28			1	1	1			40	45								3								1
200249	2							活动BUFF	28			1	1	1			40	46								3								1
200250	2							活动BUFF	28			1	1	1			40	47								3								1
200251	2							活动BUFF	28			1	1	1			40	48								3								1
200252	2							活动BUFF	28			1	1	1			40	49								3								1
200253	2							活动BUFF	28			1	1	1			40	50								3								1
200254	2							活动BUFF	28			1	1	1			40	51								3								1
200255	2							活动BUFF	28			1	1	1			40	52								2								1
200256	2							活动BUFF	28			1	1	1			40	53								2								1
200257	2							活动BUFF	28			1	1	1			40	54								2								1
200258	2							活动BUFF	28			1	1	1			40	55								2								1
200259	2							活动BUFF	28			1	1	1			40	56								2								1
200260	2							活动BUFF	28			1	1	1			40	57								2								1
200261	2							活动BUFF	28			1	1	1			40	58								4								1
200262	2							活动BUFF	28			1	1	1			40	59								3								1
200900	2		62000	50020010				鱼竿	33			1														4								
200901	2		62001	50020011				鱼竿	33			1														4								
200902	2		62002	50020012				鱼竿	33			1														4								
200903	2		62003	50020013				鱼竿	33			1														4								
200904	2		62004	50020014				鱼竿	33			1														4								
200905	2		62005	50020015				鱼竿	33			1														4								
210001	2							名片	19			1000	99	1	1		29									4								1
210002	2							名片	19			1000	99	1	1		29									4								1
210003	2							名片	19			1000	99	1	1		29									4								1
210004	2							名片	19			1000	99	1	1		29									4								1
210005	2							名片	19			1000	99	1	1		29									4								1
210006	2							名片	19			1000	99	1	1		29									4								1
210007	2							名片	19			1000	99	1	1		29									4								1
210008	2							名片	19			1000	99	1	1		29									4								1
210009	2							名片	19			1000	99	1	1		29									4								1
210010	2							名片	19			1000	99	1	1		29									4								1
210011	2							名片	19			1000	99	1	1		29									4								1
210012	2							名片	19			1000	99	1	1		29									4								1
210013	2							名片	19			1000	99	1	1		29									4								1
210014	2							名片	19			1000	99	1	1		29									4								1
210015	2							名片	19			1000	99	1	1		29									4								1
210016	2							名片	19			1000	99	1	1		29									4								1
210017	2							名片	19			1000	99	1	1		29									4								1
210018	2							名片	19			1000	99	1	1		29									4								1
210019	2							名片	19			1000	99	1	1		29									4								1
210020	2							名片	19			1000	99	1	1		29									4								1
210021	2							名片	19			1000	99	1	1		29									4								1
210022	2							名片	19			1000	99	1	1		29									4								1
210023	2							名片	19			1000	99	1	1		29									4								1
210024	2							名片	19			1000	99	1	1		29									4								1
210025	2							名片	19			1000	99	1	1		29									4								1
210026	2							名片	19			1000	99	1	1		29									4								1
210027	2							名片	19			1000	99	1	1		29									4								1
210028	2							名片	19			1000	99	1	1		29									4								1
210029	2							名片	19			1000	99	1	1		29									4								1
210030	2							名片	19			1000	99	1	1		29									4								1
210031	2							名片	19			1000	99	1	1		29									4								1
210032	2							名片	19			1000	99	1	1		29									4								1
210033	2							名片	19			1000	99	1	1		29									4								1
210038	2							名片	19			1000	99	1	1		29									4								1
210039	2							名片	19			1000	99	1	1		29									4								1
210040	2							名片	19			1000	99	1	1		29									4								1
210041	2							名片	19			1000	99	1	1		29									4								1
210042	2							名片	19			1000	99	1	1		29									4								1
210043	2							名片	19			1000	99	1	1		29									4								1
210044	2							名片	19			1000	99	1	1		29									4								1
210045	2							名片	19			1000	99	1	1		29									4								1
210046	2							名片	19			1000	99	1	1		29									4								1
210047	2							名片	19			1000	99	1	1		29									4								1
210048	2							名片	19			1000	99	1	1		29									4								1
210049	2							名片	19			1000	99	1	1		29									4								1
210050	2							名片	19			1000	99	1	1		29									4								1
210051	2							名片	19			1000	99	1	1		29									4								1
210052	2							名片	19			1000	99	1	1		29									4								1
210053	2							名片	19			1000	99	1	1		29									4								1
210054	2							名片	19			1000	99	1	1		29									4								1
210055	2							名片	19			1000	99	1	1		29									4								1
210056	2							名片	19			1000	99	1	1		29									4								1
210057	2							名片	19			1000	99	1	1		29									4								1
210058	2							名片	19			1000	99	1	1		29									4								1
210059	2							名片	19			1000	99	1	1		29									4								1
210060	2							名片	19			1000	99	1	1		29									4								1
210061	2							名片	19			1000	99	1	1		29									4								1
210062	2							名片	19			1000	99	1	1		29									4								1
210063	2							名片	19			1000	99	1	1		29									4								1
210064	2							名片	19			1000	99	1	1		29									4								1
210065	2							名片	19			1000	99	1	1		29									4								1
210066	2							名片	19			1000	99	1	1		29									4								1
210067	2							名片	19			1000	99	1	1		29									4								1
210068	2							名片	19			1000	99	1	1		29									4								1
210069	2							名片	19			1000	99	1	1		29									4								1
210070	2							名片	19			1000	99	1	1		29									4								1
210071	2							名片	19			1000	99	1	1		29									4								1
210072	2							名片	19			1000	99	1	1		29									4								1
210073	2							名片	19			1000	99	1	1		29									4								1
210074	2							名片	19			1000	99	1	1		29									4								1
210075	2							名片	19			1000	99	1	1		29									4								1
210076	2							名片	19			1000	99	1	1		29									4								1
210077	2							名片	19			1000	99	1	1		29									4								1
210078	2							名片	19			1000	99	1	1		29									4								1
210079	2							名片	19			1000	99	1	1		29									4								1
210080	2							名片	19			1000	99	1	1		29									4								1
210081	2							名片	19			1000	99	1	1		29									4								1
210082	2							名片	19			1000	99	1	1		29									4								1
210083	2							名片	19			1000	99	1	1		29									4								1
210084	2							名片	19			1000	99	1	1		29									4								1
210085	2							名片	19			1000	99	1	1		29									4								1
210086	2							名片	19			1000	99	1	1		29									4								1
210087	2							名片	19			1000	99	1	1		29									4								1
210088	2							名片	19			1000	99	1	1		29									4								1
210089	2							名片	19			1000	99	1	1		29									4								1
210090	2							名片	19			1000	99	1	1		29									4								1
210091	2							名片	19			1000	99	1	1		29									4								1
210092	2							名片	19			1000	99	1	1		29									4								1
210093	2							名片	19			1000	99	1	1		29									4								1
210094	2							名片	19			1000	99	1	1		29									4								1
210095	2							名片	19			1000	99	1	1		29									4								1
210096	2							名片	19			1000	99	1	1		29									4								1
210097	2							名片	19			1000	99	1	1		29									4								1
210098	2							名片	19			1000	99	1	1		29									4								1
210099	2							名片	19			1000	99	1	1		29									4								1
210100	2							名片	19			1000	99	1	1		29									4								1
210101	2							名片	19			1000	99	1	1		29									4								1
210102	2							名片	19			1000	99	1	1		29									4								1
210103	2							名片	19			1000	99	1	1		29									4								1
210104	2							名片	19			1000	99	1	1		29									4								1
210105	2							名片	19			1000	99	1	1		29									4								1
210106	2							名片	19			1000	99	1	1		29									4								1
210107	2							名片	19			1000	99	1	1		29									4								1
210108	2							名片	19			1000	99	1	1		29									4								1
210109	2							名片	19			1000	99	1	1		29									4								1
210110	2							名片	19			1000	99	1	1		29									4								1
210111	2							名片	19			1000	99	1	1		29									4								1
210112	2							名片	19			1000	99	1	1		29									4								1
210113	2							名片	19			1000	99	1	1		29									4								1
210114	2							名片	19			1000	99	1	1		29									4								1
210115	2							名片	19			1000	99	1	1		29									4								1
210116	2							名片	19			1000	99	1	1		29									4								1
210117	2							名片	19			1000	99	1	1		29									4								1
210118	2							名片	19			1000	99	1	1		29									4								1
210119	2							名片	19			1000	99	1	1		29									4								1
210120	2							名片	19			1000	99	1	1		29									4								1
210121	2							名片	19			1000	99	1	1		29									4								1
210122	2							名片	19			1000	99	1	1		29									4								1
210123	2							名片	19			1000	99	1	1		29									4								1
210124	2							名片	19			1000	99	1	1		29									4								1
210125	2							名片	19			1000	99	1	1		29									4								1
210126	2							名片	19			1000	99	1	1		29									4								1
210127	2							名片	19			1000	99	1	1		29									4								1
210128	2							名片	19			1000	99	1	1		29									4								1
210129	2							名片	19			1000	99	1	1		29									4								1
210130	2							名片	19			1000	99	1	1		29									4								1
210131	2							名片	19			1000	99	1	1		29									4								1
210132	2							名片	19			1000	99	1	1		29									4								1
210133	2							名片	19			1000	99	1	1		29									4								1
210134	2							名片	19			1000	99	1	1		29									4								1
210135	2							名片	19			1000	99	1	1		29									4								1
210136	2							名片	19			1000	99	1	1		29									4								1
210137	2							名片	19			1000	99	1	1		29									4								1
210138	2							名片	19			1000	99	1	1		29									4								1
210139	2							名片	19			1000	99	1	1		29									4								1
210140	2							名片	19			1000	99	1	1		29									4								1
210141	2							名片	19			1000	99	1	1		29									4								1
210142	2							名片	19			1000	99	1	1		29									4								1
220001	2		145000					小道具	21			99														3								
220002	2		145001					小道具	21			99														3								
220003	2		45001					小道具	21			1														4								
220004	2		45020					小道具	21			1														4								
220005	2		25030					小道具	21			99														4								
220006	2		145020					小道具	21			99														3								
220007	2		300101					小道具	5			5														4								
220008	2		25000					小道具	21			1														4								
220009	2		45000					小道具	21			1														4								
220013	2		15000					小道具	21			1														4								
220014	2		65000					小道具	21			1														4								
220015	2		65001					小道具	21			1														4								
220016	2		65002					小道具	21			1														4								
220017	2		145023					小道具	21			99														3								
220018	2		25040					小道具	21			1														4								
220019	2		15010					小道具	21			1														4								
220020	2		25041					小道具	21			1														4								
220021	2		25010					小道具	21			1														4								
220022	2		15020					小道具	21			1														4								
220023	2		65020					小道具	21			1														4								
220024	2		55000					小道具	21			1														4								
220025	2		55020					小道具	21			1														4								
220026	2		5000					小道具	21			1														5								
220027	2		55010					小道具	21			1														4								
220028	2		45030					小道具	21			1	1													4								
220029	2		115010					小道具	21			99														3								
220030	2		115011					小道具	21			99														3								
220031	2		115012					小道具	21			99														3								
220032	2		145002					小道具	21			99														3								
220033	2		25020					小道具	21			1														4								
220034	2		45002					小道具	21			1														4								
220035	2		45040					小道具	21			1														4								
220036	2		35000					小道具	21			1														4								
220037	2		15030					小道具	21			1														4								
220038	2		65003					小道具	21			1														4								
220039	2		35010					小道具	21			1														4								
220040	2		35011					小道具	21			1														4								
220041	2		999999					小道具	21			1														4								
220042	2		15040					小道具	21			1														4								
220043	2		125000					小道具	21			99														3								
220044	2		55021					小道具	21			1														4								
220045	2		65030					小道具	21			1														4								
220046	2		115000					小道具	21			1														3								
220047	2		25050					小道具	21			1														4								
220048	2		35020					小道具	21			1														4								
220049	2		15050					小道具	21			1														4								
220050	2		999999					小道具	21			1														4								
220051	2		55022					小道具	21			1														4								
220052	2		15060					小道具	21			1														4								
220053	2		35030					小道具	21			1														4								
220054	2		999999					小道具	21			1														4								
220055	2		10					小道具	41			1	1													4								
220057	2		145003					小道具	21			99														3								
220058	2		45003					小道具	21			1														4								
220059	2		45050					小道具	21			1														4								
220060	2		410011					小道具	5			1														4								
220061	2		15070					小道具	21			1														4								
220062	2		65004					小道具	21			1														4								
220063	2		15080					小道具	21			1														4								
220064	2		15090					小道具	21			1														4								
220065	2		75010					小道具	21			1														4								
220066	2		35050					小道具	21			1														4								
220067	2		55030					小道具	21			1														4								
220068	2							小道具	2			1														0								
220069	2		10					小道具	46			1														4								
220070	2		25042					小道具	21			1														4								
220071	2		35030					小道具	21			1														4								
220073	2		15100					小道具	21			1														4								
220074	2		65040					小道具	21			1														4								
221001	2	0	300201	70600021	0			小道具图纸	5			2000	1				33	22001								3	1							
221002	2	0	300201	70600021	0			小道具图纸	5			2000	1				33	22002								3	1							
221003	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14003								4	1							
221004	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14004								4	1							
221005	2	0	300201	70600021	0			小道具图纸	5			2000	1				33	22005								4	1							
221006	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14006								3	1							
221007	2	0	300201	70600021	0			小道具图纸	5			2000	1				33	22007								4	1							
221008	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14008								4	1							
221009	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14009								4	1							
221017	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14017								3	1							
221032	2	0	300201	70600021	0			小道具图纸	5			2000	1				33	22032								3	1							
221034	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14034								4	1							
221035	2	0	300201	70600021	0			鱼饵图纸	5			2000	1				33	22033								2	1							
221036	2	0	300201	70600021	0			鱼饵图纸	5			2000	1				33	22034								2	1							
221037	2	0	300201	70600021	0			鱼饵图纸	5			2000	1				33	22035								2	1							
221038	2	0	300201	70600021	0			鱼饵图纸	5			2000	1				33	22036								2	1							
221039	2	0	300201	70600021	0			鱼饵图纸	5			2000	1				33	22037								2	1							
221057	2	0	300201	70600021	0			小道具图纸	5			2000	1				33	22057								3	1							
221058	2	0	300201	70600021	0			小道具图纸	5			2000	1				32	14058								4	1							
221010	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	13011								4	1							
221011	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	13012								4	1							
221012	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	13013								4	1							
221013	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	15001								4	1							
221014	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	15003								4	1							
221015	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	15005								4	1							
221016	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	15002								4	1							
221018	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	15004								4	1							
221019	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	16003								4	1							
221020	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	16001								4	1							
221021	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	16002								4	1							
221022	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	16005								4	1							
221023	2	0	300201	70600021	0		1	武器图纸	5			2000	1				32	16004								4	1							
222001	2		410011		0			家园模组	5			1	1				44	4								4								
222002	2		410011		0			家园模组	5			1	1				44	5								4								
223001	2		10					小道具	35			1														3								
223002	2		10					小道具	35			1														3								
223003	2		10					小道具	35			1														3								
223004	2		10					小道具	35			1														3								
223005	2		10					小道具	35			1														3								
223006	2		10					小道具	35			1														3								
223007	2		10					小道具	35			1														3								
223008	2		10					小道具	35			1														3								
223009	2		10					小道具	35			1														3								
223010	2		10					小道具	35			1														3								
223011	2		10					小道具	35			1														3								
223012	2		10					小道具	35			1														3								
340000	2							时装	30			1000	99	1			41	201401								4								
340001	2							时装	30			1000	99	1			41	200301								4								
340002	2							时装	30			1000	99	1			41	202701								4								
340003	2							时装	30			1000	99	1			41	204201								4								
340004	2							时装	30			1000	99	1			41	201601								5								
340005	2							时装	30			1000	99	1			41	203101								4								
340006	2							时装	30			1000	99	1			41	200302								4								
340007	2							时装	30			1000	99	1			41	202101								4								
340008	2							时装	30			1000	99	1			41	204101								4								
340009	2							时装	30			1000	99	1			41	204501								4								
350001	2		300301					家具套装图纸	29			1	1				39	1								4	1							
350002	2		300301					家具套装图纸	29			1	1				39	2								4	1							
350003	2		300301					家具套装图纸	29			1	1				39	3								4	1							
350004	2		300301					家具套装图纸	29			1	1				39	4								4	1							
350005	2		300301					家具套装图纸	29			1	1				39	5								4	1							
350006	2		300301					家具套装图纸	29			1	1				39	6								4	1							
350007	2		300301					家具套装图纸	29			1	1				39	7								4	1							
350008	2		300301					家具套装图纸	29			1	1				39	8								4	1							
350009	2		300301					家具套装图纸	29			1	1				39	9								4	1							
350010	2		300301					家具套装图纸	29			1	1				39	10								4	1							
350011	2		300301					家具套装图纸	29			1	1				39	11								4	1							
350012	2		300301					家具套装图纸	29			1	1				39	12								4	1							
350013	2		300301					家具套装图纸	29			1	1				39	13								4	1							
350014	2		300301					家具套装图纸	29			1	1				39	14								4	1							
350015	2		300301					家具套装图纸	29			1	1				39	15								4	1							
350016	2		300301					家具套装图纸	29			1	1				39	16								4	1							
350017	2		300301					家具套装图纸	29			1	1				39	17								4	1							
350018	2		300301					家具套装图纸	29			1	1				39	18								4	1							
350019	2		300301					家具套装图纸	29			1	1				39	19								4	1							
350020	2		300301					家具套装图纸	29			1	1				39	20								4	1							
350021	2		300301					家具套装图纸	29			1	1				39	21								4	1							
350022	2		300301					家具套装图纸	29			1	1				39	22								4	1							
350023	2		300301					家具套装图纸	29			1	1				39	23								4	1							
350024	2		300301					家具套装图纸	29			1	1				39	24								4	1							
350025	2		300301					家具套装图纸	29			1	1				39	25								4	1							
350026	2		300301					家具套装图纸	29			1	1				39	26								4	1							
350027	2		300301					家具套装图纸	29			1	1				39	27								4	1							
350028	2		300301					家具套装图纸	29			1	1				39	28								4	1							
350029	2		300301					家具套装图纸	29			1	1				39	29								4	1							
350030	2		300301					家具套装图纸	29			1	1				39	30								4	1							
350033	2		300301					家具套装图纸	29			1	1				39	33								4	1							
350034	2		300301					家具套装图纸	29			1	1				39	34								4	1							
350035	2		300301					家具套装图纸	29			1	1				39	35								4	1							
350036	2		300301					家具套装图纸	29			1	1				39	36								4	1							
350037	2		300301					家具套装图纸	29			1	1				39	37								4	1							
350038	2		300301					家具套装图纸	29			1	1				39	38								4	1							
350039	2		300301					家具套装图纸	29			1	1				39	39								4	1							
350040	2		300301					家具套装图纸	29			1	1				39	40								4	1							
350041	2		300301					家具套装图纸	29			1	1				39	41								4	1							
350042	2		300301					家具套装图纸	29			1	1				39	42								4	1							
350043	2		300301					家具套装图纸	29			1	1				39	43								4	1							
350044	2		300301					家具套装图纸	29			1	1				39	44								4	1							
350045	2		300301					家具套装图纸	29			1	1				39	45								4	1							
350046	2		300301					家具套装图纸	29			1	1				39	46								4	1							
350047	2		300301					家具套装图纸	29			1	1				39	47								4	1							
350048	2		300301					家具套装图纸	29			1	1				39	48								4	1							
350049	2		300301					家具套装图纸	29			1	1				39	49								4	1							
350050	2		300301					家具套装图纸	29			1	1				39	50								4	1							
350051	2		300301					家具套装图纸	29			1	1				39	51								4	1							
350052	2		300301					家具套装图纸	29			1	1				39	52								4	1							
350053	2		300301					家具套装图纸	29			1	1				39	53								4	1							
350054	2		300301					家具套装图纸	29			1	1				39	54								4	1							
350055	2		300301					家具套装图纸	29			1	1				39	55								4	1							
350056	2		300301					家具套装图纸	29			1	1				39	56								4	1							
350057	2		300301					家具套装图纸	29			1	1				39	57								4	1							
350058	2		300301					家具套装图纸	29			1	1				39	58								4	1							
350059	2		300301					家具套装图纸	29			1	1				39	59								4	1							
350060	2		300301					家具套装图纸	29			1	1				39	60								4	1							
350061	2		300301					家具套装图纸	29			1	1				39	61								4	1							
350062	2		300301					家具套装图纸	29			1	1				39	62								4	1							
350063	2		300301					家具套装图纸	29			1	1				39	63								4	1							
350064	2		300301					家具套装图纸	29			1	1				39	64								4	1							
350065	2		300301					家具套装图纸	29			1	1				39	65								4	1							
350066	2		300301					家具套装图纸	29			1	1				39	66								4	1							
350067	2		300301					家具套装图纸	29			1	1				39	67								4	1							
350068	2		300301					家具套装图纸	29			1	1				39	68								4	1							
350069	2		300301					家具套装图纸	29			1	1				39	69								4	1							
350070	2		300301					家具套装图纸	29			1	1				39	70								4	1							
350071	2		300301					家具套装图纸	29			1	1				39	71								4	1							
350072	2		300301					家具套装图纸	29			1	1				39	72								4	1							
350073	2		300301					家具套装图纸	29			1	1				39	73								4	1							
380101	2		300401				1	家具图纸	27			1	1				38	360101								3	1							
380102	2		300401				1	家具图纸	27			1	1				38	360102								3	1							
380201	2		300401				1	家具图纸	27			1	1				38	360201								3	1							
380202	2		300401				1	家具图纸	27			1	1				38	360202								3	1							
380301	2		300401				1	家具图纸	27			1	1				38	360301								3	1							
380302	2		300401				1	家具图纸	27			1	1				38	360302								3	1							
380401	2		300401				1	家具图纸	27			1	1				38	360401								3	1							
380402	2		300401				1	家具图纸	27			1	1				38	360402								3	1							
380403	2		300401				1	家具图纸	27			1	1				38	360403								3	1							
380404	2		300401				1	家具图纸	27			1	1				38	360404								3	1							
380405	2		300401				1	家具图纸	27			1	1				38	360405								4	1							
381101	2		300401				1	家具图纸	27			1	1				38	361101								3	1							
381102	2		300401				1	家具图纸	27			1	1				38	361102								3	1							
381103	2		300401				1	家具图纸	27			1	1				38	361103								3	1							
381104	2		300401				1	家具图纸	27			1	1				38	361104								3	1							
381105	2		300401				1	家具图纸	27			1	1				38	361105								3	1							
381106	2		300401				1	家具图纸	27			1	1				38	361106								3	1							
381201	2		300401				1	家具图纸	27			1	1				38	361201								4	1							
381202	2		300401				1	家具图纸	27			1	1				38	361202								4	1							
381203	2		300401				1	家具图纸	27			1	1				38	361203								4	1							
381204	2		300401				1	家具图纸	27			1	1				38	361204								4	1							
381205	2		300401				1	家具图纸	27			1	1				38	361205								4	1							
381206	2		300401				1	家具图纸	27			1	1				38	361206								3	1							
381207	2		300401				1	家具图纸	27			1	1				38	361207								3	1							
381208	2		300401				1	家具图纸	27			1	1				38	361208								3	1							
381301	2		300401				1	家具图纸	27			1	1				38	361301								3	1							
381302	2		300401				1	家具图纸	27			1	1				38	361302								3	1							
381303	2		300401				1	家具图纸	27			1	1				38	361303								3	1							
381304	2		300401				1	家具图纸	27			1	1				38	361304								4	1							
381305	2		300401				1	家具图纸	27			1	1				38	361305								3	1							
381306	2		300401				1	家具图纸	27			1	1				38	361306								3	1							
381307	2		300401				1	家具图纸	27			1	1				38	361307								2	1							
381308	2		300401				1	家具图纸	27			1	1				38	361308								3	1							
381309	2		300401				1	家具图纸	27			1	1				38	361309								3	1							
381310	2		300401				1	家具图纸	27			1	1				38	361310								3	1							
381311	2		300401				1	家具图纸	27			1	1				38	361311								3	1							
381401	2		300401				1	家具图纸	27			1	1				38	361401								3	1							
381402	2		300401				1	家具图纸	27			1	1				38	361402								3	1							
381501	2		300401				1	家具图纸	27			1	1				38	361501								3	1							
382101	2		300401				1	家具图纸	27			1	1				38	362101								4	1							
382102	2		300401				1	家具图纸	27			1	1				38	362102								3	1							
382103	2		300401				1	家具图纸	27			1	1				38	362103								3	1							
382104	2		300401				1	家具图纸	27			1	1				38	362104								2	1							
382105	2		300401				1	家具图纸	27			1	1				38	362105								3	1							
382106	2		300401				1	家具图纸	27			1	1				38	362106								3	1							
382201	2		300401				1	家具图纸	27			1	1				38	362201								3	1							
382202	2		300401				1	家具图纸	27			1	1				38	362202								4	1							
382203	2		300401				1	家具图纸	27			1	1				38	362203								4	1							
382204	2		300401				1	家具图纸	27			1	1				38	362204								3	1							
382205	2		300401				1	家具图纸	27			1	1				38	362205								3	1							
382206	2		300401				1	家具图纸	27			1	1				38	362206								4	1							
382207	2		300401				1	家具图纸	27			1	1				38	362207								4	1							
382301	2		300401				1	家具图纸	27			1	1				38	362301								3	1							
382302	2		300401				1	家具图纸	27			1	1				38	362302								3	1							
382303	2		300401				1	家具图纸	27			1	1				38	362303								3	1							
382304	2		300401				1	家具图纸	27			1	1				38	362304								3	1							
383101	2		300401				1	家具图纸	27			1	1				38	363101								3	1							
383102	2		300401				1	家具图纸	27			1	1				38	363102								3	1							
383103	2		300401				1	家具图纸	27			1	1				38	363103								3	1							
383104	2		300401				1	家具图纸	27			1	1				38	363104								3	1							
383201	2		300401				1	家具图纸	27			1	1				38	363201								3	1							
383202	2		300401				1	家具图纸	27			1	1				38	363202								3	1							
383203	2		300401				1	家具图纸	27			1	1				38	363203								3	1							
383204	2		300401				1	家具图纸	27			1	1				38	363204								3	1							
383205	2		300401				1	家具图纸	27			1	1				38	363205								3	1							
383301	2		300401				1	家具图纸	27			1	1				38	363301								3	1							
383302	2		300401				1	家具图纸	27			1	1				38	363302								3	1							
383303	2		300401				1	家具图纸	27			1	1				38	363303								3	1							
383304	2		300401				1	家具图纸	27			1	1				38	363304								3	1							
383305	2		300401				1	家具图纸	27			1	1				38	363305								3	1							
383306	2		300401				1	家具图纸	27			1	1				38	363306								3	1							
383307	2		300401				1	家具图纸	27			1	1				38	363307								3	1							
383308	2		300401				1	家具图纸	27			1	1				38	363308								3	1							
383309	2		300401				1	家具图纸	27			1	1				38	363309								3	1							
384101	2		300401				1	家具图纸	27			1	1				38	364101								4	1							
384102	2		300401				1	家具图纸	27			1	1				38	364102								4	1							
384103	2		300401				1	家具图纸	27			1	1				38	364103								4	1							
384104	2		300401				1	家具图纸	27			1	1				38	364104								4	1							
384105	2		300401				1	家具图纸	27			1	1				38	364105								4	1							
384106	2		300401				1	家具图纸	27			1	1				38	364106								4	1							
384201	2		300401				1	家具图纸	27			1	1				38	364201								2	1							
384202	2		300401				1	家具图纸	27			1	1				38	364202								3	1							
384203	2		300401				1	家具图纸	27			1	1				38	364203								2	1							
384204	2		300401				1	家具图纸	27			1	1				38	364204								2	1							
384205	2		300401				1	家具图纸	27			1	1				38	364205								2	1							
384206	2		300401				1	家具图纸	27			1	1				38	364206								3	1							
384207	2		300401				1	家具图纸	27			1	1				38	364207								3	1							
384208	2		300401				1	家具图纸	27			1	1				38	364208								4	1							
384209	2		300401				1	家具图纸	27			1	1				38	364209								2	1							
384210	2		300401				1	家具图纸	27			1	1				38	364210								2	1							
384211	2		300401				1	家具图纸	27			1	1				38	364211								4	1							
390101	2		300401				1	家具图纸	27			1	1				38	370101								2	1							
390102	2		300401				1	家具图纸	27			1	1				38	370102								2	1							
390103	2		300401				1	家具图纸	27			1	1				38	370103								3	1							
390104	2		300401				1	家具图纸	27			1	1				38	370104								3	1							
390105	2		300401				1	家具图纸	27			1	1				38	370105								3	1							
390106	2		300401				1	家具图纸	27			1	1				38	370106								3	1							
390107	2		300401				1	家具图纸	27			1	1				38	370107								3	1							
390108	2		300401				1	家具图纸	27			1	1				38	370108								3	1							
390201	2		300401				1	家具图纸	27			1	1				38	370201								3	1							
390202	2		300401				1	家具图纸	27			1	1				38	370202								3	1							
390203	2		300401				1	家具图纸	27			1	1				38	370203								3	1							
390204	2		300401				1	家具图纸	27			1	1				38	370204								3	1							
390205	2		300401				1	家具图纸	27			1	1				38	370205								3	1							
390206	2		300401				1	家具图纸	27			1	1				38	370206								3	1							
390207	2		300401				1	家具图纸	27			1	1				38	370207								3	1							
390208	2		300401				1	家具图纸	27			1	1				38	370208								3	1							
390301	2		300401				1	家具图纸	27			1	1				38	370301								3	1							
390302	2		300401				1	家具图纸	27			1	1				38	370302								3	1							
390303	2		300401				1	家具图纸	27			1	1				38	370303								3	1							
390304	2		300401				1	家具图纸	27			1	1				38	370304								4	1							
