子任务ID	父任务ID	序列	子任务组	禁止进入联机	显示状态	[领取条件]组合	[领取条件]1类型	[领取条件]1参数1	[领取条件]1参数2	[领取条件]1参数3	[领取条件]2类型	[领取条件]2参数1	[领取条件]2参数2	[领取条件]2参数3	[领取条件]3类型	[领取条件]3参数1	[领取条件]3参数2	[领取条件]3参数3	[完成条件]组合	[完成条件]1类型	[完成条件]1参数1	[完成条件]1参数2	[完成条件]1复杂参数	[完成条件]1次数	[完成条件]2类型	[完成条件]2参数1	[完成条件]2参数2	[完成条件]2复杂参数	[完成条件]2次数	[完成条件]3类型	[完成条件]3参数1	[完成条件]3复杂参数	[完成条件]3次数	[失败条件]组合	[失败条件]1类型	[失败条件]1参数1	[失败条件]1复杂参数	[失败条件]1次数	[失败条件]2类型	[失败条件]2参数1	[失败条件]2复杂参数	[失败条件]2次数	[任务指引]类型	[任务指引]自动开启或关闭	[任务指引]参数1	[任务指引]参数2	[任务指引]参数3	[任务指引]参数4	[任务指引]参数5	[任务指引]场景ID	[任务指引]样式	[任务指引]显示层级	场景内指引	完成父任务	失败父任务	是存档点	[任务道具]ID	[任务道具]数量	[执行]1类型	[执行]1参数1	[执行]1参数2	[执行]2类型	[执行]2参数1	[执行]2参数2	[执行]3类型	[执行]3参数1	[执行]3参数2	[执行]4类型	[执行]4参数1	[执行]4参数2	[失败执行]1类型	[失败执行]1参数1	[失败执行]1参数2	[失败执行]2类型	[失败执行]2参数1	[失败执行]2参数2	[失败执行]3类型	[失败执行]3参数1	[失败执行]3参数2	[开始执行]1类型	[开始执行]1参数1	[开始执行]1参数2	[开始执行]2类型	[开始执行]2参数1	[开始执行]2参数2	[开始执行]3类型	[开始执行]3参数1	[开始执行]3参数2	独占NPC	共享NPC	独占优先级	试用角色列表	加载技能组	独占情境ID	CoopPointID	刷新是否限定单机	关卡映射
99003	990	1					1	99902	3											4	99003																						2		1001					3	2	2		1		1																																									
99004	990	1					1	99902	3											4	99004																						2		1001					3	2	2		1		1																																									
99005	990	1					1	99902	3											4	99005																						2		1025					3	2	2				1																																									
99006	990	1					1	99905	3											4	99006																						2		1025					3	2	2		1		1																																									
99007	990	1					1	99902	3											4	99007																						2		1008					1004	2	2		1		1																																									
99301	993	1					1	99902	3											17	1023																																			1																																									
99302	993	2					1	99301	3											4	99302														8	99302																				1																																									
99303	993	3					1	99302	4											4	99303																																			1			14	99302																																					
99304	993	4					1	99302	3											4	99304																																	1		1																																									
99401	994	1					1	99902	3											4																																		1		1																																									
99501	995	1					1	99902	3											4																							1		QuestChurchMark											1																																									
99502	995	2					1	99501	3											4																							1		QuestChurchMark											1																																									
99601	996	1					1	99902	3											4																							1		QuestChurchMark											1																																					AmborBomber_StaminaReduced_Quest				
99602	996	2					1	99601	3											4																							1		QuestChurchMark									1		1																																									
99603	996	3					1	99903	3										2	4	99603				23	3	305																													1																																			1100			1009		1	
99604	996	4					1	99903	3										2	4	99604				5	108103			1																											1																																	1439		1100			1009			
99701	997	1					1	99902	3											2	99701																																	1																																											
99801	998	1					1	35724	4											2	99801																																			1																																									
99802	998	2					1	99801	3											4	99802														8	99802																																																													
99803	998	3					1	99802	3											2	99802													2	2	99803			5	100210																1															14	99801																									
99804	998	4					1	99803	3											4	99804														8	99804																																																													
99805	998	5					1	99804	3											2	99804														2	99805																		1		1															14	99803																									
99806	998	6					1	99902	3											4	99806																																			1			21	6																													1001		1100						
99807	998	7					1	99806	3											4	99807																																			1			21	13																													1001,1006		1100						
99808	998	8					1	99903	3											4	99808																																			1																								28	4133701										1100			1009			
99809	998	9					1	99903	3										2	4	99809				142	220009																														1																								63	4133701								1441		1100			1009			
99901	999	1					1	35724	4											2	99902																																																																												
99902	999	2					1	99901	3											2	99908																																	1																																											
99903	999	3					1	99902	3											18	0		0,24																																																																										
99904	999	4					1	99903	3											4	99904																																	1		1																																									
99905	999	5					38	99920			1	99902	3							4																																							23	99923	1																																				
99906	999	6					38	99921			1	99902	3							4																																							23	99923	1																																				
99919	999	19			1	1	44	10002	1		17	20								18	0		0,24																																																																										
99920	999	20					1	99903	3											4	99920														129																																																						1439		1100			1009			
99921	999	21		1			1	99903	3											4	99921														129								3		133107155	155004	-439:233:791			3																														46	3	133107155	19	3	133107155,1				1441		1100			1009			
99922	999	22					1	99903	3										2	4	99922																						3		133102795	795001	1370:200:-184			3									54	133102929																				46	3	133102795							1439,1441		1100			1009			
99923	999	23					1	99903	3										2	24	99923			2																																			54	133102922																															1100			1009			
1010001	10100	1					1	31101	3											6	1107																						1		Q10100_Target					1004	2	2																																						1007	1100			1012001			
1010002	10100	2					1	1010001	3											2	1010001																						2		1007					1004	2	2																																					1007		1100			1012001			
1010003	10100	3					1	1010002	3											2	1010003																						2		1007					3	2	2				1																																	1007,1435		1100						
1010019	10100	4			1		1	1010002	3											2	1010045																																																																												
1010010	10100	5					1	1010003	3											2	1010045																						2		1435					3	2	2																																					1007,1435		1100						
1010011	10100	6			1		1	1010002	3											2	1010017																																																																												
1010012	10100	7			1		1	1010002	3											2	1010018																																																																												
1010013	10100	8			1		1	1010002	3											2	1010019																																																																												
1010014	10100	9			1		1	1010002	3											2	1010040																																																																												
1010015	10100	10			1		1	1010002	3											2	1010011																																																																												
1010016	10100	11			1		1	1010002	3											2	1010042																																																																												
1010017	10100	12			1		1	1010002	3											2	1010013																																																																												
1010018	10100	13			1		1	1010017	3											2	1010042																																																																												
1010004	10100	14					1	1010010	3											2	1010004																						2		1419					3	2	2				1																																	1007,1419		1100						
1010005	10100	15					1	1010004	3											22			1010083,1010084,1010085,1010086,1010087																				2		1007					3	2	2																																					1007,1419		1100						
1010021	10100	16			1		1	1010004	3											2	1010083																																																																												
1010022	10100	17			1		1	1010004	3											2	1010084																																																																												
1010023	10100	18			1		1	1010004	3											2	1010085																																																																												
1010024	10100	19			1		1	1010004	3											2	1010086																																																																												
1010025	10100	20			1		1	1010004	3											2	1010087																																						1	108018	1																																				
1010026	10100	21			1		1	1010004	3											2	1010023																																																																												
1010027	10100	22			1		1	1010004	3											2	1010005																																																																												
1010028	10100	23			1		1	1010004	3											4	1010028																																																																												
1010029	10100	24			1		1	1010004	3											22			1010026,1010027,1010028,1010029,1010035																																																																		1007,1419		1100						
1010006	10100	25					1	1010005	3											4	1010006																																																																				1007,1419		1100						
1010007	10100	26					1	1010006	3											2	1010007																						2		1419					3	2	2																																					1007,1419		1100						
1010008	10100	28					1	1010007	3											2	1010067																						2		1427					3	2	2				1																																	1007,1427		1100						
1010038	10100	29			1		1	1010007	3											2	1010008																																																																												
1010031	10100	30			1		1	1010007	3											2	1010062																																																																												
1010032	10100	31			1		1	1010007	3											2	1010063																																																																												
1010033	10100	32			1		1	1010007	3											2	1010064																																																																												
1010034	10100	33			1		1	1010007	3											2	1010065																																																																												
1010035	10100	34			1		1	1010007	3											2	1010059																																																																												
1010036	10100	35			1		1	1010007	3											2	1010061																																																																												
1010037	10100	36			1		1	1010007	3										1	2	1010053				2	1010054																																																																							
1010044	10100	37					1	1010008	3											25	70700005																						1		Q1010009Lisa	60				3																																							1007		1100						
1010009	10100	38					1	1010044	3											2	1010009																						2		1427					3	2	2		1		1																																	1007		1100						
1010117	10101	1					1	1010009	3											25	70700005																						1		Q10101Target1	60				3						1																								19	3	133003473,2								1007	1100						
1010118	10101	2					1	1010117	3											25	70700005																						1		Q10101Target2	60				3						1																																	1007		1100						
1010119	10101	3					1	1010118	3											25	70700005																						1		Q10101Target3	60				3						1																								17	3	89							1007		1100						
1010120	10101	4			1		1	1010119	3											2	1010120																																																																				1007		1100						
1010101	10101	5					1	1010120	3											4	1010101																						1		Q10101BookRoute2	120				3																																							1007		1100						
1010102	10101	6			1		1	1010120	3											6	1108																																																																												
1010103	10101	7			1		1	1010102	3											6	1109																																																																												
1010104	10101	8			1		1	1010103	3											6	1110																																																																												
1010105	10101	9			1		1	1010104	3											6	1111																																																																												
1010106	10101	10			1		1	1010105	3											6	1112																																						19	3	133003473,1																																				
1010114	10101	11			1		1	1010106	3											2	1010107																																																																												
1010121	10101	12			1		1	1010103	3											2	1010107																																						2	3	89																												1007		1100						
1010107	10101	13					1	1010114	3											9	1002	89																					1		Q10101Target					3	4					1			12	10																													1007		1100						
1010111	10101	14		1			1	1010107	3											20			LisaKey1											2	19	1002			10	3																1															14	1010107	删除试用角色	10															1007		1100	10					
1010113	10101	15		1			1	1010111	3											20			2200100081											2	19	1002			10	3																1															14	1010107	删除试用角色	10															1007		1100	10					
1010112	10101	16		1	1		1	1010113	3											2	1010112													2	19	1002			10	3																1															14	1010107	删除试用角色	10															1007		1100	10					
1010116	10101	17		1			1	1010112	3											20			22001000901											2	19	1002			10	3																1															14	1010107	删除试用角色	10						15	20010	220010008							1007		1100	10					
1010108	10101	18		1	1		1	1010116	3										2	2	1010108				10	3																														1			17	3	89																												1007		1100	10					
1010122	10101	19		1	1		1	1010116	3											10	3																																						20	10																																					
1010109	10101	20		1			1	1010108	3											6	1107																						1		Q10100_Target					1004	2					1			19	1004	201004003,2																			19	1004	201004003,1							1007		1100			1012001			
1010110	10101	21		1	1		1	1010109	3											2	1010110																																																																				1007		1100			1012001			
1010115	10101	22		1			1	1010110	3											20			201004003																				1		Q10101Book					1004	2			1		1																								15	1004	201004003							1007		1100			1012001			
2500001	25000	1			1		17	25												112				25																														1																																											
2500101	25001	1				1	1	2500001	3		17	25								9	2008	48																					1		Q25001Target					3	2	2				1																																									
2500102	25001	2				1	1	2500101	3		17	25								11	2008	48													19	2008																		1																	14	2500101																									
2500201	25002	1			1		1	99902	3											112				30																														1																																											
2500301	25003	1				1	1	99902	3		17	30								9	2010	48																					1		Q25003Target					3	2	2				1																																									
2500302	25003	2				1	1	99902	3		17	30								11	2010	48													19	2010																		1																	14	2500301																									
2500401	25004	1			1		17	35												112				35																														1																																											
2500501	25005	1				1	1	2500401	3		17	35								9	2012	48																					1		Q25005Target					3	2	2				1																																									
2500502	25005	2				1	1	2500501	3		17	35								11	2012	48													19	2012																		1																	14	2500501																									
2500601	25006	1			1		1	99902	3											112				40																														1																																											
2500701	25007	1				1	1	99902	3		17	40								9	2012	48																					1		Q25007Target					3	2	2				1																																									
2500702	25007	2				1	1	99902	3		17	40								11	2012	48													19	2012																		1																	14	2500701																									
2500801	25008	1			1		17	45												112				45																														1																																											
2500901	25009	1				1	1	2500801	3		17	45								9	2014	48																					1		Q25009Target					3	2	2				1																																									
2500902	25009	2				1	1	2500901	3		17	45								11	2014	48													19	2014																		1																	14	2500901																									
2501001	25010	1			1		17	50	3											112				50																														1																																											
2501101	25011	1				1	1	2501001	3		17	50								9	2016	48																					1		Q25009Target					3	2	2				1																																									
2501102	25011	2				1	1	2501101	3		17	50								11	2016	48													19	2016																		1																	14	2501101																									
2501201	25012	1			1		1	99902	3											112				55																														1																																											
2501301	25013	1				1	1	99902	3		17	55								9	2015	48																					1		Q25009Target					3	2	2				1																																									
2501302	25013	2				1	1	99902	3		17	55								11	2015	48													19	2015																		1																	14	2501301																									
