技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	参数18	参数19	参数20	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	消耗道具4ID	消耗道具4数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	生活效果参数5	效果全队生效	生活天赋不可见
683204	Dori_SkillUpgrade_2					1.841	0.3945	9																		6832	4	3	25000	104333	4	112066	4	0	0	0	0			3								
683205	Dori_SkillUpgrade_2					1.95146	0.41817	9																		6832	5	3	30000	104333	6	112066	6	0	0	0	0			4								
683206	Dori_SkillUpgrade_2					2.06192	0.44184	9																		6832	6	3	37500	104333	9	112066	9	0	0	0	0			4								
683207	Dori_SkillUpgrade_2					2.2092	0.4734	9																		6832	7	3	120000	104334	4	112067	4	113018	1	0	0			5								
683208	Dori_SkillUpgrade_2					2.35648	0.50496	9																		6832	8	3	260000	104334	6	112067	6	113018	1	0	0			5								
683209	Dori_SkillUpgrade_2					2.50376	0.53652	9																		6832	9	3	450000	104334	12	112067	9	113018	2	0	0			6								
683210	Dori_SkillUpgrade_2					2.65104	0.56808	9																		6832	10	3	700000	104334	16	112067	12	113018	2	104319	1			6								
683211	Dori_SkillUpgrade_2					2.79832	0.59964	9																		6832	11	3	0	0	0	0	0	0	0	0	0			6								
683212	Dori_SkillUpgrade_2					2.9456	0.6312	9																		6832	12	3	0	0	0	0	0	0	0	0	0			6								
683213	Dori_SkillUpgrade_2					3.1297	0.67065	9																		6832	13	3	0	0	0	0	0	0	0	0	0			6								
683214	Dori_SkillUpgrade_2					3.3138	0.7101	9																		6832	14	3	0	0	0	0	0	0	0	0	0			6								
683215	Dori_SkillUpgrade_2					3.4979	0.74955	9																		6832	15	3	0	0	0	0	0	0	0	0	0			6								
683901	Dori_SkillUpgrade_3					0.158824	0.0667	641.97958	1.6	12	20	80														6839	1	3	0	0	0	0	0	0	0	0	0			0								
683902	Dori_SkillUpgrade_3					0.170736	0.071702	706.186461	1.7	12	20	80														6839	2	3	12500	104332	3	112065	6	0	0	0	0			2								
683903	Dori_SkillUpgrade_3					0.182648	0.076705	775.743916	1.8	12	20	80														6839	3	3	17500	104333	2	112066	3	0	0	0	0			3								
683904	Dori_SkillUpgrade_3					0.19853	0.083375	850.651944	1.9	12	20	80														6839	4	3	25000	104333	4	112066	4	0	0	0	0			3								
683905	Dori_SkillUpgrade_3					0.210442	0.088377	930.910546	2	12	20	80														6839	5	3	30000	104333	6	112066	6	0	0	0	0			4								
683906	Dori_SkillUpgrade_3					0.222354	0.09338	1016.519722	2.1	12	20	80														6839	6	3	37500	104333	9	112066	9	0	0	0	0			4								
683907	Dori_SkillUpgrade_3					0.238236	0.10005	1107.47947	2.2	12	20	80														6839	7	3	120000	104334	4	112067	4	113018	1	0	0			5								
683908	Dori_SkillUpgrade_3					0.254118	0.10672	1203.789793	2.3	12	20	80														6839	8	3	260000	104334	6	112067	6	113018	1	0	0			5								
683909	Dori_SkillUpgrade_3					0.270001	0.11339	1305.450688	2.4	12	20	80														6839	9	3	450000	104334	12	112067	9	113018	2	0	0			6								
683910	Dori_SkillUpgrade_3					0.285883	0.12006	1412.462157	2.5	12	20	80														6839	10	3	700000	104334	16	112067	12	113018	2	104319	1			6								
683911	Dori_SkillUpgrade_3					0.301766	0.12673	1524.8242	2.5	12	20	80														6839	11	3	0	0	0	0	0	0	0	0	0			6								
683912	Dori_SkillUpgrade_3	0				0.317648	0.1334	1642.536816	2.5	12	20	80														6839	12	3	0	0	0	0	0	0	0	0	0			6								
683913	Dori_SkillUpgrade_3	0				0.337501	0.141737	1765.600005	2.5	12	20	80														6839	13	3	0	0	0	0	0	0	0	0	0			6								
683914	Dori_SkillUpgrade_3	0				0.357354	0.150075	1894.013768	2.5	12	20	80														6839	14	3	0	0	0	0	0	0	0	0	0			6								
683915	Dori_SkillUpgrade_3	0				0.377207	0.158412	2027.778105	2.5	12	20	80														6839	15	3	0	0	0	0	0	0	0	0	0			6								
692101	Tighnari_PermanentSkill_1					50	4																			6921	1	2	0	0	0	0	0	0	0	0	0			1								
692201	Tighnari_PermanentSkill_2					0.0006	0.6																			6922	1	2	0	0	0	0	0	0	0	0	0			4								
692301	Tighnari_PermanentSkill_3																									6923	1	2	0	0	0	0	0	0	0	0	0			0							1	
693101	Tighnari_SkillUpgrade_1					0.44634	0.41968	0.26445	0.68628	0.4386	1.24	0.872	0.386	0.568288	1.136335	1.419344										6931	1	3	0	0	0	0	0	0	0	0	0			0								
693102	Tighnari_SkillUpgrade_1					0.48267	0.45384	0.285975	0.74214	0.4743	1.333	0.9374	0.41495	0.614544	1.228828	1.534872										6931	2	3	12500	104329	3	112059	6	0	0	0	0			2								
693103	Tighnari_SkillUpgrade_1					0.519	0.488	0.3075	0.798	0.51	1.426	1.0028	0.4439	0.6608	1.32132	1.6504										6931	3	3	17500	104330	2	112060	3	0	0	0	0			3								
693104	Tighnari_SkillUpgrade_1					0.5709	0.5368	0.33825	0.8778	0.561	1.55	1.09	0.4825	0.72688	1.453452	1.81544										6931	4	3	25000	104330	4	112060	4	0	0	0	0			3								
693105	Tighnari_SkillUpgrade_1					0.60723	0.57096	0.359775	0.93366	0.5967	1.643	1.1554	0.51145	0.773136	1.545944	1.930968										6931	5	3	30000	104330	6	112060	6	0	0	0	0			4								
693106	Tighnari_SkillUpgrade_1					0.64875	0.61	0.384375	0.9975	0.6375	1.736	1.2208	0.5404	0.826	1.65165	2.063										6931	6	3	37500	104330	9	112060	9	0	0	0	0			4								
693107	Tighnari_SkillUpgrade_1					0.70584	0.66368	0.4182	1.08528	0.6936	1.86	1.308	0.579	0.898688	1.796995	2.244544										6931	7	3	120000	104331	4	112061	4	113034	1	0	0			5								
693108	Tighnari_SkillUpgrade_1					0.76293	0.71736	0.452025	1.17306	0.7497	1.984	1.3952	0.6176	0.971376	1.94234	2.426088										6931	8	3	260000	104331	6	112061	6	113034	1	0	0			5								
693109	Tighnari_SkillUpgrade_1					0.82002	0.77104	0.48585	1.26084	0.8058	2.108	1.4824	0.6562	1.044064	2.087686	2.607632										6931	9	3	450000	104331	12	112061	9	113034	2	0	0			6								
693110	Tighnari_SkillUpgrade_1					0.8823	0.8296	0.52275	1.3566	0.867	2.232	1.5696	0.6948	1.12336	2.246244	2.80568										6931	10	3	700000	104331	16	112061	12	113034	2	104319	1			6								
693111	Tighnari_SkillUpgrade_1					0.94458	0.88816	0.55965	1.45236	0.9282	2.356	1.6568	0.7334	1.202656	2.404802	3.003728										6931	11	3	0	0	0	0	0	0	0	0	0			6								
693112	Tighnari_SkillUpgrade_1					1.00686	0.94672	0.59655	1.54812	0.9894	2.48	1.744	0.772	1.281952	2.563361	3.201776										6931	12	3	0	0	0	0	0	0	0	0	0			6								
693113	Tighnari_SkillUpgrade_1					1.06914	1.00528	0.63345	1.64388	1.0506	2.635	1.853	0.82025	1.361248	2.721919	3.399824										6931	13	3	0	0	0	0	0	0	0	0	0			6								
693114	Tighnari_SkillUpgrade_1					1.13142	1.06384	0.67035	1.73964	1.1118	2.79	1.962	0.8685	1.440544	2.880478	3.597872										6931	14	3	0	0	0	0	0	0	0	0	0			6								
693115	Tighnari_SkillUpgrade_1					1.1937	1.1224	0.70725	1.8354	1.173	2.945	2.071	0.91675	1.51984	3.039036	3.79592										6931	15	3	0	0	0	0	0	0	0	0	0			6								
693201	Tighnari_SkillUpgrade_2					1.496	8	12	12																	6932	1	3	0	0	0	0	0	0	0	0	0			0								
693202	Tighnari_SkillUpgrade_2					1.6082	8	12	12																	6932	2	3	12500	104329	3	112059	6	0	0	0	0			2								
693203	Tighnari_SkillUpgrade_2					1.7204	8	12	12																	6932	3	3	17500	104330	2	112060	3	0	0	0	0			3								
693204	Tighnari_SkillUpgrade_2					1.87	8	12	12																	6932	4	3	25000	104330	4	112060	4	0	0	0	0			3								
693205	Tighnari_SkillUpgrade_2					1.9822	8	12	12																	6932	5	3	30000	104330	6	112060	6	0	0	0	0			4								
693206	Tighnari_SkillUpgrade_2					2.0944	8	12	12																	6932	6	3	37500	104330	9	112060	9	0	0	0	0			4								
693207	Tighnari_SkillUpgrade_2					2.244	8	12	12																	6932	7	3	120000	104331	4	112061	4	113034	1	0	0			5								
693208	Tighnari_SkillUpgrade_2					2.3936	8	12	12																	6932	8	3	260000	104331	6	112061	6	113034	1	0	0			5								
693209	Tighnari_SkillUpgrade_2					2.5432	8	12	12																	6932	9	3	450000	104331	12	112061	9	113034	2	0	0			6								
693210	Tighnari_SkillUpgrade_2					2.6928	8	12	12																	6932	10	3	700000	104331	16	112061	12	113034	2	104319	1			6								
693211	Tighnari_SkillUpgrade_2					2.8424	8	12	12																	6932	11	3	0	0	0	0	0	0	0	0	0			6								
693212	Tighnari_SkillUpgrade_2					2.992	8	12	12																	6932	12	3	0	0	0	0	0	0	0	0	0			6								
693213	Tighnari_SkillUpgrade_2					3.179	8	12	12																	6932	13	3	0	0	0	0	0	0	0	0	0			6								
693214	Tighnari_SkillUpgrade_2					3.366	8	12	12																	6932	14	3	0	0	0	0	0	0	0	0	0			6								
693215	Tighnari_SkillUpgrade_2					3.553	8	12	12																	6932	15	3	0	0	0	0	0	0	0	0	0			6								
693901	Tighnari_SkillUpgrade_3					0.5562	0.6798	12	40																	6939	1	3	0	0	0	0	0	0	0	0	0			0								
693902	Tighnari_SkillUpgrade_3					0.597915	0.730785	12	40																	6939	2	3	12500	104329	3	112059	6	0	0	0	0			2								
693903	Tighnari_SkillUpgrade_3					0.63963	0.78177	12	40																	6939	3	3	17500	104330	2	112060	3	0	0	0	0			3								
693904	Tighnari_SkillUpgrade_3					0.69525	0.84975	12	40																	6939	4	3	25000	104330	4	112060	4	0	0	0	0			3								
693905	Tighnari_SkillUpgrade_3					0.736965	0.900735	12	40																	6939	5	3	30000	104330	6	112060	6	0	0	0	0			4								
693906	Tighnari_SkillUpgrade_3					0.77868	0.95172	12	40																	6939	6	3	37500	104330	9	112060	9	0	0	0	0			4								
693907	Tighnari_SkillUpgrade_3					0.8343	1.0197	12	40																	6939	7	3	120000	104331	4	112061	4	113034	1	0	0			5								
693908	Tighnari_SkillUpgrade_3					0.88992	1.08768	12	40																	6939	8	3	260000	104331	6	112061	6	113034	1	0	0			5								
693909	Tighnari_SkillUpgrade_3					0.94554	1.15566	12	40																	6939	9	3	450000	104331	12	112061	9	113034	2	0	0			6								
693910	Tighnari_SkillUpgrade_3					1.00116	1.22364	12	40																	6939	10	3	700000	104331	16	112061	12	113034	2	104319	1			6								
693911	Tighnari_SkillUpgrade_3					1.05678	1.29162	12	40																	6939	11	3	0	0	0	0	0	0	0	0	0			6								
693912	Tighnari_SkillUpgrade_3					1.1124	1.3596	12	40																	6939	12	3	0	0	0	0	0	0	0	0	0			6								
693913	Tighnari_SkillUpgrade_3					1.181925	1.444575	12	40																	6939	13	3	0	0	0	0	0	0	0	0	0			6								
693914	Tighnari_SkillUpgrade_3					1.25145	1.52955	12	40																	6939	14	3	0	0	0	0	0	0	0	0	0			6								
693915	Tighnari_SkillUpgrade_3					1.320975	1.614525	12	40																	6939	15	3	0	0	0	0	0	0	0	0	0			6								
702101	Nilou_PermanentSkill_1					30	100	10																		7021	1	2	0	0	0	0	0	0	0	0	0			1								
702201	Nilou_PermanentSkill_2					0.09	30000	4																		7022	1	2	0	0	0	0	0	0	0	0	0			4								
702301																										7023	1	2	0	0	0	0	0	0	0	0	0			0	104	1200	3	1				
703101	Nilou_SkillUpgrade_1					0.503074	0.45439	0.70354	0.50224	0.54438	20	0.639324	1.278377	1.596762												7031	1	3	0	0	0	0	0	0	0	0	0			0								
703102	Nilou_SkillUpgrade_1					0.544022	0.491375	0.760805	0.54312	0.58869	20	0.691362	1.382431	1.726731												7031	2	3	12500	104335	3	112059	6	0	0	0	0			2								
703103	Nilou_SkillUpgrade_1					0.58497	0.52836	0.81807	0.584	0.633	20	0.7434	1.486485	1.8567												7031	3	3	17500	104336	2	112060	3	0	0	0	0			3								
703104	Nilou_SkillUpgrade_1					0.643467	0.581196	0.899877	0.6424	0.6963	20	0.81774	1.635134	2.04237												7031	4	3	25000	104336	4	112060	4	0	0	0	0			3								
703105	Nilou_SkillUpgrade_1					0.684415	0.618181	0.957142	0.68328	0.74061	20	0.869778	1.739187	2.172339												7031	5	3	30000	104336	6	112060	6	0	0	0	0			4								
703106	Nilou_SkillUpgrade_1					0.731213	0.66045	1.022588	0.73	0.79125	20	0.92925	1.858106	2.320875												7031	6	3	37500	104336	9	112060	9	0	0	0	0			4								
703107	Nilou_SkillUpgrade_1					0.795559	0.71857	1.112575	0.79424	0.86088	20	1.011024	2.02162	2.525112												7031	7	3	120000	104337	4	112061	4	113033	1	0	0			5								
703108	Nilou_SkillUpgrade_1					0.859906	0.776689	1.202563	0.85848	0.93051	20	1.092798	2.185133	2.729349												7031	8	3	260000	104337	6	112061	6	113033	1	0	0			5								
703109	Nilou_SkillUpgrade_1					0.924253	0.834809	1.292551	0.92272	1.00014	20	1.174572	2.348646	2.933586												7031	9	3	450000	104337	12	112061	9	113033	2	0	0			6								
703110	Nilou_SkillUpgrade_1					0.994449	0.898212	1.390719	0.9928	1.0761	20	1.26378	2.527025	3.15639												7031	10	3	700000	104337	16	112061	12	113033	2	104319	1			6								
703111	Nilou_SkillUpgrade_1					1.064645	0.961615	1.488887	1.06288	1.15206	20	1.352988	2.705403	3.379194												7031	11	3	0	0	0	0	0	0	0	0	0			6								
703112	Nilou_SkillUpgrade_1					1.134842	1.025018	1.587056	1.13296	1.22802	20	1.442196	2.883781	3.601998												7031	12	3	0	0	0	0	0	0	0	0	0			6								
703113	Nilou_SkillUpgrade_1					1.205038	1.088422	1.685224	1.20304	1.30398	20	1.531404	3.062159	3.824802												7031	13	3	0	0	0	0	0	0	0	0	0			6								
703114	Nilou_SkillUpgrade_1					1.275235	1.151825	1.783393	1.27312	1.37994	20	1.620612	3.240537	4.047606												7031	14	3	0	0	0	0	0	0	0	0	0			6								
703115	Nilou_SkillUpgrade_1					1.345431	1.215228	1.881561	1.3432	1.4559	20	1.70982	3.418915	4.27041												7031	15	3	0	0	0	0	0	0	0	0	0			6								
703201	Nilou_SkillUpgrade_2					0.033389	0.032619	0.039605	0.071688	0.050616	0.045525	0.051445	12	18	8	10										7032	1	3	0	0	0	0	0	0	0	0	0			0								
703202	Nilou_SkillUpgrade_2					0.035893	0.035066	0.042575	0.077065	0.054412	0.048939	0.055303	12	18	8	10										7032	2	3	12500	104335	3	112059	6	0	0	0	0			2								
703203	Nilou_SkillUpgrade_2					0.038397	0.037512	0.045546	0.082441	0.058208	0.052354	0.059162	12	18	8	10										7032	3	3	17500	104336	2	112060	3	0	0	0	0			3								
703204	Nilou_SkillUpgrade_2					0.041736	0.040774	0.049506	0.08961	0.06327	0.056906	0.064306	12	18	8	10										7032	4	3	25000	104336	4	112060	4	0	0	0	0			3								
703205	Nilou_SkillUpgrade_2					0.04424	0.04322	0.052476	0.094987	0.067066	0.06032	0.068164	12	18	8	10										7032	5	3	30000	104336	6	112060	6	0	0	0	0			4								
703206	Nilou_SkillUpgrade_2					0.046744	0.045667	0.055447	0.100363	0.070862	0.063735	0.072023	12	18	8	10										7032	6	3	37500	104336	9	112060	9	0	0	0	0			4								
703207	Nilou_SkillUpgrade_2					0.050083	0.048929	0.059407	0.107532	0.075924	0.068287	0.077167	12	18	8	10										7032	7	3	120000	104337	4	112061	4	113033	1	0	0			5								
703208	Nilou_SkillUpgrade_2					0.053422	0.052191	0.063368	0.114701	0.080986	0.07284	0.082312	12	18	8	10										7032	8	3	260000	104337	6	112061	6	113033	1	0	0			5								
703209	Nilou_SkillUpgrade_2					0.056761	0.055453	0.067328	0.12187	0.086047	0.077392	0.087456	12	18	8	10										7032	9	3	450000	104337	12	112061	9	113033	2	0	0			6								
703210	Nilou_SkillUpgrade_2					0.0601	0.058715	0.071289	0.129038	0.091109	0.081945	0.092601	12	18	8	10										7032	10	3	700000	104337	16	112061	12	113033	2	104319	1			6								
703211	Nilou_SkillUpgrade_2					0.063439	0.061976	0.075249	0.136207	0.09617	0.086497	0.097745	12	18	8	10										7032	11	3	0	0	0	0	0	0	0	0	0			6								
703212	Nilou_SkillUpgrade_2					0.066778	0.065238	0.07921	0.143376	0.101232	0.09105	0.10289	12	18	8	10										7032	12	3	0	0	0	0	0	0	0	0	0			6								
703213	Nilou_SkillUpgrade_2					0.070951	0.069316	0.08416	0.152337	0.107559	0.09674	0.10932	12	18	8	10										7032	13	3	0	0	0	0	0	0	0	0	0			6								
703214	Nilou_SkillUpgrade_2					0.075125	0.073393	0.089111	0.161298	0.113886	0.102431	0.115751	12	18	8	10										7032	14	3	0	0	0	0	0	0	0	0	0			6								
703215	Nilou_SkillUpgrade_2					0.079298	0.077471	0.094061	0.170259	0.120213	0.108121	0.122181	12	18	8	10										7032	15	3	0	0	0	0	0	0	0	0	0			6								
703901	Nilou_SkillUpgrade_3					0.18432	0.22528	18	70																	7039	1	3	0	0	0	0	0	0	0	0	0			0								
703902	Nilou_SkillUpgrade_3					0.198144	0.242176	18	70																	7039	2	3	12500	104335	3	112059	6	0	0	0	0			2								
703903	Nilou_SkillUpgrade_3					0.211968	0.259072	18	70																	7039	3	3	17500	104336	2	112060	3	0	0	0	0			3								
703904	Nilou_SkillUpgrade_3					0.2304	0.2816	18	70																	7039	4	3	25000	104336	4	112060	4	0	0	0	0			3								
703905	Nilou_SkillUpgrade_3					0.244224	0.298496	18	70																	7039	5	3	30000	104336	6	112060	6	0	0	0	0			4								
703906	Nilou_SkillUpgrade_3					0.258048	0.315392	18	70																	7039	6	3	37500	104336	9	112060	9	0	0	0	0			4								
703907	Nilou_SkillUpgrade_3					0.27648	0.33792	18	70																	7039	7	3	120000	104337	4	112061	4	113033	1	0	0			5								
703908	Nilou_SkillUpgrade_3					0.294912	0.360448	18	70																	7039	8	3	260000	104337	6	112061	6	113033	1	0	0			5								
703909	Nilou_SkillUpgrade_3					0.313344	0.382976	18	70																	7039	9	3	450000	104337	12	112061	9	113033	2	0	0			6								
703910	Nilou_SkillUpgrade_3					0.331776	0.405504	18	70																	7039	10	3	700000	104337	16	112061	12	113033	2	104319	1			6								
703911	Nilou_SkillUpgrade_3					0.350208	0.428032	18	70																	7039	11	3	0	0	0	0	0	0	0	0	0			6								
703912	Nilou_SkillUpgrade_3					0.36864	0.45056	18	70																	7039	12	3	0	0	0	0	0	0	0	0	0			6								
703913	Nilou_SkillUpgrade_3					0.39168	0.47872	18	70																	7039	13	3	0	0	0	0	0	0	0	0	0			6								
703914	Nilou_SkillUpgrade_3					0.41472	0.50688	18	70																	7039	14	3	0	0	0	0	0	0	0	0	0			6								
703915	Nilou_SkillUpgrade_3					0.43776	0.53504	18	70																	7039	15	3	0	0	0	0	0	0	0	0	0			6								
712101	Cyno_PermanentSkill_1					0.35	1																			7121	1	2	0	0	0	0	0	0	0	0	0			1								
712201	Cyno_PermanentSkill_2					1.5	2.5																			7122	1	2	0	0	0	0	0	0	0	0	0			4								
712301																										7123	1	2	0	0	0	0	0	0	0	0	0			0	302	4	20	10000	0.25			
713101	Cyno_SkillUpgrade_1					0.492574	0.479209	0.293062	0.293062	0.758907	1.22378	25	0.639324	1.278377	1.596762											7131	1	3	0	0	0	0	0	0	0	0	0			0								
713102	Cyno_SkillUpgrade_1					0.532667	0.518215	0.316916	0.316916	0.820679	1.32339	25	0.691362	1.382431	1.726731											7131	2	3	12500	104329	3	112008	6	0	0	0	0			2								
713103	Cyno_SkillUpgrade_1					0.57276	0.55722	0.34077	0.34077	0.88245	1.423	25	0.7434	1.486485	1.8567											7131	3	3	17500	104330	2	112009	3	0	0	0	0			3								
713104	Cyno_SkillUpgrade_1					0.630036	0.612942	0.374847	0.374847	0.970695	1.5653	25	0.81774	1.635134	2.04237											7131	4	3	25000	104330	4	112009	4	0	0	0	0			3								
713105	Cyno_SkillUpgrade_1					0.670129	0.651947	0.398701	0.398701	1.032466	1.66491	25	0.869778	1.739187	2.172339											7131	5	3	30000	104330	6	112009	6	0	0	0	0			4								
713106	Cyno_SkillUpgrade_1					0.71595	0.696525	0.425963	0.425963	1.103063	1.77875	25	0.92925	1.858106	2.320875											7131	6	3	37500	104330	9	112009	9	0	0	0	0			4								
713107	Cyno_SkillUpgrade_1					0.778954	0.757819	0.463447	0.463447	1.200132	1.93528	25	1.011024	2.02162	2.525112											7131	7	3	120000	104331	4	112010	4	113032	1	0	0			5								
713108	Cyno_SkillUpgrade_1					0.841957	0.819113	0.500932	0.500932	1.297202	2.09181	25	1.092798	2.185133	2.729349											7131	8	3	260000	104331	6	112010	6	113032	1	0	0			5								
713109	Cyno_SkillUpgrade_1					0.904961	0.880408	0.538417	0.538417	1.394271	2.24834	25	1.174572	2.348646	2.933586											7131	9	3	450000	104331	12	112010	9	113032	2	0	0			6								
713110	Cyno_SkillUpgrade_1					0.973692	0.947274	0.579309	0.579309	1.500165	2.4191	25	1.26378	2.527025	3.15639											7131	10	3	700000	104331	16	112010	12	113032	2	104319	1			6								
713111	Cyno_SkillUpgrade_1					1.042423	1.01414	0.620201	0.620201	1.606059	2.58986	25	1.352988	2.705403	3.379194											7131	11	3	0	0	0	0	0	0	0	0	0			6								
713112	Cyno_SkillUpgrade_1					1.111154	1.081007	0.661094	0.661094	1.711953	2.76062	25	1.442196	2.883781	3.601998											7131	12	3	0	0	0	0	0	0	0	0	0			6								
713113	Cyno_SkillUpgrade_1					1.179886	1.147873	0.701986	0.701986	1.817847	2.93138	25	1.531404	3.062159	3.824802											7131	13	3	0	0	0	0	0	0	0	0	0			6								
713114	Cyno_SkillUpgrade_1					1.248617	1.21474	0.742879	0.742879	1.923741	3.10214	25	1.620612	3.240537	4.047606											7131	14	3	0	0	0	0	0	0	0	0	0			6								
713115	Cyno_SkillUpgrade_1					1.317348	1.281606	0.783771	0.783771	2.029635	3.2729	25	1.70982	3.418915	4.27041											7131	15	3	0	0	0	0	0	0	0	0	0			6								
713201	Cyno_SkillUpgrade_2					1.304	1.568	4	7.5	3																7132	1	3	0	0	0	0	0	0	0	0	0			0								
713202	Cyno_SkillUpgrade_2					1.4018	1.6856	4	7.5	3																7132	2	3	12500	104329	3	112008	6	0	0	0	0			2								
713203	Cyno_SkillUpgrade_2					1.4996	1.8032	4	7.5	3																7132	3	3	17500	104330	2	112009	3	0	0	0	0			3								
713204	Cyno_SkillUpgrade_2					1.63	1.96	4	7.5	3																7132	4	3	25000	104330	4	112009	4	0	0	0	0			3								
713205	Cyno_SkillUpgrade_2					1.7278	2.0776	4	7.5	3																7132	5	3	30000	104330	6	112009	6	0	0	0	0			4								
713206	Cyno_SkillUpgrade_2					1.8256	2.1952	4	7.5	3																7132	6	3	37500	104330	9	112009	9	0	0	0	0			4								
713207	Cyno_SkillUpgrade_2					1.956	2.352	4	7.5	3																7132	7	3	120000	104331	4	112010	4	113032	1	0	0			5								
713208	Cyno_SkillUpgrade_2					2.0864	2.5088	4	7.5	3																7132	8	3	260000	104331	6	112010	6	113032	1	0	0			5								
713209	Cyno_SkillUpgrade_2					2.2168	2.6656	4	7.5	3																7132	9	3	450000	104331	12	112010	9	113032	2	0	0			6								
713210	Cyno_SkillUpgrade_2					2.3472	2.8224	4	7.5	3																7132	10	3	700000	104331	16	112010	12	113032	2	104319	1			6								
713211	Cyno_SkillUpgrade_2					2.4776	2.9792	4	7.5	3																7132	11	3	0	0	0	0	0	0	0	0	0			6								
713212	Cyno_SkillUpgrade_2					2.608	3.136	4	7.5	3																7132	12	3	0	0	0	0	0	0	0	0	0			6								
713213	Cyno_SkillUpgrade_2					2.771	3.332	4	7.5	3																7132	13	3	0	0	0	0	0	0	0	0	0			6								
713214	Cyno_SkillUpgrade_2					2.934	3.528	4	7.5	3																7132	14	3	0	0	0	0	0	0	0	0	0			6								
713215	Cyno_SkillUpgrade_2					3.097	3.724	4	7.5	3																7132	15	3	0	0	0	0	0	0	0	0	0			6								
713901	Cyno_SkillUpgrade_3					0.782832	0.824688	1.046336	0.516942	0.516942	1.308447	1.0105	25	0.639324	1.278377	1.596762	100	10	20	80						7139	1	3	0	0	0	0	0	0	0	0	0			0								
713902	Cyno_SkillUpgrade_3					0.846551	0.891814	1.131503	0.559018	0.559018	1.414948	1.09275	25	0.691362	1.382431	1.726731	100	10	20	80						7139	2	3	12500	104329	3	112008	6	0	0	0	0			2								
713903	Cyno_SkillUpgrade_3					0.91027	0.95894	1.21667	0.601095	0.601095	1.52145	1.175	25	0.7434	1.486485	1.8567	100	10	20	80						7139	3	3	17500	104330	2	112009	3	0	0	0	0			3								
713904	Cyno_SkillUpgrade_3					1.001297	1.054834	1.338337	0.661205	0.661205	1.673595	1.2925	25	0.81774	1.635134	2.04237	100	10	20	80						7139	4	3	25000	104330	4	112009	4	0	0	0	0			3								
713905	Cyno_SkillUpgrade_3					1.065016	1.12196	1.423504	0.703281	0.703281	1.780096	1.37475	25	0.869778	1.739187	2.172339	100	10	20	80						7139	5	3	30000	104330	6	112009	6	0	0	0	0			4								
713906	Cyno_SkillUpgrade_3					1.137838	1.198675	1.520837	0.751369	0.751369	1.901812	1.46875	25	0.92925	1.858106	2.320875	100	10	20	80						7139	6	3	37500	104330	9	112009	9	0	0	0	0			4								
713907	Cyno_SkillUpgrade_3					1.237967	1.304158	1.654671	0.817489	0.817489	2.069172	1.598	25	1.011024	2.02162	2.525112	100	10	20	80						7139	7	3	120000	104331	4	112010	4	113032	1	0	0			5								
713908	Cyno_SkillUpgrade_3					1.338097	1.409642	1.788505	0.88361	0.88361	2.236531	1.72725	25	1.092798	2.185133	2.729349	100	10	20	80						7139	8	3	260000	104331	6	112010	6	113032	1	0	0			5								
713909	Cyno_SkillUpgrade_3					1.438227	1.515125	1.922339	0.94973	0.94973	2.403891	1.8565	25	1.174572	2.348646	2.933586	100	10	20	80						7139	9	3	450000	104331	12	112010	9	113032	2	0	0			6								
713910	Cyno_SkillUpgrade_3					1.547459	1.630198	2.068339	1.021861	1.021861	2.586465	1.9975	25	1.26378	2.527025	3.15639	100	10	20	80						7139	10	3	700000	104331	16	112010	12	113032	2	104319	1			6								
713911	Cyno_SkillUpgrade_3					1.656691	1.745271	2.214339	1.093993	1.093993	2.769039	2.1385	25	1.352988	2.705403	3.379194	100	10	20	80						7139	11	3	0	0	0	0	0	0	0	0	0			6								
713912	Cyno_SkillUpgrade_3					1.765924	1.860344	2.36034	1.166124	1.166124	2.951613	2.2795	25	1.442196	2.883781	3.601998	100	10	20	80						7139	12	3	0	0	0	0	0	0	0	0	0			6								
713913	Cyno_SkillUpgrade_3					1.875156	1.975416	2.50634	1.238256	1.238256	3.134187	2.4205	25	1.531404	3.062159	3.824802	100	10	20	80						7139	13	3	0	0	0	0	0	0	0	0	0			6								
713914	Cyno_SkillUpgrade_3					1.984389	2.090489	2.652341	1.310387	1.310387	3.316761	2.5615	25	1.620612	3.240537	4.047606	100	10	20	80						7139	14	3	0	0	0	0	0	0	0	0	0			6								
713915	Cyno_SkillUpgrade_3					2.093621	2.205562	2.798341	1.382518	1.382518	3.499335	2.7025	25	1.70982	3.418915	4.27041	100	10	20	80						7139	15	3	0	0	0	0	0	0	0	0	0			6								
722101	Candace_PermanentSkill_1																									7221	1	2	0	0	0	0	0	0	0	0	0			1								
722201	Candace_PermanentSkill_2					0.005																				7222	1	2	0	0	0	0	0	0	0	0	0			4								
722301	Candace_ProudSkill_NonCombat_1																									7223	1	2	0	0	0	0	0	0	0	0	0			0								
