商品ID,商店类型,对应物品ID,轮替商品ID,对应物品数量,消耗金币,消耗水晶,消耗创世结晶,[消耗物品]1ID,[消耗物品]1数量,[消耗物品]2ID,[消耗物品]2数量,[消耗物品]3ID,[消耗物品]3数量,[消耗物品]4ID,[消耗物品]4数量,限购数量,刷新类型,刷新参数,提前预览天数,上架时间,下架时间,是否终身限购,前置条件,前置条件参数,条件参数1,条件参数2,前置条件屏蔽显示,最小可见等级,最小队伍等级,最大队伍等级,排序等级,二级页签ID,n选1组ID,显示平台
214005,1048,130005,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214006,1048,130006,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214007,1048,130007,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214008,1048,130008,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214009,1048,130009,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214010,1048,130010,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214011,1048,130011,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214012,1048,130012,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214013,1048,130013,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214014,1048,130014,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214015,1048,130015,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214016,1048,130016,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214017,1048,130017,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214018,1048,130018,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214019,1048,130019,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214020,1048,130020,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214021,1048,130021,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214022,1048,130025,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214023,1048,130026,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
214024,1048,130027,,1,,,,204,5,,,,,,,5,2,1,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
