对话ID,触发方式,启用模式,[触发条件]组合,[触发条件]1类型,[触发条件]1参数1,[触发条件]1参数2,[触发条件]1参数3,[触发条件]2类型,[触发条件]2参数1,[触发条件]2参数2,[触发条件]2参数3,[触发条件]3类型,[触发条件]3参数1,[触发条件]3参数2,优先级,后续对话ID,初始台词ID,台词装饰ID,演员NpcID,专属父任务ID,额外加载标识ID,标识屏蔽NpcID,[完成执行]1类型,[完成执行]1参数1,[完成执行]1参数2,[完成执行]1参数3,[完成执行]2类型,[完成执行]2参数1,[完成执行]2参数2,[完成执行]2参数3
50914,2,1,,1,50914,2,,,,,,,,,3,,5091401,,20415,,,,,,,,,,,
50915,2,1,,1,50915,2,,,,,,,,,3,,5091501,,20415,,,,,,,,,,,
50916,2,1,,1,50916,2,,,,,,,,,3,,5091601,,20415,,,,,,,,,,,
50917,2,1,,1,50917,2,,,,,,,,,3,,5091701,,20415,,,,,,,,,,,
51801,2,1,,1,51801,2,,,,,,,,,4,,5180101,,20415,,,,,,,,,,,
51802,2,1,,1,51802,2,,,,,,,,,4,,5180201,,20415,,,,,,,,,,,
51803,2,1,,1,51803,2,,,,,,,,,4,,5180301,,20415,,,,,,,,,,,
51804,2,1,,1,51804,2,,,,,,,,,4,,5180401,,20415,,,,,,,,,,,
51805,2,1,,1,51805,2,,,,,,,,,4,,5180501,,20415,,,,,,,,,,,
51806,2,1,,1,51806,2,,,,,,,,,4,,5180601,,20415,,,,,,,,,,,
51807,2,1,,1,51807,2,,,,,,,,,4,,5180701,,20415,,,,,,,,,,,
51808,2,1,,1,51808,2,,,,,,,,,4,,5180801,,20415,,,,,,,,,,,
51809,2,1,,1,51809,2,,,,,,,,,4,,5180901,,20415,,,,,,,,,,,
51810,2,1,,1,51810,2,,,,,,,,,4,,5181001,,20415,,,,,,,,,,,
51811,2,1,,1,51811,2,,,,,,,,,4,,5181101,,20415,,,,,,,,,,,
51812,2,1,,1,51812,2,,,,,,,,,4,,5181201,,20415,,,,,,,,,,,
51813,2,1,,1,51813,2,,,,,,,,,4,,5181301,,20415,,,,,,,,,,,
51814,2,1,,1,51814,2,,,,,,,,,4,,5181401,,20415,,,,,,,,,,,
51815,2,1,,1,51815,2,,,,,,,,,4,,5181501,,20415,,,,,,,,,,,
51816,2,1,,1,51816,2,,,,,,,,,4,,5181601,,20415,,,,,,,,,,,
51817,2,1,,1,51817,2,,,,,,,,,4,,5181701,,20415,,,,,,,,,,,
52101,2,1,,1,52101,2,,,,,,,,,5,,5180101,,20415,,,,,,,,,,,
52102,2,1,,1,52102,2,,,,,,,,,5,,5180201,,20415,,,,,,,,,,,
52103,2,1,,1,52103,2,,,,,,,,,5,,5180301,,20415,,,,,,,,,,,
52104,2,1,,1,52104,2,,,,,,,,,5,,5210301,,20415,,,,,,,,,,,
52105,2,1,,1,52105,2,,,,,,,,,5,,5180501,,20415,,,,,,,,,,,
52106,2,1,,1,52106,2,,,,,,,,,5,,5180601,,20415,,,,,,,,,,,
52107,2,1,,1,52107,2,,,,,,,,,5,,5180701,,20415,,,,,,,,,,,
52108,2,1,,1,52108,2,,,,,,,,,5,,5180801,,20415,,,,,,,,,,,
52109,2,1,,1,52109,2,,,,,,,,,5,,5180901,,20415,,,,,,,,,,,
52110,2,1,,1,52110,2,,,,,,,,,5,,5181001,,20415,,,,,,,,,,,
52111,2,1,,1,52111,2,,,,,,,,,5,,5181101,,20415,,,,,,,,,,,
52112,2,1,,1,52112,2,,,,,,,,,5,,5181201,,20415,,,,,,,,,,,
52113,2,1,,1,52113,2,,,,,,,,,5,,5211201,,20415,,,,,,,,,,,
52114,2,1,,1,52114,2,,,,,,,,,5,,5181401,,20415,,,,,,,,,,,
52115,2,1,,1,52115,2,,,,,,,,,5,,5211401,,20415,,,,,,,,,,,
52116,2,1,,1,52116,2,,,,,,,,,5,,5181601,,20415,,,,,,,,,,,
52117,2,1,,1,52117,2,,,,,,,,,5,,5181701,,20415,,,,,,,,,,,
99801,2,1,,1,99801,2,,,,,,,,,,,9980101,,1121,,,,,,,,,,,
99802,,1,,1,99803,2,,,,,,,,,,,9980201,,1121,,,,,,,,,,,
99803,,1,,1,99803,2,,,,,,,,,,,9980301,,1121,,,,,,,,,,,
99804,,1,,1,99805,2,,,,,,,,,,,9980401,,1121,,,,,,,,,,,
99805,,1,,1,99805,2,,,,,,,,,,,9980501,,1121,,,,,,,,,,,
99806,2,1,,1,99803,2,,,,,,,,,,99802#99803,9980601,,1121,,,,,,,,,,,
99807,2,1,,1,99805,2,,,,,,,,,,99804#99805,9980701,,1121,,,,,,,,,,,
99808,2,1,1,24,1,1,998,1,99801,2,,,,,5,,9980801,,1479,,,,,,,,,,,
99809,2,1,1,24,1,2,998,1,99801,2,,,,,5,,9980901,,1479,,,,,,,,,,,
99901,2,1,,1,99901,2,,,,,,,,,5,99902#99903#99904#99905#99910,9990101,,1120,,,,,,,,,,,
99902,,1,,1,99901,2,,,,,,,,,,99906,9990201,,1120,,,,,,,,,,,
99903,,1,,,,,,,,,,,,,,99907,9990301,,1120,,,,,,,,,,,
99904,,1,,,,,,,,,,,,,,99907,9990401,,1120,,,,,,,,,,,
99905,,1,,1,99901,2,,,,,,,,,,99907,9990501,,1120,,,,,,,,,,,
99906,2,1,,1,99902,2,,,,,,,,,5,99908#99909#99910,9990601,,1120,,,,,,,,,,,
99907,,1,,,,,,,,,,,,,,99901,9990701,,1120,,,,,,,,,,,
99908,,1,,1,99902,2,,,,,,,,,,,9990801,,1120,,,,,,,,,,,
99909,,1,,,,,,,,,,,,,,99906,9990901,,1120,,,,,,,,,,,
99910,,1,,,,,,,,,,,,,,,9991001,,1120,,,,,,,,,,,
99911,2,1,,,,,,,,,,,,,1,,9991101,,1120,,,,,,,,,,,
99912,2,1,,,,,,,,,,,,,1,,9991201,,1120,,,,,,,,,,,
99913,2,1,,,,,,,,,,,,,1,,9991301,,1120,,,,,,,,,,,
99920,2,1,,42,99905,,,,,,,,,,4,,9992001,,1539,,,,,,,,,,,
99921,2,1,,42,99906,,,,,,,,,,4,,9992101,,1539,,,,,,,,,,,
99701,2,1,,1,99701,2,,,,,,,,,1,,,,1006,,,,,,,,,,,
1102001,2,1,,,,,,,,,,,,,,,110200101,,10323,,,,,,,,,,,
1010001,1,1,,1,1010002,2,,,,,,,,,1,,101000001,,1007,10100,,,,,,,,,,
1010003,2,1,,1,1010003,2,,,,,,,,,6,1010011#1010012#1010013#1010014#1010015#1010016#1010043#1010030,101000301,,1007#1435,10100,,,,,,,,,,
1010010,2,1,,1,1010010,2,,,,,,,,,6,1010042#1010011#1010012#1010013#1010014#1010015#1010016#1010043#1010030,101001001,,1007#1435,10100,,,,,,,,,,
1010046,2,1,,1,1010019,2,,,,,,,,,1,1010042#1010011#1010012#1010013#1010014#1010015#1010016#1010043#1010030,101001001,,1435,10100,,,,,,,,,,
1010011,2,1,,1,1010019,2,,,,,,,,,1,1010017#1010044,101001101,,1435,10100,,,,,,,,,,
1010012,2,1,,1,1010019,2,,,,,,,,,1,1010018#1010041,101001201,,1435,10100,,,,,,,,,,
1010013,2,1,1,1,1010019,2,,1,1010015,3,,,,,1,1010019#1010041,101001301,,1435,10100,,,,,,,,,,
1010014,2,1,1,1,1010019,2,,1,1010018,3,,,,,1,1010040#1010041,101001401,,1435,10100,,,,,,,,,,
1010015,2,1,1,1,1010019,2,,1,1010015,2,,,,,1,1010046,101000341,,1435,10100,,,,,,,,,,
1010016,2,1,1,1,1010019,2,,1,1010017,2,,,,,1,1010046,101000342,,1435,10100,,,,,,,,,,
1010043,2,1,1,1,1010019,2,,1,1010018,2,,,,,1,1010046,101000342,,1435,10100,,,,,,,,,,
1010042,2,1,1,1,1010019,2,,1,1010017,3,,,,,1,1010046,101004201,,1435,10100,,,,,,,,,,
1010030,2,1,,1,1010019,2,,,,,,,,,1,,101003001,,1435,10100,,,,,,,,,,
1010017,2,1,,1,1010019,2,,,,,,,,,1,1010045,101001701,,1435,10100,,,,,,,,,,
1010018,2,1,,1,1010019,2,,,,,,,,,1,1010045,101001801,,1435,10100,,,,,,,,,,
1010019,2,1,,1,1010019,2,,,,,,,,,1,1010045,101001901,,1435,10100,,,,,,,,,,
1010040,2,1,,1,1010019,2,,,,,,,,,1,1010045,101004001,,1435,10100,,,,,,,,,,
1010041,2,1,,1,1010019,2,,,,,,,,,1,1010046,101004101,,1435,10100,,,,,,,,,,
1010044,2,1,,1,1010019,2,,,,,,,,,1,1010046,101004101,,1435,10100,,,,,,,,,,
1010045,2,1,,1,1010019,2,,,,,,,,,1,,101004501,,1435,10100,,,,,,,,,,
1010004,2,1,,1,1010004,2,,,,,,,,,6,,101000401,,1419,10100,,,,,,,,,,
1010020,2,1,,1,1010005,2,,,,,,,,,6,1010021#1010022#1010023#1010024#1010097#1010081#1010082#1010025,101002001,,1007,10100,,,,,,,,,,
1010021,2,1,,1,1010005,2,,,,,,,,,5,1010083#1010088,101002101,,1007,10100,,,,,,,,,,
1010022,2,1,,1,1010005,2,,,,,,,,,5,1010084#1010088,101002201,,1007,10100,,,,,,,,,,
1010023,2,1,1,1,1010005,2,,1,1010027,3,,,,,5,1010085#1010088,101002301,,1007,10100,,,,,,,,,,
1010024,2,1,1,1,1010005,2,,1,1010026,3,,,,,5,1010086#1010088,101002401,,1007,10100,,,,,,,,,,
1010097,2,1,1,1,1010005,2,,1,1010028,3,,3,108044,1,5,1010087#1010088,101009701,,1007,10100,,,,,,,,,,
1010025,2,1,,1,1010005,2,,,,,,,,,5,,101002501,,1007,10100,,,,,,,,,,
1010081,2,1,1,1,1010005,2,,1,1010026,2,,,,,5,1010020,101000341,,1007,10100,,,,,,,,,,
1010082,2,1,1,1,1010005,2,,1,1010027,2,,,,,5,1010020,101000341,,1007,10100,,,,,,,,,,
1010083,2,1,1,1,1010005,2,,,,,,,,,5,,101008301,,1007,10100,,,,,,,,,,
1010084,2,1,1,1,1010005,2,,,,,,,,,5,,101008301,,1007,10100,,,,,,,,,,
1010085,2,1,1,1,1010005,2,,,,,,,,,5,,101008301,,1007,10100,,,,,,,,,,
1010086,2,1,1,1,1010005,2,,,,,,,,,5,,101008301,,1007,10100,,,,,,,,,,
1010087,2,1,1,1,1010005,2,,,,,,,,,5,,101008301,,1007,10100,,,,,,,,,,
1010088,2,1,,1,1010005,2,,,,,,,,,5,1010020,101008801,,1007,10100,,,,,,,,,,
1010026,2,1,1,1,1010021,3,,1,1010007,2,,,,,5,1010070,101002601,,1007,10100,,,,,,,,,,
1010027,2,1,1,1,1010022,3,,1,1010007,2,,,,,5,1010070,101002701,,1007,10100,,,,,,,,,,
1010028,2,1,1,1,1010023,3,,1,1010007,2,,,,,5,1010070,101002801,,1007,10100,,,,,,,,,,
1010029,2,1,1,1,1010024,3,,1,1010007,2,,,,,5,1010070,101002901,,1007,10100,,,,,,,,,,
1010035,2,1,1,1,1010025,3,,1,1010007,2,,,,,5,1010070,101003501,,1007,10100,,,,,,,,,,
1010070,,,,,,,,,,,,,,,5,,101000700,,1007,10100,,,,,,,,,,
1010005,,1,,1,1010005,2,,,,,,,,,,,101000501,,1419,10100,,,,,,,,,,
1010006,2,1,,1,1010006,2,,,,,,,,,5,,101000601,,1007,10100,,,,,,,,,,
1010007,2,1,,1,1010007,2,,,,,,,,,5,,101000703,,1419,10100,,,,,,,,,,
1010008,2,1,1,1,1010008,2,,1,1010038,2,,,,,5,1010053#1010054#1010055#1010057#1010056#1010058#1010060,101000801,,1427,10100,,,,,,,,,,
1010051,2,1,1,1,1010008,2,,1,1010038,3,,,,,5,1010059#1010053#1010054#1010055#1010057#1010056#1010058#1010060,101005101,,1427,10100,,,,,,,,,,
1010052,2,1,,1,1010008,2,,,,,,,,,,1010059#1010053#1010054#1010055#1010057#1010056#1010058#1010060,101005101,,1427,10100,,,,,,,,,,
1010053,,1,,,,,,,,,,,,,,1010062#1010066,101005301,,1427,10100,,,,,,,,,,
1010054,,1,,,,,,,,,,,,,,1010063#1010066,101005401,,1427,10100,,,,,,,,,,
1010055,,1,,1,1010035,3,,,,,,,,,,1010064#1010066,101005501,,1427,10100,,,,,,,,,,
1010056,,1,,1,1010036,3,,,,,,,,,,1010065#1010066,101005601,,1427,10100,,,,,,,,,,
1010057,,1,,1,1010035,2,,,,,,,,,,1010052,101005701,,1427,10100,,,,,,,,,,
1010058,,1,,1,1010036,2,,,,,,,,,,1010052,101005701,,1427,10100,,,,,,,,,,
1010059,,1,,1,1010037,3,,,,,,,,,,1010052,101005901,,1427,10100,,,,,,,,,,
1010060,,1,,,,,,,,,,,,,,,101006001,,1427,10100,,,,,,,,,,
1010061,,1,,1,1010008,2,,,,,,,,,,,101006101,,1425,10100,,,,,,,,,,
1010062,,1,,1,1010008,2,,,,,,,,,,1010067,101006201,,1427,10100,,,,,,,,,,
1010063,,1,,1,1010008,2,,,,,,,,,,1010067,101006301,,1427,10100,,,,,,,,,,
1010064,,1,,1,1010008,2,,,,,,,,,,1010067,101006401,,1427,10100,,,,,,,,,,
1010065,,1,,1,1010008,2,,,,,,,,,,1010067,101006501,,1427,10100,,,,,,,,,,
1010066,,1,,1,1010008,2,,,,,,,,,,1010052,101006601,,1427,10100,,,,,,,,,,
1010067,,1,,,,,,,,,,,,,,,101006701,,1427,10100,,,,,,,,,,
1010068,2,1,,1,1010009,2,,,,,,,,,5,,101006801,,1427,10100,,,,,,,,,,
1010009,2,1,,1,1010009,2,,,,,,,,,5,,101000901,,1007,10100,,,,,,,,,,
1010107,2,1,,1,1010114,2,,,,,,,,,1,,101010701,,1007,10101,,,,,,,,,,
1010112,2,1,,1,1010112,2,,,,,,,,,1,,101011201,,1007,10101,,,,,,,,,,
1010108,2,1,,1,1010108,2,,,,,,,,,1,,101010801,,1007,10101,,,,,,,,,,
1010110,2,1,,1,1010110,2,,,,,,,,,1,,101011001,,1007,10101,,,,,,,,,,
1010115,2,1,,1,1010115,2,,,,,,,,,1,,101011501,,1007,10101,,,,,,,,,,
1010120,1,1,,1,1010120,2,,,,,,,,,5,,101012001,,1007,10101,,,,,,,,,,
2010103,1,1,,1,2010103,2,,,,,,,,,,,201010301,,1501,20101,,,,,,,,,,
2010105,2,1,,1,2010105,2,,,,,,,,,,2010106#2010108,201010501,,1503,20101,,,,,,,,,,
2010106,,,,,,,,,,,,,,,,20101155#20101156,201010601,,1503,20101,,,,,,,,,,
2010108,,,,,,,,,,,,,,,,2010109,201010801,,1503,20101,,,,,,,,,,
2010109,,,,,,,,,,,,,,,,2010110#2010111#2010113#2010114,201010901,,1503,20101,,,,,,,,,,
2010110,,,1,1,2010109,3,,1,2010141,2,,,,,,,2010110011,,1503,20101,,,,,,,,,,
2010111,,,1,1,2010110,3,,1,2010106,3,,2,2010108,3,,,201011101,,1503,20101,,,,,,,,,,
2010113,,,1,1,2010110,3,,1,2010108,3,,,,,,,201011301,,1503,20101,,,,,,,,,,
2010114,,,1,1,2010109,3,,1,2010141,3,,,,,,,2010110021,,1503,20101,,,,,,,,,,
20101151,2,1,1,1,2010113,3,,1,2010145,3,,,,,5,,201011302,,1503,20101,,,,,,,,,,
20101152,2,1,1,1,2010113,3,,1,2010145,2,,,,,5,,201011303,,1503,20101,,,,,,,,,,
20101153,2,1,1,1,2010105,3,,1,2010108,2,,,,,3,2010108,201010501,,1503,20101,,,,,,,,,,
20101154,2,1,1,1,2010108,3,,1,2010111,2,,,,,3,,201011101,,1503,20101,,,,,,,,,,
20101155,,,,,,,,,,,,,,,,20101157#20101158#20101159,201010605,,1503,20101,,,,,,,,,,
20101156,,,,,,,,,,,,,,,,20101157#20101158#20101159,201010603,,1503,20101,,,,,,,,,,
20101157,,,,,,,,,,,,,,,,20101160,201010610,,1503,20101,,,,,,,,,,
20101158,,,,,,,,,,,,,,,,20101160,201010612,,1503,20101,,,,,,,,,,
20101159,,,,,,,,,,,,,,,,20101160,201010614,,1503,20101,,,,,,,,,,
20101160,,,,,,,,,,,,,,,,2010109,201010616,,1503,20101,,,,,,,,,,
2010115,2,1,,1,2010115,2,,,,,,,,,,2010117#2010118,201011501,,1504,20101,,,,,,,,,,
2010117,,,,,,,,,,,,,,,,20101255#20101256#20101257,201011701,,1504,20101,,,,,,,,,,
2010118,,,,,,,,,,,,,,,,2010119,201011801,,1504,20101,,,,,,,,,,
2010119,,,,,,,,,,,,,,,,2010120#2010122#2010123#2010124,201011901,,1504,20101,,,,,,,,,,
2010120,,,1,1,2010119,3,,1,2010141,2,,,,,,,201012001,,1504,20101,,,,,,,,,,
2010122,,,1,1,2010120,3,,1,2010117,3,,2,2010118,3,,,201012201,,1504,20101,,,,,,,,,,
2010123,,,1,1,2010120,3,,1,2010118,3,,,,,,,201012301,,1504,20101,,,,,,,,,,
2010124,,,1,1,2010119,3,,1,2010141,3,,,,,,,201012002,,1504,20101,,,,,,,,,,
20101251,2,1,1,1,2010123,3,,1,2010147,3,,,,,5,,201012302,,1504,20101,,,,,,,,,,
20101252,2,1,,1,2010123,3,,1,2010147,2,,,,,5,,201012303,,1504,20101,,,,,,,,,,
20101253,2,1,1,1,2010115,3,,1,2010118,2,,,,,3,2010118,201011501,,1504,20101,,,,,,,,,,
20101254,2,1,1,1,2010118,3,,1,2010121,2,,,,,3,,201012201,,1504,20101,,,,,,,,,,
20101255,,,,,,,,,,,,,,,,20101258,201011710,,1504,20101,,,,,,,,,,
20101256,,,,,,,,,,,,,,,,20101258,201011712,,1504,20101,,,,,,,,,,
20101257,,,,,,,,,,,,,,,,20101258,201011714,,1504,20101,,,,,,,,,,
20101258,,,,,,,,,,,,,,,,2010119,201011716,,1504,20101,,,,,,,,,,
2010151,2,1,,1,2010151,2,,,,,,,,,,,201015101,,1009,20101,,,,,,,,,,
420090,2,1,,,,,,,,,,,,,1,,42009001,,20090,,,,,,,,,,,
420091,2,1,,,,,,,,,,,,,1,,42009101,,20091,,,,,,,,,,,
420092,2,1,,,,,,,,,,,,,1,,42009201,,20092,,,,,,,,,,,
420093,2,1,,,,,,,,,,,,,1,,42009301,,20093,,,,,,,,,,,
420094,2,1,,,,,,,,,,,,,1,,42009401,,20094,,,,,,,,,,,
420095,2,1,,,,,,,,,,,,,1,,42009501,,20095,,,,,,,,,,,
420096,2,1,,,,,,,,,,,,,1,,42009601,,20096,,,,,,,,,,,
420097,2,1,,,,,,,,,,,,,1,,42009701,,20097,,,,,,,,,,,
420098,2,1,,,,,,,,,,,,,1,,42009801,,20098,,,,,,,,,,,
420099,2,1,,,,,,,,,,,,,1,,42009901,,20099,,,,,,,,,,,
420100,2,1,,,,,,,,,,,,,1,,42010001,,20157,,,,,,,,,,,
420101,2,1,,,,,,,,,,,,,1,,42010101,,20158,,,,,,,,,,,
420102,2,1,,,,,,,,,,,,,1,,42010201,,20159,,,,,,,,,,,
420103,2,1,,,,,,,,,,,,,1,,42010301,,20160,,,,,,,,,,,
420104,2,1,,,,,,,,,,,,,1,,42010401,,20161,,,,,,,,,,,
420105,2,1,,,,,,,,,,,,,1,,42010501,,20162,,,,,,,,,,,
420106,2,1,,,,,,,,,,,,,1,,42010601,,20163,,,,,,,,,,,
420107,2,1,,,,,,,,,,,,,1,,42010701,,20164,,,,,,,,,,,
420108,2,1,,,,,,,,,,,,,1,,42010801,,20165,,,,,,,,,,,
420109,2,1,,,,,,,,,,,,,1,,42010901,,20166,,,,,,,,,,,
420110,2,1,,,,,,,,,,,,,1,,42011001,,20167,,,,,,,,,,,
420111,2,1,,,,,,,,,,,,,1,,42011101,,20168,,,,,,,,,,,
420112,2,1,,,,,,,,,,,,,1,,42011201,,20169,,,,,,,,,,,
420113,2,1,,,,,,,,,,,,,1,,42011301,,20170,,,,,,,,,,,
420114,2,1,,,,,,,,,,,,,1,,42011401,,20171,,,,,,,,,,,
420115,2,1,,,,,,,,,,,,,1,,42011501,,20174,,,,,,,,,,,
420116,2,1,,,,,,,,,,,,,1,,42011601,,20175,,,,,,,,,,,
420117,2,1,,,,,,,,,,,,,1,,42011701,,20176,,,,,,,,,,,
420118,2,1,,,,,,,,,,,,,1,,42011801,,20177,,,,,,,,,,,
420119,2,1,,,,,,,,,,,,,1,,42011901,,20178,,,,,,,,,,,
420120,2,1,,44,11110,0,,,,,,,,,1,,42012001,,10360,,,,,,,,,,,
420121,2,1,,45,11110,0,,,,,,,,,1,,42012101,,10360,,,,,,,,,,,
99001,2,1,,1,99001,2,,,,,,,,,5,99002#99003#99099,9900101,,1005,990,,,,,,,,,,
99002,,1,,1,99001,2,,,,,,,,,5,,9900201,,1005,990,,,,,,,,,,
99003,,1,,1,99001,2,,,,,,,,,5,,9900301,,1005,990,,,,,,,,,,
99004,2,1,,1,99002,2,,,,,,,,,5,99005#99006#99099,9900401,,1001,990,,,,,,,,,,
99005,,1,,1,99002,2,,,,,,,,,5,99005#99006#99099,9900501,,1001,990,,,,,,,,,,
99006,,1,,1,99002,2,,,,,,,,,5,99005#99006#99099,9900601,,1001,990,,,,,,,,,,
99007,2,1,,1,99003,2,,,,,,,,,5,99008#99009,9900701,,1001,990,,,,,,,,,,
99008,,1,,1,99003,2,,,,,,,,,5,,9900801,,1001,990,,,,,,,,,,
99009,,1,,1,99003,2,,,,,,,,,5,,9900901,,1001,990,,,,,,,,,,
99010,2,1,,1,99004,2,,,,,,,,,5,99011#99012#99013,9901001,,1001,990,,,,,,,,,,
99011,,1,,1,99004,2,,,,,,,,,5,,9901101,,1001,990,,,,,,,,,,
99012,,1,,1,99004,2,,,,,,,,,5,,9901201,,1001,990,,,,,,,,,,
99013,,1,,1,99004,2,,,,,,,,,5,,9901301,,1001,990,,,,,,,,,,
99014,2,1,2,1,99005,2,,1,99006,2,,,,,5,,9901401,,1025#1026,990,,,,,,,,,,
99015,2,1,,1,99007,2,,,,,,,,,5,99016#99017#99018,9901501,,1008,990,,,,,,,,,,
99016,,1,,60,10000014,3,,,,,,,,,5,,9901601,,1008,990,,,,,,,,,,
99017,,1,,59,10000014,3,,,,,,,,,5,,9901701,,1008,990,,,,,,,,,,
99018,,1,,58,10000014,3,,,,,,,,,5,,9901801,,1008,990,,,,,,,,,,
99099,,1,,,,,,,,,,,,,5,,9909901,,1005,990,,,,,,,,,,
99602,2,1,,1,99602,2,,,,,,,,,3,,9960201,,1587,996,,,,,,,,,,
99603,2,1,,1,99601,2,,,,,,,,,3,,9960301,,1587,996,,,,,,,,,,
99702,2,1,,1,99701,2,,,,,,,,,5,,9970201,,1587,997,,,,,,,,,,
99810,2,1,,1,99801,2,,,,,,,,,5,,9981001,,1587,998,,,,,,,,,,
99811,2,1,,1,99802,2,,,,,,,,,5,,9981101,,1587,998,,,,,,,,,,
99812,2,1,1,1,99806,2,,24,1,5,998,,,,5,,9981201,,1587,998,,,7,1,0,998,10,1002,0,
99813,2,1,1,1,99806,2,,24,1,0,998,,,,5,,9981301,,1587,998,,,8,1,7,998,11,1002,7,
99814,2,1,1,1,99806,2,,24,1,7,998,,,,5,,9981401,,1587,998,,,9,1,2,998,12,1002,2,
99815,2,1,,1,99807,2,,,,,,,,,5,,9981501,,1587,998,,,2,1,,,,,,
99816,2,1,,1,99808,2,,,,,,,,,5,,9981601,,1587,998,,,10,1002,18,,,,,
