掉落ID,最小等级,最大等级,随机方式,掉落层级,子掉落1ID,子掉落1数量区间,子掉落1权重,子掉落2ID,子掉落2数量区间,子掉落2权重,子掉落3ID,子掉落3数量区间,子掉落3权重,子掉落4ID,子掉落4数量区间,子掉落4权重,子掉落5ID,子掉落5数量区间,子掉落5权重,子掉落6ID,子掉落6数量区间,子掉落6权重,子掉落7ID,子掉落7数量区间,子掉落7权重,子掉落8ID,子掉落8数量区间,子掉落8权重,子掉落9ID,子掉落9数量区间,子掉落9权重,子掉落10ID,子掉落10数量区间,子掉落10权重,子掉落11ID,子掉落11数量区间,子掉落11权重,子掉落12ID,子掉落12数量区间,子掉落12权重,子掉落13ID,子掉落13数量区间,子掉落13权重,子掉落14ID,子掉落14数量区间,子掉落14权重,子掉落15ID,子掉落15数量区间,子掉落15权重,子掉落16ID,子掉落16数量区间,子掉落16权重,子掉落17ID,子掉落17数量区间,子掉落17权重,子掉落18ID,子掉落18数量区间,子掉落18权重,子掉落19ID,子掉落19数量区间,子掉落19权重,子掉落20ID,子掉落20数量区间,子掉落20权重,子掉落21ID,子掉落21数量区间,子掉落21权重,子掉落22ID,子掉落22数量区间,子掉落22权重,子掉落23ID,子掉落23数量区间,子掉落23权重,子掉落24ID,子掉落24数量区间,子掉落24权重,子掉落25ID,子掉落25数量区间,子掉落25权重,子掉落26ID,子掉落26数量区间,子掉落26权重,子掉落27ID,子掉落27数量区间,子掉落27权重,子掉落28ID,子掉落28数量区间,子掉落28权重,子掉落29ID,子掉落29数量区间,子掉落29权重,子掉落30ID,子掉落30数量区间,子掉落30权重,节点类型,是否掉落地面,产出来源类型,每日产出次数上限,历史产出次数上限,活动产出次数上限
451000617,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000700,,,1,0,102,300,10000,202,6075,10000,105,55,10000,101,276,10000,113021,1,3300,500010,1,1200,451000712,3.1584,10000,451000715,6.56,10000,451000716,1.64,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451000711,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000712,,,0,1,104151,1,10528,104141,1,10528,104121,1,10528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000713,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000714,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000715,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000716,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000717,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000800,,,1,0,102,300,10000,202,6375,10000,105,55,10000,101,288,10000,113021,1,3300,500010,1,1200,451000811,1.02,10000,451000812,2.7129,10000,451000815,6.56,10000,451000816,1.64,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451000811,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000812,,,0,1,104151,1,7139,104152,1,1904,104141,1,7139,104142,1,1904,104121,1,7139,104122,1,1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000813,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000814,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000815,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000816,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000817,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000900,,,1,0,102,300,10000,202,6475,10000,105,55,10000,101,299,10000,113021,1,3300,500010,1,1200,451000911,1.02,10000,451000912,2.9271,10000,451000915,6.56,10000,451000916,1.64,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451000911,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000912,,,0,1,104151,1,7703,104152,1,2054,104141,1,7703,104142,1,2054,104121,1,7703,104122,1,2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000913,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000914,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000915,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000916,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451000917,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001000,,,1,0,102,300,10000,202,6675,10000,105,60,10000,101,310,10000,113021,1,3300,500010,1,1200,451001011,1.02,10000,451001012,3.1416,10000,451001015,5.74,10000,451001016,2.05,10000,451001017,1,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001011,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001012,,,0,1,104151,1,8267,104152,1,2205,104141,1,8267,104142,1,2205,104121,1,8267,104122,1,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001013,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001014,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001015,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001016,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001017,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001100,,,1,0,102,300,10000,202,6875,10000,105,60,10000,101,321,10000,113021,1,3300,500010,1,1200,451001111,1.02,10000,451001112,3.3558,10000,451001115,5.74,10000,451001116,2.05,10000,451001117,1,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001111,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001112,,,0,1,104151,1,8831,104152,1,2355,104141,1,8831,104142,1,2355,104121,1,8831,104122,1,2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001113,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001114,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001115,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001116,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001117,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001200,,,1,0,102,300,10000,202,7100,10000,105,60,10000,101,333,10000,113021,1,3300,500010,1,1200,451001211,1.02,10000,451001212,3.7578,10000,451001215,4.92,10000,451001216,2.46,10000,451001217,1,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001211,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001212,,,0,1,104151,1,9395,104152,1,2505,104153,1,626,104141,1,9395,104142,1,2505,104143,1,626,104121,1,9395,104122,1,2505,104123,1,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001213,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001214,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001215,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001216,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001217,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001300,,,1,0,102,300,10000,202,7400,10000,105,65,10000,101,344,10000,113021,1,3300,500010,1,1200,451001311,1.02,10000,451001312,3.9837,10000,451001315,4.92,10000,451001316,2.46,10000,451001317,1,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001311,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001312,,,0,1,104151,1,9959,104152,1,2656,104153,1,664,104141,1,9959,104142,1,2656,104143,1,664,104121,1,9959,104122,1,2656,104123,1,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001313,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001314,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001315,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001316,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001317,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001400,,,1,0,102,300,10000,202,7600,10000,105,65,10000,101,355,10000,510200,1,10000,113021,1,3300,500010,1,1200,451001411,1.02,10000,451001412,4.2093,10000,451001415,4.1,10000,451001416,2.87,10000,451001417,1.23,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001411,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001412,,,0,1,104151,1,10523,104152,1,2806,104153,1,702,104141,1,10523,104142,1,2806,104143,1,702,104121,1,10523,104122,1,2806,104123,1,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001413,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001414,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001415,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001416,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001417,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001500,,,1,0,102,300,10000,202,7800,10000,105,65,10000,101,366,10000,510200,1.275,10000,113021,1,3300,500010,1,1200,451001511,1.02,10000,451001512,4.4571,10000,451001515,4.1,10000,451001516,2.87,10000,451001517,1.23,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001511,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001512,,,0,1,104151,1,11087,104152,1,2957,104153,1,738,104154,1,74,104141,1,11087,104142,1,2957,104143,1,738,104144,1,74,104121,1,11087,104122,1,2957,104123,1,738,104124,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001513,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001514,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001515,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001516,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001517,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001600,,,1,0,102,300,10000,202,8000,10000,105,70,10000,101,378,10000,510200,1.55,10000,113021,1,3300,500010,1,1200,451001611,1.02,10000,451001612,4.6839,10000,451001615,4.1,10000,451001616,2.87,10000,451001617,1.23,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001611,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001612,,,0,1,104151,1,11651,104152,1,3106,104153,1,777,104154,1,78,104141,1,11651,104142,1,3106,104143,1,777,104144,1,78,104121,1,11651,104122,1,3106,104123,1,777,104124,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001613,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001614,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001615,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001616,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001617,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001700,,,1,0,102,300,10000,202,8100,10000,105,70,10000,101,389,10000,510200,1.825,10000,113021,1,3300,500010,1,1200,451001711,1.02,10000,451001712,4.9101,10000,451001715,4.1,10000,451001716,2.87,10000,451001717,1.23,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001711,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001712,,,0,1,104151,1,12215,104152,1,3257,104153,1,814,104154,1,81,104141,1,12215,104142,1,3257,104143,1,814,104144,1,81,104121,1,12215,104122,1,3257,104123,1,814,104124,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001713,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001714,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001715,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001716,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001717,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001800,,,1,0,102,300,10000,202,8100,10000,105,70,10000,101,400,10000,510200,2.1,10000,113021,1,3300,500010,1,1200,451001811,1.02,10000,451001812,5.1372,10000,451001815,4.1,10000,451001816,2.87,10000,451001817,1.23,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001811,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001812,,,0,1,104151,1,12779,104152,1,3408,104153,1,852,104154,1,85,104141,1,12779,104142,1,3408,104143,1,852,104144,1,85,104121,1,12779,104122,1,3408,104123,1,852,104124,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001813,,,0,1,540050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001814,,,0,1,540055,1,6600,540056,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001815,,,0,1,540061,1,6600,540062,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001816,,,0,1,540067,1,6600,540068,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001817,,,0,1,540073,1,6600,540074,1,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001900,,,1,0,102,300,10000,202,9000,10000,105,70,10000,101,400,10000,510200,2.4,10000,113021,1,3300,500010,1,1200,451001911,1.02,10000,451001912,5.1372,10000,451001915,4.1,10000,451001916,2.87,10000,451001917,1.23,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,,
451001911,,,0,1,104152,1,3333,104142,1,3333,104122,1,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
451001912,,,0,1,104151,1,12779,104152,1,3408,104153,1,852,104154,1,85,104141,1,12779,104142,1,3408,104143,1,852,104144,1,85,104121,1,12779,104122,1,3408,104123,1,852,104124,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,,0,
