武器突破ID,突破等级,[消耗物品]1ID,[消耗物品]1数量,[消耗物品]2ID,[消耗物品]2数量,[消耗物品]3ID,[消耗物品]3数量,突破消耗金币,[增加属性]1类型,[增加属性]1值,[增加属性]2类型,[增加属性]2值,[增加属性]3类型,[增加属性]3值,[增加属性]4类型,[增加属性]4值,[增加属性]5类型,[增加属性]5值,突破后解锁等级上限,冒险等级要求
15101,4,114007,1,112021,4,112036,3,10000,4,46.7,20,0,22,0,23,0,28,0,70,35
15201,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15201,1,114005,1,112020,1,112035,1,5000,4,11.7,20,0,22,0,23,0,28,0,40,15
15201,2,114006,1,112020,5,112035,4,5000,4,23.3,20,0,22,0,23,0,28,0,50,25
15201,3,114006,3,112021,3,112036,3,10000,4,35,20,0,22,0,23,0,28,0,60,30
15201,4,114007,1,112021,5,112036,4,15000,4,46.7,20,0,22,0,23,0,28,0,70,35
15301,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15301,1,114001,2,112014,2,112011,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
15301,2,114002,2,112014,8,112011,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
15301,3,114002,4,112015,4,112012,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
15301,4,114003,2,112015,8,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
15301,5,114003,4,112016,6,112013,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
15301,6,114004,3,112016,12,112013,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
15302,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15302,1,114005,2,112020,2,112002,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
15302,2,114006,2,112020,8,112002,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
15302,3,114006,4,112021,4,112003,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
15302,4,114007,2,112021,8,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
15302,5,114007,4,112022,6,112004,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
15302,6,114008,3,112022,12,112004,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
15303,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15303,1,114009,2,112023,2,112008,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
15303,2,114010,2,112023,8,112008,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
15303,3,114010,4,112024,4,112009,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
15303,4,114011,2,112024,8,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
15303,5,114011,4,112025,6,112010,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
15303,6,114012,3,112025,12,112010,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
15304,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15304,1,114013,2,112029,2,112005,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
15304,2,114014,2,112029,8,112005,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
15304,3,114014,4,112030,4,112006,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
15304,4,114015,2,112030,8,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
15304,5,114015,4,112031,6,112007,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
15304,6,114016,3,112031,12,112007,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
15305,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15305,1,114017,2,112026,2,112035,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
15305,2,114018,2,112026,8,112035,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
15305,3,114018,4,112027,4,112036,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
15305,4,114019,2,112027,8,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
15305,5,114019,4,112028,6,112037,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
15305,6,114020,3,112028,12,112037,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
15306,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15306,1,114021,2,112041,2,112032,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
15306,2,114022,2,112041,8,112032,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
15306,3,114022,4,112042,4,112033,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
15306,4,114023,2,112042,8,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
15306,5,114023,4,112043,6,112034,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
15306,6,114024,3,112043,12,112034,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
15401,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15401,1,114009,3,112023,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15401,2,114010,3,112023,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15401,3,114010,6,112024,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15401,4,114011,3,112024,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15401,5,114011,6,112025,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15401,6,114012,4,112025,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15402,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15402,1,114001,3,112014,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15402,2,114002,3,112014,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15402,3,114002,6,112015,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15402,4,114003,3,112015,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15402,5,114003,6,112016,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15402,6,114004,4,112016,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15403,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15403,1,114005,3,112020,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15403,2,114006,3,112020,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15403,3,114006,6,112021,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15403,4,114007,3,112021,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15403,5,114007,6,112022,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15403,6,114008,4,112022,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15404,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15404,1,114009,3,112023,3,112008,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15404,2,114010,3,112023,12,112008,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15404,3,114010,6,112024,6,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15404,4,114011,3,112024,12,112009,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15404,5,114011,6,112025,9,112010,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15404,6,114012,4,112025,18,112010,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15405,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15405,1,114013,3,112029,3,112005,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15405,2,114014,3,112029,12,112005,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15405,3,114014,6,112030,6,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15405,4,114015,3,112030,12,112006,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15405,5,114015,6,112031,9,112007,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15405,6,114016,4,112031,18,112007,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15406,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15406,1,114017,3,112026,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15406,2,114018,3,112026,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15406,3,114018,6,112027,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15406,4,114019,3,112027,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15406,5,114019,6,112028,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15406,6,114020,4,112028,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15407,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15407,1,114021,3,112041,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15407,2,114022,3,112041,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15407,3,114022,6,112042,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15407,4,114023,3,112042,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15407,5,114023,6,112043,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15407,6,114024,4,112043,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15408,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15408,1,114013,3,112029,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15408,2,114014,3,112029,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15408,3,114014,6,112030,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15408,4,114015,3,112030,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15408,5,114015,6,112031,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15408,6,114016,4,112031,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15409,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15409,1,114001,3,112014,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15409,2,114002,3,112014,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15409,3,114002,6,112015,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15409,4,114003,3,112015,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15409,5,114003,6,112016,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15409,6,114004,4,112016,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15410,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15410,1,114009,3,112023,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15410,2,114010,3,112023,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15410,3,114010,6,112024,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15410,4,114011,3,112024,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15410,5,114011,6,112025,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15410,6,114012,4,112025,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15411,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15411,1,114021,3,112029,3,112008,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15411,2,114022,3,112029,12,112008,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15411,3,114022,6,112030,6,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15411,4,114023,3,112030,12,112009,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15411,5,114023,6,112031,9,112010,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15411,6,114024,4,112031,18,112010,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15412,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15412,1,114001,3,112014,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15412,2,114002,3,112014,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15412,3,114002,6,112015,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15412,4,114003,3,112015,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15412,5,114003,6,112016,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15412,6,114004,4,112016,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15413,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15413,1,114009,3,112020,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15413,2,114010,3,112020,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15413,3,114010,6,112021,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15413,4,114011,3,112021,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15413,5,114011,6,112022,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15413,6,114012,4,112022,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15414,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15414,1,114029,3,112050,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15414,2,114030,3,112050,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15414,3,114030,6,112051,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15414,4,114031,3,112051,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15414,5,114031,6,112052,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15414,6,114032,4,112052,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15415,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15415,1,114029,3,112050,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15415,2,114030,3,112050,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15415,3,114030,6,112051,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15415,4,114031,3,112051,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15415,5,114031,6,112052,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15415,6,114032,4,112052,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15416,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15416,1,114029,3,112050,3,112053,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15416,2,114030,3,112050,12,112053,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15416,3,114030,6,112051,6,112054,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15416,4,114031,3,112051,12,112054,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15416,5,114031,6,112052,9,112055,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15416,6,114032,4,112052,18,112055,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15417,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15417,1,114045,3,112062,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15417,2,114046,3,112062,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15417,3,114046,6,112063,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15417,4,114047,3,112063,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15417,5,114047,6,112064,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15417,6,114048,4,112064,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15418,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15418,1,114045,3,112062,3,112059,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
15418,2,114046,3,112062,12,112059,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
15418,3,114046,6,112063,6,112060,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
15418,4,114047,3,112063,12,112060,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
15418,5,114047,6,112064,9,112061,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
15418,6,114048,4,112064,18,112061,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
15501,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15501,1,114005,5,112020,5,112011,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
15501,2,114006,5,112020,18,112011,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
15501,3,114006,9,112021,9,112012,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
15501,4,114007,5,112021,18,112012,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
15501,5,114007,9,112022,14,112013,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
15501,6,114008,6,112022,27,112013,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
15502,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15502,1,114009,5,112023,5,112002,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
15502,2,114010,5,112023,18,112002,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
15502,3,114010,9,112024,9,112003,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
15502,4,114011,5,112024,18,112003,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
15502,5,114011,9,112025,14,112004,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
15502,6,114012,6,112025,27,112004,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
15503,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15503,1,114005,5,112014,5,112032,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
15503,2,114006,5,112014,18,112032,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
15503,3,114006,9,112015,9,112033,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
15503,4,114007,5,112015,18,112033,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
15503,5,114007,9,112016,14,112034,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
15503,6,114008,6,112016,27,112034,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
15507,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15507,1,114033,5,112056,5,112053,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
15507,2,114034,5,112056,18,112053,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
15507,3,114034,9,112057,9,112054,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
15507,4,114035,5,112057,18,112054,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
15507,5,114035,9,112058,14,112055,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
15507,6,114036,6,112058,27,112055,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
15508,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15508,1,114013,5,112017,5,112053,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
15508,2,114014,5,112017,18,112053,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
15508,3,114014,9,112018,9,112054,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
15508,4,114015,5,112018,18,112054,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
15508,5,114015,9,112019,14,112055,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
15508,6,114016,6,112019,27,112055,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
15509,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15509,1,114029,5,112050,5,112011,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
15509,2,114030,5,112050,18,112011,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
15509,3,114030,9,112051,9,112012,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
15509,4,114031,5,112051,18,112012,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
15509,5,114031,9,112052,14,112013,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
15509,6,114032,6,112052,27,112013,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
15511,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
15511,1,114045,5,112062,5,112065,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
15511,2,114046,5,112062,18,112065,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
15511,3,114046,9,112063,9,112066,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
15511,4,114047,5,112063,18,112066,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
15511,5,114047,9,112064,14,112067,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
15511,6,114048,6,112064,27,112067,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
