ID	角色ID	开启条件1类型	开启条件1参数列表	开启条件2类型	开启条件2参数列表	开启条件3类型	开启条件3参数列表	开启条件4类型	开启条件4参数列表	消失条件1类型	消失条件1参数列表	隐藏该语音时装列表	追加该语音时装列表
69028	10000069	1	4	0									
69029	10000069	1	4	0									
69073	10000069	1	4	11	3026	0		0		0			
69030	10000069	0		0									
69031	10000069	1	3	0									
69032	10000069	1	4	0									
69033	10000069	1	5	0									
69034	10000069	1	6	0									
69035	10000069	0		0									
69036	10000069	1	6	0									
69037	10000069	0		0									
69038	10000069	0		0									
69039	10000069	0		0									
69040	10000069	0		0									
69041	10000069	0		0									
69042	10000069	8		0									
69043	10000069	7	1	0									
69044	10000069	7	2	0									
69045	10000069	7	4	0									
69046	10000069	7	6	0									
69047	10000069	0		0									
69048	10000069	0		0									
69049	10000069	0		0									
69050	10000069	0		0									
69051	10000069	0		0									
69052	10000069	0		0									
69053	10000069	0		0									
69054	10000069	0		0									
69055	10000069	0		0									
69056	10000069	0		0									
69057	10000069	0		0									
69058	10000069	0		0									
69059	10000069	0		0									
69060	10000069	0		0									
69061	10000069	0		0									
69062	10000069	0		0									
69063	10000069	0		0									
69064	10000069	0		0									
69065	10000069	0		0									
69066	10000069	0		0									
69067	10000069	0		0									
69068	10000069	0		0									
69069	10000069	0		0									
69070	10000069	0		0									
69071	10000069	0		0									
67000	10000067	0		0									
67001	10000067	0		0									
67002	10000067	0		0									
67003	10000067	0		0									
67004	10000067	0		0									
67005	10000067	0		0									
67006	10000067	0		0									
67007	10000067	0		0									
67008	10000067	0		0									
67009	10000067	0		0									
67010	10000067	0		0									
67011	10000067	0		0									
67012	10000067	0		0									
67013	10000067	1	4	0									
67014	10000067	6	39604	0									
67015	10000067	1	6	0									
67016	10000067	1	4	0									
67017	10000067	0		0									
67018	10000067	1	4	0									
67019	10000067	0		0									
67020	10000067	1	4	0									
67021	10000067	1	4	0									
67022	10000067	1	4	0									
67023	10000067	1	4	0									
67024	10000067	1	4	0									
67025	10000067	1	4	0									
67026	10000067	1	4	0									
67027	10000067	1	4	0									
67028	10000067	1	4	0									
67029	10000067	1	4	0									
67030	10000067	0		0									
67031	10000067	1	3	0									
67032	10000067	1	4	0									
67033	10000067	1	5	11	3026	0		0		0			
67034	10000067	1	6	11	3026	0		0		0			
67035	10000067	0		0									
67036	10000067	0		0									
67037	10000067	0		0									
67038	10000067	0		0									
67039	10000067	0		0									
67040	10000067	0		0									
67041	10000067	0		0									
67042	10000067	8		0									
67043	10000067	7	1	0									
67044	10000067	7	2	0									
67045	10000067	7	4	0									
67046	10000067	7	6	0									
67047	10000067	0		0									
67048	10000067	0		0									
67049	10000067	0		0									
67050	10000067	0		0									
67051	10000067	0		0									
67052	10000067	0		0									
67053	10000067	0		0									
67054	10000067	0		0									
67055	10000067	0		0									
67056	10000067	0		0									
67057	10000067	0		0									
67058	10000067	0		0									
67059	10000067	0		0									
67060	10000067	0		0									
67061	10000067	0		0									
67062	10000067	0		0									
67063	10000067	0		0									
67064	10000067	0		0									
67065	10000067	0		0									
67066	10000067	0		0									
67067	10000067	0		0									
68000	10000068	0		0									
68001	10000068	0		0									
68002	10000068	0		0									
68003	10000068	0		0									
68004	10000068	0		0									
68005	10000068	0		0									
68006	10000068	0		0									
68007	10000068	0		0									
68008	10000068	0		0									
68009	10000068	0		0									
68010	10000068	0		0									
68011	10000068	0		0									
68012	10000068	0		0									
68013	10000068	0		0									
68014	10000068	1	4	0									
68015	10000068	0		0									
68016	10000068	0		0									
68017	10000068	1	6	0									
68018	10000068	1	4	0									
68019	10000068	0		0									
68020	10000068	0		0									
68021	10000068			0									
68022	10000068	1	4	0									
68023	10000068	1	4	0									
68024	10000068	1	4	0									
68025	10000068	1	4	0									
68026	10000068	1	4	0									
68027	10000068	1	4	6	102510								
68028	10000068	1	4	0									
68029	10000068	1	4	0									
68030	10000068	1	4	0									
68031	10000068	0		0									
68032	10000068	1	3	0									
68033	10000068	1	4	0									
68034	10000068	1	5	0									
68035	10000068	1	6	0									
68036	10000068	0		0									
68037	10000068	0		0									
68038	10000068	0		0									
68039	10000068	0		0									
68040	10000068	0		0									
68041	10000068	0		0									
68042	10000068	0		0									
68043	10000068	8		0									
68044	10000068	7	1	0									
68045	10000068	7	2	0									
68046	10000068	7	4	0									
68047	10000068	7	6	0									
68048	10000068	0		0									
68049	10000068	0		0									
68050	10000068	0		0									
68051	10000068	0		0									
68052	10000068	0		0									
68053	10000068	0		0									
68054	10000068	0		0									
68055	10000068	0		0									
68056	10000068	0		0									
68057	10000068	0		0									
68058	10000068	0		0									
68059	10000068	0		0									
68060	10000068	0		0									
68061	10000068	0		0									
68062	10000068	0		0									
68063	10000068	0		0									
68064	10000068	0		0									
68065	10000068	0		0									
68066	10000068	0		0									
68067	10000068	0		0									
68068	10000068	0		0									
68069	10000068	0		0									
68070	10000068	0		0									
70000	10000070	0		0		0		0					
70001	10000070	0		0		0		0					
70002	10000070	0		0		0		0					
70003	10000070	0		0		0		0					
70004	10000070	0		0		0		0					
70005	10000070	0		0		0		0					
70006	10000070	0		0		0		0					
70007	10000070	0		0		0		0					
70008	10000070	0		0		0		0					
70009	10000070	0		0		0		0					
70010	10000070	0		0		0		0					
70011	10000070	1	4	0		0		0					
70012	10000070	0		0		0		0					
70013	10000070	0		0		0		0					
70014	10000070	1	4	0		0		0					
70015	10000070	0		0		0		0					
70016	10000070	1	6	0		0		0					
70017	10000070	1	4	0		0		0					
70018	10000070			0		0		0					
70019	10000070	0		0		0		0					
70020	10000070	11	3012	0		0		0					
70021	10000070	1	4	0		0		0					
70022	10000070	1	4	0		0		0					
70023	10000070	1	4			0		0					
70024	10000070	1	4			0		0					
70025	10000070	1	4	11	3012	0		0					
70026	10000070	1	4			0		0					
70027	10000070	1	4	11	3012	0		0					
70028	10000070	0		0		0		0					
70029	10000070	1	3	0		0		0					
70030	10000070	1	4	0		0		0					
70031	10000070	1	5	0		0		0					
70032	10000070	1	6	0		0		0					
70033	10000070	0		0		0		0					
70034	10000070	0		0		0		0					
70035	10000070	0		0		0		0					
70036	10000070	0		0		0		0					
70037	10000070	0		0		0		0					
70038	10000070	0		0		0		0					
70039	10000070	0		0		0		0					
70040	10000070	8		0		0		0					
70041	10000070	7	1	0		0		0					
70042	10000070	7	2	0		0		0					
70043	10000070	7	4	0		0		0					
70044	10000070	7	6	0		0		0					
70045	10000070	0		0		0		0					
70046	10000070	0		0		0		0					
70047	10000070	0		0		0		0					
70048	10000070	0		0		0		0					
70049	10000070	0		0		0		0					
70050	10000070	0		0		0		0					
70051	10000070	0		0		0		0					
70052	10000070	0		0		0		0					
70053	10000070	0		0		0		0					
70054	10000070	0		0		0		0					
70055	10000070	0		0		0		0					
70056	10000070	0		0		0		0					
70057	10000070	0		0		0		0					
70058	10000070	0		0		0		0					
70059	10000070	0		0		0		0					
70060	10000070	0		0		0		0					
70061	10000070	0		0		0		0					
70062	10000070	0		0		0		0					
70063	10000070	0		0		0		0					
70064	10000070	0		0		0		0					
70065	10000070	0		0		0		0					
70066	10000070	0		0		0		0					
71000	10000071	0		0		0		0					
71001	10000071	11	3026	0		0		0		0			
71002	10000071	0		0		0		0					
71003	10000071	0		0		0		0					
71004	10000071	0		0		0		0					
71005	10000071	0		0		0		0					
71006	10000071	0		0		0		0					
71007	10000071	0		0		0		0					
71008	10000071	0		0		0		0					
71009	10000071	0		0		0		0					
71010	10000071	0		0		0		0					
71011	10000071	0		0		0		0					
71012	10000071	0		0		0		0					
71013	10000071	0		0		0		0					
71014	10000071	0		0		0		0					
71015	10000071	0		0		0		0					
71016	10000071	1	4	0		0		0					
71017	10000071	0		0		0		0					
71018	10000071	1	6	0		0		0					
71019	10000071	1	4	0		0		0					
71020	10000071	0		0		0		0					
71021	10000071	1	4	0		0		0					
71022	10000071	0		0		0		0					
71023	10000071	1	4	0		0		0					
71024	10000071	1	4	0		0		0					
71025	10000071	1	4	0		0		0					
71026	10000071	1	4	11	3021	0		0					
71027	10000071	1	4	0		0		0					
71028	10000071	1	4	11	3026	0		0		0			
71029	10000071	1	4	11	3026	0		0		0			
71030	10000071	1	4	0		0		0					
71031	10000071	1	4	0		0		0					
71032	10000071			0		0		0					
71033	10000071	1	3	0		0		0					
71034	10000071	1	4	0		0		0					
71035	10000071	1	5	0		0		0					
71036	10000071	1	6	0		0		0					
71037	10000071	0		0		0		0					
71038	10000071	1	6	0		0		0					
71039	10000071	0		0		0		0					
71040	10000071	0		0		0		0					
71041	10000071	0		0		0		0					
71042	10000071	0		0		0		0					
71043	10000071	0		0		0		0					
71044	10000071	8		0		0		0					
71045	10000071	7	1	0		0		0					
71046	10000071	7	2	0		0		0					
71047	10000071	7	4	0		0		0					
71048	10000071	7	6	0		0		0					
71049	10000071	0		0		0		0					
71050	10000071	0		0		0		0					
71051	10000071	0		0		0		0					
71052	10000071	0		0		0		0					
71053	10000071	0		0		0		0					
71054	10000071	0		0		0		0					
71055	10000071	0		0		0		0					
71056	10000071	0		0		0		0					
71057	10000071	0		0		0		0					
71058	10000071	0		0		0		0					
71059	10000071	0		0		0		0					
71060	10000071	0		0		0		0					
71061	10000071	0		0		0		0					
71062	10000071	0		0		0		0					
71063	10000071	0		0		0		0					
71064	10000071	0		0		0		0					
71065	10000071	0		0		0		0					
71066	10000071	0		0		0		0					
71067	10000071	0		0		0		0					
71068	10000071	0		0		0		0					
71069	10000071	0		0		0		0					
71070	10000071	0		0		0		0					
71071	10000071	0		0		0		0					
71072	10000071	0		0		0		0					
71073	10000071	0		0		0		0					
71074	10000071	0		0		0		0					
72000	10000072	0		0		0		0					
72001	10000072	0		0		0		0					
72002	10000072	0		0		0		0					
72003	10000072	0		0		0		0					
72004	10000072	0		0		0		0					
72005	10000072	0		0		0		0					
72006	10000072	0		0		0		0					
72007	10000072	0		0		0		0					
72008	10000072	0		0		0		0					
72009	10000072	0		0		0		0					
72010	10000072	0		0		0		0					
72011	10000072	0		0		0		0					
72012	10000072	0		0		0		0					
72013	10000072	0		0		0		0					
72014	10000072	0		0		0		0					
72015	10000072	1	4	0		0		0					
72016	10000072	11	3021	0		0		0					
72017	10000072	1	6	0		0		0					
72018	10000072	1	4	0		0		0					
72019	10000072	0		0		0		0					
72020	10000072	0		0		0		0					
72021	10000072	1	4	0		0		0					
72022	10000072	1	4	11	3026	0		0		0			
72023	10000072	1	4	0		0		0					
72024	10000072	1	4	0		0		0					
72025	10000072	1	4	0		0		0					
72026	10000072	0		0		0		0					
72027	10000072	1	3	0		0		0					
72028	10000072	1	4	0		0		0					
72029	10000072	1	5	0		0		0					
72030	10000072	1	6	0		0		0					
72031	10000072	0		0		0		0					
72032	10000072	1	6	0		0		0					
72033	10000072	0		0		0		0					
72034	10000072	0		0		0		0					
72035	10000072	0		0		0		0					
72036	10000072	0		0		0		0					
72037	10000072	0		0		0		0					
72038	10000072	8		0		0		0					
72039	10000072	7	1	0		0		0					
72040	10000072	7	2	0		0		0					
72041	10000072	7	4	0		0		0					
72042	10000072	7	6	0		0		0					
72043	10000072	0		0		0		0					
72044	10000072	0		0		0		0					
72045	10000072	0		0		0		0					
72046	10000072	0		0		0		0					
72047	10000072	0		0		0		0					
72048	10000072	0		0		0		0					
72049	10000072	0		0		0		0					
72050	10000072	0		0		0		0					
72051	10000072	0		0		0		0					
72052	10000072	0		0		0		0					
72053	10000072	0		0		0		0					
72054	10000072	0		0		0		0					
72055	10000072	0		0		0		0					
72056	10000072	0		0		0		0					
72057	10000072	0		0		0		0					
72058	10000072	0		0		0		0					
72059	10000072	0		0		0		0					
72060	10000072	0		0		0		0					
72061	10000072	0		0		0		0					
72062	10000072	0		0		0		0					
72063	10000072	0		0		0		0					
72064	10000072	0		0		0		0					
72065	10000072	0		0		0		0					
72066	10000072	0		0		0		0					
72067	10000072	0		0		0		0					
72068	10000072	0		0		0		0					
73000	10000073	0		0		0		0		0			
73001	10000073	0		0		0		0		0			
73002	10000073	0		0		0		0		0			
73003	10000073	0		0		0		0		0			
73004	10000073	0		0		0		0		0			
73005	10000073	0		0		0		0		0			
73006	10000073	0		0		0		0		0			
73007	10000073	0		0		0		0		0			
73008	10000073	0		0		0		0		0			
73009	10000073	0		0		0		0		0			
73010	10000073	0		0		0		0		0			
73011	10000073	1	4	0		0		0		0			
73012	10000073			0		0		0		0			
73013	10000073			0		0		0		0			
73014	10000073	1	4	0		0		0		0			
73015	10000073	0		0		0		0		0			
73016	10000073	1	6	11	3026	0		0		0			
73017	10000073	1	4	0		0		0		0			
73018	10000073	0		0		0		0		0			
73019	10000073	0		0		0		0		0			
73020	10000073	1	4	0		0		0		0			
73021	10000073	1	4	11	3026	0		0		0			
73022	10000073	1	4	0		0		0		0			
73023	10000073	1	4	0		0		0		0			
73024	10000073	1	4	0		0		0		0			
73025	10000073	1	4	0		0		0		0			
73026	10000073	1	4	11	3026	0		0		0			
73027	10000073	1	4	0		0		0		0			
73028	10000073	1	4	11	3026	0		0		0			
73029	10000073	1	4	11	3026	0		0		0			
73030	10000073	1	4	11	3026	0		0		0			
73031	10000073	1	4	11	3026	0		0		0			
73032	10000073	0		0		0		0		0			
73033	10000073	1	3	0		0		0		0			
73034	10000073	1	4	0		0		0		0			
73035	10000073	1	5	11	3026	0		0		0			
73036	10000073	1	6	11	3026	0		0		0			
73037	10000073	0		0		0		0		0			
73038	10000073			0		0		0		0			
73039	10000073	0		0		0		0		0			
73040	10000073	0		0		0		0		0			
73041	10000073	0		0		0		0		0			
73042	10000073	0		0		0		0		0			
73043	10000073	0		0		0		0		0			
73044	10000073	8		0		0		0		0			
73045	10000073	7	1	0		0		0		0			
73046	10000073	7	2	0		0		0		0			
73047	10000073	7	4	0		0		0		0			
73048	10000073	7	6	0		0		0		0			
73049	10000073	0		0		0		0		0			
73050	10000073	0		0		0		0		0			
73051	10000073	0		0		0		0		0			
73052	10000073	0		0		0		0		0			
73053	10000073	0		0		0		0		0			
73054	10000073	0		0		0		0		0			
73055	10000073	0		0		0		0		0			
73056	10000073	0		0		0		0		0			
73057	10000073	0		0		0		0		0			
73058	10000073	0		0		0		0		0			
73059	10000073	0		0		0		0		0			
73060	10000073	0		0		0		0		0			
73061	10000073	0		0		0		0		0			
73062	10000073	0		0		0		0		0			
73063	10000073	0		0		0		0		0			
73064	10000073	0		0		0		0		0			
73065	10000073	0		0		0		0		0			
73066	10000073	0		0		0		0		0			
73067	10000073	0		0		0		0		0			
73068	10000073	0		0		0		0		0			
73069	10000073	0		0		0		0		0			
73070	10000073	0		0		0		0		0			
73071	10000073	0		0		0		0		0			
73072	10000073	0		0		0		0		0			
73073	10000073	0		0		0		0		0			
74000	10000074	0		0		0		0		0			
74001	10000074	0		0		0		0		0			
74002	10000074	0		0		0		0		0			
74003	10000074	0		0		0		0		0			
74004	10000074	0		0		0		0		0			
74005	10000074	0		0		0		0		0			
74006	10000074	0		0		0		0		0			
74007	10000074	0		0		0		0		0			
74008	10000074	0		0		0		0		0			
74009	10000074	0		0		0		0		0			
74010	10000074	0		0		0		0		0			
74011	10000074	1	4	0		0		0		0			
74012	10000074	0		0		0		0		0			
74013	10000074	1	6	0		0		0		0			
74014	10000074	1	4	0		0		0		0			
74015	10000074	1	6	0		0		0		0			
74016	10000074	1	4	0		0		0		0			
74017	10000074	1	4	0		0		0		0			
74018	10000074	0		0		0		0		0			
74019	10000074	1	4	0		0		0		0			
74020	10000074	1	4	0		0		0		0			
74021	10000074	1	4	11	3026	0		0		0			
74022	10000074	1	4	0		0		0		0			
74023	10000074	1	4	0		0		0		0			
74024	10000074	1	4	0		0		0		0			
74025	10000074	1	4	0		0		0		0			
74026	10000074	1	4	0		0		0		0			
74027	10000074	0		0		0		0		0			
74028	10000074	1	3	0		0		0		0			
74029	10000074	1	4	0		0		0		0			
74030	10000074	1	5	0		0		0		0			
74031	10000074	1	6	0		0		0		0			
74032	10000074	0		0		0		0		0			
74033	10000074	0		0		0		0		0			
74034	10000074	0		0		0		0		0			
74035	10000074	1	4	0		0		0		0			
74036	10000074	0		0		0		0		0			
74037	10000074	0		0		0		0		0			
74038	10000074	0		0		0		0		0			
74039	10000074	8		0		0		0		0			
74040	10000074	7	1	0		0		0		0			
74041	10000074	7	2	0		0		0		0			
74042	10000074	7	4	0		0		0		0			
74043	10000074	7	6	0		0		0		0			
74044	10000074	0		0		0		0		0			
74045	10000074	0		0		0		0		0			
74046	10000074	0		0		0		0		0			
74047	10000074	0		0		0		0		0			
74048	10000074	0		0		0		0		0			
74049	10000074	0		0		0		0		0			
74050	10000074	0		0		0		0		0			
74051	10000074	0		0		0		0		0			
74052	10000074	0		0		0		0		0			
74053	10000074	0		0		0		0		0			
74054	10000074	0		0		0		0		0			
74055	10000074	0		0		0		0		0			
74056	10000074	0		0		0		0		0			
74057	10000074	0		0		0		0		0			
74058	10000074	0		0		0		0		0			
74059	10000074	0		0		0		0		0			
74060	10000074	0		0		0		0		0			
74061	10000074	0		0		0		0		0			
74062	10000074	0		0		0		0		0			
74063	10000074	0		0		0		0		0			
74064	10000074	0		0		0		0		0			
74065	10000074	0		0		0		0		0			
