ID	类型	细分类型	动态难度	序列编号	玩法类型	场景ID	脚本定时事件间隔	联机类型	显示等级	是否限制角色等级	限制等级	等级修正	前置副本	需求角色	通关条件	通关跳转地城	复活间隔时间	复活次数上限	每天准入次数	[进入消耗]1ID	[进入消耗]1数量	首通奖励RewardID	结算倒计时	失败后退出等待时间	主动退出倒计时	结算显示1	结算显示2	结算显示3	结算显示4	结算后是否拦截主动复活	开启神像消耗道具	消耗数量	神像奖励	挑战因子组合	城市ID	地城状态
7903	30	0				35863		1	1	1	1	0			51			10	99			0	999	999	999						0	0	0	1723:100	4	1
8001	32	0				51007		1	9	1	1	8			9			9999	999			0	0	0	0						0	0	0		4	1
8101	33	0				47101		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8102	33	0				47101		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8103	33	0				47101		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8104	33	0				47101		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8105	33	0				47101		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8106	33	0				47102		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8107	33	0				47102		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8108	33	0				47102		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8109	33	0				47102		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8110	33	0				47102		1	50	1	1	49			213			10	99			0	999	999	999						0	0	0		4	1
8111	34	0				47103		1	50		1	49			259			10	99			0	999	999	999						0	0	0		4	1
8112	34	0				47103		1	50		1	49			260			10	99			0	999	999	999						0	0	0		4	1
8113	34	0				47103		1	50		1	49			261			10	99			0	999	999	999						0	0	0		4	1
8114	34	0				47103		1	50		1	49			262			10	99			0	999	999	999						0	0	0		4	1
8115	34	0				47103		1	50		1	49			263			10	99			0	999	999	999						0	0	0		4	1
8116	34	0				47103		1	50		1	49			264			10	99			0	999	999	999						0	0	0		4	1
8200	31	0	1			47021		2	26	1	1	25			173		5	999	10			0	60	60	60					1	0	0	0		1	1
8201	31	0	1			47022		2	26	1	1	25			173		5	999	10			0	60	60	60					1	0	0	0		1	1
8202	31	0	1			47023		2	26	1	1	25			173		5	999	10			0	60	60	60					1	0	0	0		1	1
8203	31	0	1			47024		2	26	1	1	25			173		5	999	10			0	60	60	60					1	0	0	0		1	1
8204	31	0	1			47025		2	26	1	1	25			173		5	999	10			0	60	60	60					1	0	0	0		1	1
