对话ID	触发方式	启用模式	[触发条件]组合	[触发条件]1类型	[触发条件]1参数1	[触发条件]1参数2	[触发条件]1参数3	[触发条件]2类型	[触发条件]2参数1	[触发条件]2参数2	[触发条件]2参数3	[触发条件]3类型	[触发条件]3参数1	[触发条件]3参数2	[触发条件]4类型	[触发条件]4参数1	[触发条件]4参数2	[触发条件]5类型	[触发条件]5参数1	[触发条件]5参数2	优先级	后续对话ID	初始台词ID	台词装饰ID	演员NpcID	专属父任务ID	额外加载标识ID	标识屏蔽NpcID	[完成执行]1类型	[完成执行]1参数1	[完成执行]1参数2
7101261	2	1																			1		710126101		20127						
7101262	2	1																			1		710126201		20127						
6245601	2	1	2	2	102516	3		41	102516	1											3	6245602,6245603,6245604	624560101		2456						
6245602	2	1	2	1	102103	2		41	102103	1											1		624560201		2456						
6245603	2	1		1	102103	3															1		624560301		2456						
6245604	2	1																			1		624560401		2456						
6245605	2	1	6	2	1101508	3		1	102516	3		41	1101508	1							3	6245606,6245607,6245608	624560501		2456						
6245606	2	1	6	2	1101508	3		1	102516	3		41	1101508	1							1		624560601		2456						
6245607	2	1	6	2	1101508	3		1	102516	3		41	1101508	1							1		624560701		2456						
6245608	2	1	6	2	1101508	3		1	102516	3		41	1101508	1							1		624560801		2456						
6245701	2																				3	6245702,6245703,6245704	624570101		2457						
6245702	2		1	51	2	3	2	1	7165002	3											1		624570201		2457						
6245703	2																				1		624570301		2457						
6245704	2																				1		624570401		2457						
6245705	2		1	51	2	7	2	51	2	2	1										4	6245706,6245703,6245704	624570501		2457						
6245706	2																				1		624570601		2457						
6245707	2		1	51	2	9	2	51	2	6	1										5	6245708,6245703,6245704	624570701		2457						
6245708	2																				1		624570801		2457						
6245801	2	1																			3	6245802,6245803,6245804,6245805	624580101		2458						
6245802	2	1																			1		624580201		2458						
6245803	2	1	2	41	102510	1		1	102510	2											1		624580301		2458						
6245804	2	1		44	10006	1															1		624580401		2458						
6245805	2	1																			1		624580501		2458						
6245901	2	1																			3	6245902,6245903	624590101		2459						
6245902	2	1																			1		624590201		2459						
6245903	2	1																			1		624590301		2459						
6246001	2	1																			3		624600101		2460						
6246101	2	1																			3		624610101		2461						
6166301	2																				3	6166302,4008889,6166303,6166304	616630101		1663						
6166302	2		1	51	1	3	2	1	7065002	3											1		616630201		1663						
6166303	2																				1		616630301		1663						
6166304	2																				1		616630401		1663						
6166305	2		1	51	1	7	2	51	1	2	1										4	6166306,4008889,6166303,6166304	616630501		1663						
6166306	2																				1		616630601		1663						
6166307	2		1	51	1	9	2	51	1	6	1										5	6166308,4008889,6166303,6166304	616630701		1663						
6166308	2																				1		616630801		1663						
6166401	2																				3	7010602,7010603,7010604,7010606,7010608,7010607,7010610,6166402,6166403,6166404	616640101		1664						
6166402	2																				1		616640201		1664						
6166403	2																				1		616640301		1664						
6166404	2																				1		616640401		1664						
6166501	2																				3	7001001,7001002,7001007,7001008,7014101,7014102,7014103,7014104,7014105,7014109,7014110,7014111,7014112,7014113,7014114,7014301,7014401,7014402,7014403,7010201,6166502,6166503,6166505	616650101		1665						
6166502	2																				1	7093801	616650201		1665						
6166503	2																				1	6166504	616650301		1665						
6166504	2																				1		616650401		1665						
6166505	2																				1		616650501		1665						
6166601	2																				3	6166602,7094201,6166603	616660101		1666						
6166602	2																				1		616660201		1666						
6166603	2																				1		616660301		1666						
6166701	2																				3	7010202,7010203,7010205,7010209,7010213,7010214,6166702,6166703,6166704	616670101		1667						
6166702	2																				1		616670201		1667						
6166703	2																				1	7093901	616670301		1667						
6166704	2																				1		616670401		1667						
6166801	2	1		44	40029	0															3	7012301,7012305,6166802,6166804	616680101		1668						
6166802		1		44	40029	0															1	6166803	616680201		1668						
6166803		1		44	40029	0															1	7094001	616680301		1668						
6166804		1		44	40029	0															1		616680401		1668						
6166901	2																				3	7012102,7012103,6166902,6166903	616690101		1669						
6166902	2																				1	7094101	616690201		1669						
6166903	2																				1		616690301		1669						
6167001	2	1																			3	6167002,6167003,6167005	616700101		1670						
6167002	2	1																			1		616700201		1670						
6167003	2	1																			1	6167004	616700301		1670						
6167004	2	1																			1		616700401		1670						
6167005	2	1																			1		616700501		1670						
6167101	2	1																			3	6167102,6167103,6167104	616710101		1671						
6167102	2	1																			1		616710201		1671						
6167103	2	1																			1		616710301		1671						
6167104	2	1																			1		616710401		1671						
6167201	2	1																			3	6167202,6167204	616720101		1672						
6167202	2	1																			1	6167203	616720201		1672						
6167203	2	1																			1		616720301		1672						
6167204	2	1																			1		616720401		1672						
1104507	2	1		1	1104504	3															1		110450701		2003040						
1104508	2	1																			1		110450801		2003038						
1104509	2	1	1	41	1104505	1		1	1104403	3											1		110450901		2003039						
1104510	2	1		41	1104505	0															1		110451001		2003039						
1104511	2	1		41	1104205	1															1		110451101		2003041						
1104512	2	1		41	1104205	1															1		110451201		2003042						
6390001	2	1																			3	6390002,6390004	639000101		3900						
6390002	2	1																			1	6390003	639000201		3900						
6390003	2	1																			1		639000301		3900						
6390004	2	1																			1		639000401		3900						
6390101	2	1																			3	6390102,6390103	639010101		3901						
6390102	2	1																			1		639010201		3901						
6390103	2	1																			1		639010301		3901						
6390201	2	1																			3	6390202,6390204	639020101		3902						
6390202	2	1																			1	6390203	639020201		3902						
6390203	2	1																			1		639020301		3902						
6390204	2	1																			1		639020401		3902						
6390301	2	1																			3	6390302,6390303,6390304	639030101		3903						
6390302	2	1																			1		639030201		3903						
6390303	2	1																			1		639030301		3903						
6390304	2	1																			1		639030401		3903						
6390401	2	1																			3	6390401,6390402,6390403	639040101		3904						
6390402	2	1																			1		639040201		3904						
6390403	2	1																			1		639040301		3904						
